Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,419.67,115.85,118.37,234.2,118.72,147.7,120.18,57.94,168.74,66.76,43.29
Short-Term Investments,282.3,480.22,217.63,128.6,622.2,220.31,301.08,296.59,300.47,138.22,65.05
Cash & Short-Term Investments,701.96,596.07,336,362.79,740.92,368.01,421.26,354.53,469.21,204.98,108.34
Cash Growth,5.35%,77.40%,-7.38%,-51.03%,101.33%,-12.64%,18.82%,-24.44%,128.91%,89.20%,-20.12%
Receivables,346.04,308.46,234.21,231.07,90.98,97.73,59.44,30.01,22.13,15.68,32.41
Inventory,185.8,141.86,127.6,100.12,53.91,60.75,29.36,22.63,5.15,14.62,9.49
Prepaid Expenses,94.96,38.95,48.61,45.02,40.48,28.27,33.37,20.69,13.88,21.25,21.53
Total Current Assets,"1,329","1,085",746.42,739.01,926.29,554.76,543.44,427.85,510.37,256.53,171.77
"Property, Plant & Equipment",71.42,75.04,74.94,75.57,8.79,10.59,10.86,7.47,3.52,4.26,3.94
Goodwill,416.82,416.82,416.82,409.05,-,-,-,-,-,-,-
Other Intangible Assets,348.54,401.83,472.88,546.65,-,-,-,-,-,-,-
Long-Term Deferred Tax Assets,-,3.86,4.39,44.43,155.43,-,-,-,-,-,-
Other Long-Term Assets,55.7,80.6,17.82,26.8,13.91,14.57,11.58,4.93,6.05,0.72,6.07
Total Assets,"2,221","2,063","1,733","1,842","1,104",579.92,565.87,440.25,519.95,261.52,181.79
Accounts Payable,15.36,10.25,11.82,17.69,1.54,1.93,6.43,4.08,7.95,3.58,4.5
Accrued Expenses,111.18,121.8,100.68,97.66,22.17,19.08,53.36,49.53,39.6,28.82,26.79
Current Portion of Long-Term Debt,710.69,-,-,13.33,89.42,397.23,19.54,91.51,77.21,17.39,21.86
Current Portion of Leases,-,7.05,-,2.1,2.28,1.4,2.29,-,-,-,-
Current Unearned Revenue,-,-,-,-,1.75,1.75,4.01,4.25,6.57,4.79,9.3
Total Current Liabilities,837.23,139.1,112.49,130.79,117.15,421.39,85.64,149.36,131.33,54.59,62.46
Long-Term Debt,800.07,"1,506","1,499","1,493",787.26,-,383.05,34.87,125.14,199.23,27.97
Long-Term Leases,28.1,23.65,32.2,32.69,0.54,3.47,4.18,-,-,-,-
Long-Term Unearned Revenue,-,-,-,-,2.53,4.03,1.25,5.01,54.3,39.83,43.92
Other Long-Term Liabilities,43.7,31.11,5.52,15.47,-,-,-,2.12,0.81,0.36,4.44
Total Liabilities,"1,717","1,700","1,649","1,672",907.48,428.88,474.11,191.36,311.58,294,138.79
Common Stock,0.12,0.12,0.13,0.14,0.14,0.14,0.14,0.15,0.14,0.13,0.13
Additional Paid-In Capital,23.91,-,2.41,27.37,256.35,625.48,695.07,780.46,731.04,552.74,525.63
Retained Earnings,502.15,359.87,90.55,143.22,-58.91,-474.59,-603.68,-531.44,-522.37,-585.34,-482.66
Comprehensive Income & Other,-22.26,3.83,-9.28,-0.92,-0.62,0.02,0.24,-0.28,-0.45,-0.01,-0.1
Shareholders' Equity,503.92,363.82,83.81,169.8,196.95,151.05,91.77,248.89,208.37,-32.48,43
Total Liabilities & Equity,"2,221","2,063","1,733","1,842","1,104",579.92,565.87,440.25,519.95,261.52,181.79
Total Debt,"1,539","1,537","1,531","1,541",879.49,402.1,409.06,126.38,202.35,216.62,49.83
Net Cash (Debt),-836.9,-940.43,"-1,195","-1,178",-138.57,-34.08,12.21,228.15,266.86,-11.64,58.51
Net Cash Growth,-,-,-,-,-,-,-94.65%,-14.51%,-,-,-31.78%
Net Cash Per Share,-6.66,-7.27,-8.91,-8.38,-0.94,-0.24,0.08,1.59,1.92,-0.09,0.46
Filing Date Shares Outstanding,117.6,123.15,126.82,135.37,137.7,135.21,138.01,144.64,142.01,128.46,128.25
Total Common Shares Outstanding,117.52,123.14,126.77,135.15,137.5,134.97,136.5,144.33,142.01,128.2,127.34
Working Capital,491.52,946.24,633.93,608.22,809.14,133.38,457.8,278.49,379.04,201.95,109.32
Book Value Per Share,4.29,2.95,0.66,1.26,1.43,1.12,0.67,1.72,1.47,-0.25,0.34
Tangible Book Value,-261.45,-454.83,-805.89,-785.9,196.95,151.05,91.77,248.89,208.37,-32.48,43
Tangible Book Value Per Share,-2.22,-3.69,-6.36,-5.81,1.43,1.12,0.67,1.72,1.47,-0.25,0.34
Machinery,61.96,59.28,50.78,43.13,18.26,17.25,16.12,19.14,14.7,13.85,12.24
Leasehold Improvements,7.43,7.01,6.99,6.73,1.63,1.63,1.63,4.57,2.72,2.33,2.03
Order Backlog,-,99.9,-,-,-,-,-,-,-,-,-
