Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"1,521","1,558","1,663","1,112","1,174","1,039","1,171","1,094",903.37,745.69,628.34
Revenue Growth (YoY),1.08%,-6.36%,49.61%,-5.28%,13.00%,-11.29%,7.01%,21.13%,21.14%,18.68%,1.54%
Cost of Revenue,212.36,245.33,253.04,218.07,197.32,178.32,180.39,176.42,154.75,132.12,138.99
Gross Profit,"1,309","1,312","1,410",893.73,976.43,860.44,990.56,917.85,748.63,613.57,489.35
"Selling, General & Admin",673.73,656.44,702.05,603.2,549.61,538.83,599.45,537.21,421.58,383.13,319.66
Research & Development,276.69,234.12,258.51,260.25,290.92,394.59,512.83,414.61,412.89,378.15,336.3
Amortization of Goodwill & Intangibles,0.01,1.1,35.69,36.36,38.15,39.45,40.36,65.17,62.06,60.96,57.69
Operating Expenses,950.43,891.67,996.25,899.82,878.68,972.87,"1,153","1,017",896.53,822.24,713.65
Operating Income,358.54,420.64,414.12,-6.09,97.75,-112.43,-162.08,-99.13,-147.9,-208.67,-224.3
Interest Expense,-4.65,-22.58,-23.03,-13.04,-11.22,-8.66,-13.6,-15.44,-12.01,-14.89,-13.25
Interest & Investment Income,44.57,42.45,30.85,7.63,2.41,6.96,13.98,9.24,4.65,3.75,3.33
Currency Exchange Gain (Loss),-0.8,-0.8,-0.5,0.7,-0.3,2.4,-0.9,-2.3,3.7,0.1,1.4
Other Non Operating Income (Expenses),4.06,3.34,0.08,3.72,0.52,3.94,1.75,0.26,-2.84,-2.19,-1.09
EBT Excluding Unusual Items,401.72,443.05,421.52,-7.08,89.15,-107.78,-160.86,-107.37,-154.4,-221.89,-233.9
Merger & Restructuring Charges,-,-,-,-,-,-,-13.4,-,-,-,-
Gain (Loss) on Sale of Investments,-,-,-,-,-,7.3,-,-,-10.47,-0.4,-0.3
Gain (Loss) on Sale of Assets,0.04,1.5,-,-,-,-,-,-,-,-,12.5
Asset Writedown,-,-,-,-2.3,-,-,-,-,-,-,-
Other Unusual Items,-0.8,-0.8,-,-21.75,-1.43,3.95,-22.8,-19.6,21.6,7.9,-2.3
Pretax Income,400.96,443.75,421.52,-31.13,87.73,-96.54,-197.06,-126.97,-143.27,-214.39,-224.01
Income Tax Expense,62.9,71.61,-97.64,2.02,11.33,14.32,-0.44,12.34,14.67,-5.94,3.16
Earnings From Continuing Operations,338.06,372.14,519.16,-33.15,76.4,-110.86,-196.62,-139.31,-157.95,-208.44,-227.16
Earnings From Discontinued Operations,0.77,-5.07,-163.4,-125.12,-124.57,-,-,-,-,-,-
Net Income,338.83,367.07,355.76,-158.27,-48.17,-110.86,-196.62,-139.31,-157.95,-208.44,-227.16
Net Income to Common,338.83,367.07,355.76,-158.27,-48.17,-110.86,-196.62,-139.31,-157.95,-208.44,-227.16
Net Income Growth,1.64%,3.18%,-,-,-,-,-,-,-,-,-
Shares Outstanding (Basic),164,165,166,164,161,159,157,155,153,151,149
Shares Outstanding (Diluted),168,169,170,164,165,159,157,155,153,151,149
Shares Change (YoY),-0.74%,-0.31%,3.66%,-0.61%,3.75%,1.12%,1.25%,1.11%,1.27%,1.53%,2.71%
EPS (Basic),2.07,2.22,2.14,-0.97,-0.30,-0.70,-1.25,-0.90,-1.03,-1.38,-1.52
EPS (Diluted),2.02,2.17,2.10,-0.97,-0.30,-0.70,-1.25,-0.90,-1.03,-1.38,-1.52
EPS Growth,2.44%,3.47%,-,-,-,-,-,-,-,-,-
Free Cash Flow,490.87,405.64,353.31,-17.21,73.7,40.62,-18.87,29.85,-32.11,-107.46,-93.24
Free Cash Flow Per Share,2.92,2.40,2.08,-0.10,0.45,0.26,-0.12,0.19,-0.21,-0.71,-0.63
Gross Margin,86.04%,84.25%,84.79%,80.39%,83.19%,82.83%,84.59%,83.88%,82.87%,82.28%,77.88%
Operating Margin,23.57%,27.01%,24.90%,-0.55%,8.33%,-10.82%,-13.84%,-9.06%,-16.37%,-27.98%,-35.70%
Profit Margin,22.27%,23.57%,21.39%,-14.24%,-4.10%,-10.67%,-16.79%,-12.73%,-17.48%,-27.95%,-36.15%
Free Cash Flow Margin,32.27%,26.04%,21.24%,-1.55%,6.28%,3.91%,-1.61%,2.73%,-3.55%,-14.41%,-14.84%
EBITDA,388.71,449.17,489.05,71.77,176.4,-30.57,-81.67,4.53,-49.38,-114.41,-138.71
EBITDA Margin,25.55%,28.84%,29.40%,6.46%,15.03%,-2.94%,-6.97%,0.41%,-5.47%,-15.34%,-22.07%
D&A For EBITDA,30.17,28.53,74.93,77.86,78.65,81.85,80.41,103.66,98.52,94.26,85.6
EBIT,358.54,420.64,414.12,-6.09,97.75,-112.43,-162.08,-99.13,-147.9,-208.67,-224.3
EBIT Margin,23.57%,27.01%,24.90%,-0.55%,8.33%,-10.82%,-13.84%,-9.06%,-16.37%,-27.98%,-35.70%
Effective Tax Rate,15.69%,16.14%,-,-,12.91%,-,-,-,-,-,-
Revenue as Reported,"1,521","1,558","1,663","1,112","1,174","1,039","1,171","1,094",903.37,745.69,628.34
Advertising Expenses,-,107.6,127.6,41.4,38.9,25.5,31.1,54.7,34.4,24,10.6
