Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Operating Revenue,"1,844","1,693","1,463","1,278","1,176",957.99,"1,028",868.74,810.62,776.2,710.72
Other Revenue,125.19,136.58,153.43,152.05,148.33,140.12,125.94,106.41,111.56,108.34,98.91
Revenue,"1,970","1,830","1,617","1,430","1,324","1,098","1,154",975.15,922.19,884.54,809.63
Revenue Growth (YoY),11.09%,13.18%,13.05%,7.99%,20.59%,-4.86%,18.36%,5.74%,4.26%,9.25%,12.83%
Cost of Revenue,"1,611","1,458","1,274","1,264","1,123",965.9,999.69,867.55,802.38,701.59,636.62
Gross Profit,358.52,371.9,342.75,165.72,200.91,132.2,154.49,107.6,119.81,182.95,173.01
"Selling, General & Admin",127.33,121.51,117.41,-,-,-,-,-,-,74.21,71.67
Operating Expenses,274.62,259.35,245.8,115.88,96.69,86.8,80.61,72.9,66.8,140.82,132.28
Operating Income,83.9,112.55,96.95,49.84,104.22,45.41,73.88,34.7,53.01,42.12,40.73
Interest Expense,-76.87,-87.86,-72.67,-11.22,-27.16,-48.41,-48.04,-43.46,-40.62,-43.46,-41.68
Earnings From Equity Investments,13.69,14.47,6.43,10.39,10.97,7.95,8.35,11.38,13.55,9.77,8.93
Other Non Operating Income (Expenses),30.26,24.92,6.35,-1.83,-1.44,-0.12,-1.28,0.18,0.26,2.61,3.27
EBT Excluding Unusual Items,52.7,64.09,37.06,47.18,86.59,4.82,32.9,2.8,26.2,11.05,11.24
Merger & Restructuring Charges,-8.41,-1.9,-3.78,-0.95,-0.74,-4.35,-1.62,-1.93,-1.82,-2.88,-1.16
Impairment of Goodwill,-,-,-,-,-,-,-,-3.8,-,-,-
Gain (Loss) on Sale of Investments,1.2,-,16.81,-,-,-,0.77,39.54,-,-,-
Gain (Loss) on Sale of Assets,-4.71,-2.28,-2.19,-2.53,-1.25,-1.2,-2.38,2.05,2,-0.77,4.57
Asset Writedown,-12.08,-3.75,-9.1,-,-19.68,-4.17,-,-0.14,-,-,-
Other Unusual Items,-2.38,-11.29,-,-0.73,-6.04,4.05,-,-,-,5.03,-
Pretax Income,26.32,44.86,38.81,42.97,58.88,-0.85,29.67,38.53,26.39,12.44,14.65
Income Tax Expense,4.91,6.03,8.47,9.36,14.56,0.9,6.23,0.39,24.31,4.43,6.01
Earnings From Continuing Operations,21.41,38.84,30.34,33.61,44.32,-1.75,23.44,38.13,2.08,8,8.64
Minority Interest in Earnings,-34.12,-36.04,-27.29,-22.96,-19.59,-13.09,-8.68,-5.89,-2.02,-0.77,-0.93
Net Income,-12.71,2.79,3.04,10.65,24.73,-14.84,14.76,32.24,0.05,7.23,7.71
Net Income to Common,-12.71,2.79,3.04,10.65,24.73,-14.84,14.76,32.24,0.05,7.23,7.71
Net Income Growth,-,-8.25%,-71.42%,-56.93%,-,-,-54.23%,60735.85%,-99.27%,-6.21%,460.25%
Shares Outstanding (Basic),75,73,64,56,52,51,50,48,47,46,44
Shares Outstanding (Diluted),75,75,65,57,53,51,50,49,47,47,45
Shares Change (YoY),4.46%,15.63%,12.80%,7.30%,4.97%,1.29%,3.21%,2.69%,1.60%,3.28%,4.69%
EPS (Basic),-0.17,0.04,0.05,0.19,0.47,-0.29,0.30,0.67,0.00,0.16,0.18
EPS (Diluted),-0.17,0.04,0.05,0.17,0.46,-0.29,0.29,0.66,0.00,0.15,0.17
EPS Growth,-,-20.13%,-72.35%,-62.36%,-,-,-56.06%,58933.90%,-99.26%,-11.76%,466.66%
Free Cash Flow,52.06,44.95,44.26,26.97,11.62,139.59,30.17,44.57,80.89,32.39,24.07
Free Cash Flow Per Share,0.70,0.60,0.69,0.47,0.22,2.74,0.60,0.92,1.71,0.69,0.53
Gross Margin,18.20%,20.33%,21.20%,11.59%,15.17%,12.04%,13.38%,11.03%,12.99%,20.68%,21.37%
Operating Margin,4.26%,6.15%,6.00%,3.48%,7.87%,4.13%,6.40%,3.56%,5.75%,4.76%,5.03%
Profit Margin,-0.65%,0.15%,0.19%,0.74%,1.87%,-1.35%,1.28%,3.31%,0.01%,0.82%,0.95%
Free Cash Flow Margin,2.64%,2.46%,2.74%,1.89%,0.88%,12.71%,2.61%,4.57%,8.77%,3.66%,2.97%
EBITDA,231.19,250.39,225.34,165.72,200.91,132.2,154.49,107.6,119.81,108.73,100.06
EBITDA Margin,11.74%,13.69%,13.94%,11.59%,15.17%,12.04%,13.38%,11.03%,12.99%,12.29%,12.36%
D&A For EBITDA,147.29,137.84,128.39,115.88,96.69,86.8,80.61,72.9,66.8,66.61,59.33
EBIT,83.9,112.55,96.95,49.84,104.22,45.41,73.88,34.7,53.01,42.12,40.73
EBIT Margin,4.26%,6.15%,6.00%,3.48%,7.87%,4.13%,6.40%,3.56%,5.75%,4.76%,5.03%
Effective Tax Rate,18.64%,13.43%,21.83%,21.79%,24.73%,-,21.00%,1.02%,92.14%,35.64%,41.02%
Revenue as Reported,"1,970","1,830","1,617","1,430",-,-,-,-,922.19,884.54,809.63
