Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,942.72,879.21,817.31,741.6,550.59,393.59,448.74,370.15,232.11,230.75,203.59
Revenue Growth (YoY),8.52%,7.57%,10.21%,34.69%,39.89%,-12.29%,21.23%,59.47%,0.59%,13.34%,-
Cost of Revenue,378.89,341.98,312.85,273.59,198.52,149.27,145.12,118.12,92.3,95.91,91.63
Gross Profit,563.83,537.22,504.46,468.01,352.07,244.32,303.62,252.03,139.81,134.84,111.97
"Selling, General & Admin",200.35,195.05,198.15,163.13,123.41,89.66,85.49,65.48,45.66,53.03,50.61
Operating Expenses,314.75,304.13,311.35,302.61,240.21,206.51,201.26,168.83,91.39,86.45,90.35
Operating Income,249.07,233.1,193.11,165.41,111.87,37.82,102.35,83.2,48.42,48.39,21.62
Interest Expense,-66.33,-74.4,-87.52,-68.38,-44.94,-40.87,-60.73,-69.55,-21.73,-2.71,-2.09
Currency Exchange Gain (Loss),-0.4,-0.4,-1.7,-0.7,-0.2,0.4,-0.6,-0.1,-,-,0.6
Other Non Operating Income (Expenses),22.07,19.63,-9.07,28.47,6.51,3.5,-4.47,8.9,3.47,2.47,1.53
EBT Excluding Unusual Items,204.41,177.93,94.83,124.8,73.24,0.85,36.56,22.44,30.16,48.16,21.65
Merger & Restructuring Charges,-,-,-,-,-,-,-,-70.59,-40.1,-,-2.12
Impairment of Goodwill,-97.08,-97.08,-,-,-,-,-,-,-,-,-
Asset Writedown,-,-,-4.3,-0.7,-,-,-5.9,-,-,-0.5,-
Other Unusual Items,-1.19,-1.75,-3.53,3.01,-5.33,-,-,-26.49,-,-,-4.3
Pretax Income,106.15,79.11,87,127.11,67.9,0.85,30.66,-74.64,-9.95,47.66,15.24
Income Tax Expense,55.05,47.66,29.98,34.63,26.45,5.43,13.58,-16.24,-29.43,18.66,3.83
Net Income,51.1,31.45,57.02,92.48,41.45,-4.58,17.08,-58.39,19.48,29,11.41
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,1.24,-,-
Net Income to Common,51.1,31.45,57.02,92.48,41.45,-4.58,17.08,-58.39,18.24,29,11.41
Net Income Growth,-49.47%,-44.84%,-38.34%,123.11%,-,-,-,-,-32.82%,154.10%,-
Shares Outstanding (Basic),160,165,159,153,160,162,158,87,60,88,-
Shares Outstanding (Diluted),163,168,160,159,164,162,160,87,60,88,-
Shares Change (YoY),-3.30%,4.81%,0.62%,-2.90%,1.33%,0.97%,83.33%,44.37%,-30.98%,-,-
EPS (Basic),0.32,0.19,0.36,0.61,0.26,-0.03,0.11,-0.67,0.30,0.33,-
EPS (Diluted),0.32,0.19,0.36,0.50,0.25,-0.03,0.11,-0.67,0.30,0.33,-
EPS Growth,-47.33%,-47.09%,-28.18%,100.00%,-,-,-,-,-9.34%,-,-
Free Cash Flow,152.6,152.79,149.12,170.15,168.17,22.65,104.12,19.44,25.32,29.02,43.76
Free Cash Flow Per Share,0.94,0.91,0.93,1.07,1.03,0.14,0.65,0.22,0.42,0.33,-
Gross Margin,59.81%,61.10%,61.72%,63.11%,63.94%,62.08%,67.66%,68.09%,60.24%,58.44%,54.99%
Operating Margin,26.42%,26.51%,23.63%,22.30%,20.32%,9.61%,22.81%,22.48%,20.86%,20.97%,10.62%
Profit Margin,5.42%,3.58%,6.98%,12.47%,7.53%,-1.16%,3.81%,-15.78%,7.86%,12.57%,5.61%
Free Cash Flow Margin,16.19%,17.38%,18.25%,22.94%,30.54%,5.75%,23.20%,5.25%,10.91%,12.57%,21.49%
EBITDA,361.8,341.62,306.18,304.09,228.62,150.09,214.12,184.04,91.71,77.19,51.51
EBITDA Margin,38.38%,38.86%,37.46%,41.01%,41.52%,38.13%,47.72%,49.72%,39.51%,33.45%,25.30%
D&A For EBITDA,112.72,108.53,113.07,138.68,116.75,112.27,111.77,100.84,43.29,28.8,29.89
EBIT,249.07,233.1,193.11,165.41,111.87,37.82,102.35,83.2,48.42,48.39,21.62
EBIT Margin,26.42%,26.51%,23.63%,22.30%,20.32%,9.61%,22.81%,22.48%,20.86%,20.97%,10.62%
Effective Tax Rate,51.86%,60.25%,34.46%,27.25%,38.96%,636.69%,44.30%,-,-,39.16%,25.11%
Revenue as Reported,942.72,879.21,817.31,741.6,550.59,393.59,448.74,370.15,232.11,230.75,203.59
Advertising Expenses,-,1.6,1.1,1,0.7,0.8,2.3,1.4,0.8,1,1
