Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,359.8,366.09,307.54,257.8,190.28,138.92,152.84,122.63,125.3,112.29,78.48
Revenue Growth (YoY),4.24%,19.04%,19.29%,35.48%,36.97%,-9.10%,24.63%,-2.13%,11.59%,43.08%,23.08%
Cost of Revenue,171.95,177.23,155.56,119.92,91.33,73.78,78.83,64.35,60.36,52.83,37.63
Gross Profit,187.84,188.86,151.98,137.88,98.95,65.14,74,58.28,64.94,59.45,40.85
"Selling, General & Admin",83.9,90.4,98.68,83.36,70.42,58.26,56.78,55.23,49.74,34.76,21.67
Research & Development,101.58,98.83,88.56,74.11,64.06,48.59,38.88,34.17,32.22,25.19,17.58
Amortization of Goodwill & Intangibles,2.03,2.9,4.95,-,-,-,-,-,-,-,-
Operating Expenses,187.51,192.13,192.2,157.47,134.48,106.85,95.66,89.4,81.96,59.94,39.25
Operating Income,0.33,-3.27,-40.21,-19.58,-35.53,-41.71,-21.66,-31.12,-17.02,-0.49,1.6
Interest Expense,-4.79,-4.87,-4.85,-4.92,-2.55,-5.41,-1.79,-1.4,-0.91,-1.63,-1.21
Interest & Investment Income,8.81,7.94,4.64,2.52,0.03,0.65,1.24,-,-,-,-
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,0.81,0.51,0.62,0.67
EBT Excluding Unusual Items,4.36,-0.21,-40.42,-21.99,-38.05,-46.48,-22.21,-31.72,-17.42,-1.51,1.07
Merger & Restructuring Charges,-1,-2.81,-1.7,0.1,-1.72,-,-,-3.75,-,-,-
Legal Settlements,-,45,-,-,-,-5.36,-,-,-,-,-
Other Unusual Items,-16.01,-0.99,-1.57,-2.23,-11.33,-,-0.58,-,-,-,-
Pretax Income,-12.66,41,-43.69,-24.12,-51.11,-51.83,-22.79,-35.46,-17.42,-1.51,1.07
Income Tax Expense,-0.26,0.16,-0.32,0.18,0.15,0.09,0.2,-0.23,-0.1,0.17,0.17
Net Income,-12.4,40.84,-43.37,-24.3,-51.26,-51.92,-22.99,-35.23,-17.32,-1.67,0.9
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-,-,6.26,11.3
Net Income to Common,-12.4,40.84,-43.37,-24.3,-51.26,-51.92,-22.99,-35.23,-17.32,-7.93,-10.4
Net Income Growth,-,-,-,-,-,-,-,-,-,-,203.03%
Shares Outstanding (Basic),29,28,27,26,24,23,22,21,21,11,4
Shares Outstanding (Diluted),29,29,27,26,24,23,22,21,21,11,4
Shares Change (YoY),-6.08%,10.16%,4.75%,5.64%,5.95%,4.45%,2.40%,3.16%,91.87%,176.86%,16.63%
EPS (Basic),-0.43,1.46,-1.62,-0.95,-2.12,-2.28,-1.05,-1.65,-0.84,-0.74,-2.67
EPS (Diluted),-0.55,1.39,-1.62,-0.95,-2.12,-2.28,-1.05,-1.65,-0.84,-0.74,-2.67
Free Cash Flow,40.76,111.2,-67.97,-11.44,-9.77,-19.95,2.28,-18.14,-42.44,-13.03,-3.99
Free Cash Flow Per Share,1.41,3.77,-2.54,-0.45,-0.40,-0.87,0.10,-0.85,-2.05,-1.21,-1.03
Gross Margin,52.21%,51.59%,49.42%,53.49%,52.00%,46.89%,48.42%,47.52%,51.83%,52.95%,52.05%
Operating Margin,0.09%,-0.89%,-13.08%,-7.60%,-18.67%,-30.03%,-14.17%,-25.38%,-13.58%,-0.43%,2.04%
Profit Margin,-3.45%,11.15%,-14.10%,-9.43%,-26.94%,-37.38%,-15.04%,-28.73%,-13.82%,-7.06%,-13.25%
Free Cash Flow Margin,11.33%,30.38%,-22.10%,-4.44%,-5.13%,-14.36%,1.49%,-14.79%,-33.87%,-11.60%,-5.09%
EBITDA,14.85,10.32,-26.59,-13.54,-30.93,-37.21,-16.85,-26.59,-13.07,2.38,3.57
EBITDA Margin,4.13%,2.82%,-8.65%,-5.25%,-16.25%,-26.78%,-11.03%,-21.68%,-10.43%,2.12%,4.55%
D&A For EBITDA,14.52,13.59,13.62,6.04,4.6,4.5,4.81,4.53,3.95,2.87,1.97
EBIT,0.33,-3.27,-40.21,-19.58,-35.53,-41.71,-21.66,-31.12,-17.02,-0.49,1.6
EBIT Margin,0.09%,-0.89%,-13.08%,-7.60%,-18.67%,-30.03%,-14.17%,-25.38%,-13.58%,-0.43%,2.04%
Effective Tax Rate,-,0.38%,-,-,-,-,-,-,-,-,15.57%
