Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,325.79,294.65,230.37,119,1.54,1.16,21.2,0.86,16.22,-,-
Cash & Short-Term Investments,379.66,294.65,230.37,119,1.54,1.16,21.2,0.86,16.22,-,-
Cash Growth,35.58%,27.90%,93.60%,7642.10%,32.16%,-94.51%,2362.14%,-94.69%,-,-,-
Accounts Receivable,156.1,132.17,148.06,134.41,164.36,105.02,98.86,98.77,90.89,88.32,80.84
Other Receivables,10.59,13.8,9.08,9.98,10.59,8.94,8.77,12.18,8.94,6.51,13.07
Receivables,166.69,145.96,157.14,144.39,174.95,113.96,107.63,110.95,99.84,94.83,93.92
Inventory,155.77,148.89,149.7,145.95,148.49,92.17,97.85,106.27,88.03,83.74,85.42
Other Current Assets,35.12,40.54,32.95,43.41,44.37,27.55,28.18,23.34,35.04,29.44,27.36
Total Current Assets,737.24,630.04,570.17,452.75,369.35,234.83,254.86,241.42,239.13,208.02,206.69
"Property, Plant & Equipment","2,821","2,721","2,435","2,231","2,144","2,068","1,776","1,581","1,540","1,477","1,388"
Long-Term Investments,27.64,73.28,20.23,15.85,15.61,15.03,12.26,8.96,8.63,8.42,8.28
Goodwill,37.57,37.57,37.57,37.57,37.57,37.57,37.57,37.57,37.57,37.57,39.73
Other Intangible Assets,4.92,17.69,18.12,16.07,9.04,10.14,11.29,12.45,13.77,14.96,15.67
Other Long-Term Assets,215.77,172.86,161.31,148.09,179.51,212.39,181.97,171.02,165.58,166.2,160.49
Total Assets,"3,844","3,652","3,243","2,902","2,755","2,578","2,274","2,053","2,004","1,912","1,819"
Accounts Payable,95.44,113.57,94.43,104.4,135.09,120.62,120.78,96.29,84.68,89.35,89.5
Accrued Expenses,34.74,36.95,44.27,37.92,34.31,29.41,23.2,37.01,32.92,29.58,31.4
Short-Term Debt,-,69.62,81.42,8.2,91.16,81,6,18.6,112.37,42.88,80.67
Current Portion of Long-Term Debt,-,-,-,-,29.98,140.09,0.18,0.17,0.19,33.2,52.42
Current Portion of Leases,-,4.78,5.76,5.07,4.17,4.48,4.14,-,-,-,-
Current Income Taxes Payable,21.27,17.31,26.59,19.34,19.25,18.83,17.53,17.29,16.81,16,14.83
Other Current Liabilities,54.91,67.57,57.29,62.71,73.74,42.36,17.92,0.74,9.69,4.66,2.3
Total Current Liabilities,206.36,309.79,309.76,237.64,387.7,436.79,189.74,170.09,256.65,215.67,271.12
Long-Term Debt,"1,043",943.73,824.06,823.82,734.01,624.43,689.58,590,490.38,505.34,443.85
Long-Term Leases,-,23.57,11.26,13.88,15.31,15.31,18.19,-,-,-,-
Long-Term Unearned Revenue,-,-,-,-,-,-,-,-,-,-,0.1
Pension & Post-Retirement Benefits,68.85,70.76,72.08,80.19,140.45,181.41,170.41,169.92,179.48,160.2,153.64
Long-Term Deferred Tax Liabilities,427.36,413.12,388.47,368.7,334.37,305.5,292.27,283.73,270.93,250.26,233.29
Other Long-Term Liabilities,266.36,222.61,193.94,160.13,152.21,143.94,131.92,109.91,109.94,110.81,111.68
Total Liabilities,"2,012","1,984","1,800","1,684","1,764","1,707","1,492","1,324","1,307","1,242","1,214"
Common Stock,209.53,209.14,208.55,208.16,207.76,207.35,200.79,198.32,197.79,196.74,189.29
Additional Paid-In Capital,433.37,429.09,426.96,423.03,419.76,414.25,364.79,344.25,343.45,337.68,293.61
Retained Earnings,"1,188","1,030",806.34,585.21,369.78,257.88,222.34,190.43,161.29,139.48,126.03
Comprehensive Income & Other,0.74,0.53,1.15,0.92,-6.52,-8.51,-6.44,-4.14,-5.63,-3.8,-3.9
Shareholders' Equity,"1,831","1,668","1,443","1,217",990.78,870.97,781.48,728.86,696.89,670.1,605.02
Total Liabilities & Equity,"3,844","3,652","3,243","2,902","2,755","2,578","2,274","2,053","2,004","1,912","1,819"
Total Debt,"1,043","1,042",922.5,850.97,874.64,865.31,718.09,608.77,602.94,581.43,576.94
Net Cash (Debt),-663.77,-747.04,-692.12,-731.98,-873.1,-864.15,-696.89,-607.91,-586.72,-581.43,-576.94
Net Cash Per Share,-15.77,-17.76,-16.46,-17.46,-20.88,-21.13,-17.44,-15.24,-14.76,-15.01,-15.32
Filing Date Shares Outstanding,41.91,41.83,41.71,41.63,41.61,41.51,40.21,39.73,39.63,39.41,38
Total Common Shares Outstanding,41.91,41.83,41.71,41.63,41.55,41.47,40.16,39.66,39.56,39.35,37.86
Working Capital,530.88,320.25,260.41,215.12,-18.35,-201.95,65.12,71.33,-17.53,-7.66,-64.43
Book Value Per Share,43.70,39.89,34.60,29.24,23.84,21.00,19.46,18.38,17.62,17.03,15.98
Tangible Book Value,"1,789","1,613","1,387","1,164",944.16,823.25,732.62,678.84,645.56,617.57,549.62
Tangible Book Value Per Share,42.69,38.57,33.26,27.95,22.72,19.85,18.24,17.11,16.32,15.70,14.52
Land,-,13.58,13.6,13.65,13.65,5.9,6.04,4.48,4.39,4.69,4.48
Buildings,-,88.68,64.75,61.51,56.91,55.44,53.41,53.01,52.28,51.32,41.15
Machinery,"3,235","3,441","3,223","3,063","2,962","2,729","2,401","2,190","2,141","2,016","1,976"
Construction In Progress,346.68,272.43,175.27,129.1,91.54,212.37,185.24,181.63,141.07,153.26,79.61
