Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"1,299","1,331","1,349","1,460","1,197",890.11,919.5,916.45,849.35,803.54,779.8
Revenue Growth (YoY),-3.18%,-1.38%,-7.61%,22.00%,34.46%,-3.20%,0.33%,7.90%,5.70%,3.04%,-2.43%
Cost of Revenue,740.9,747.45,784.02,889.71,772.78,588.1,639.97,645.26,587.97,560.51,556.69
Gross Profit,558.17,583.1,565.15,570.5,424.07,302.01,279.53,271.18,261.38,243.03,223.11
"Selling, General & Admin",75.75,70.46,62.07,68.64,67.41,3.44,4.29,5.51,5.62,5.11,-
Other Operating Expenses,16.76,15.66,16.61,17.74,17.61,72.09,66.57,67.13,56.55,52.95,53.53
Operating Expenses,208.43,193.24,176.63,178.98,176.38,157.56,148.95,147.3,134.71,131.5,113.9
Operating Income,349.74,389.86,388.52,391.51,247.69,144.45,130.59,123.88,126.67,111.52,109.21
Interest Expense,-45.65,-41.82,-37.68,-36.02,-37.77,-34.45,-31.41,-30.41,-29.6,-31.89,-31.16
Other Non Operating Income (Expenses),19.61,18.87,12.64,2.04,2.96,6.05,5.1,3.57,2.65,2.91,2.18
EBT Excluding Unusual Items,323.7,366.91,363.48,357.53,212.89,116.05,104.28,97.04,99.71,82.54,80.23
Gain (Loss) on Sale of Investments,-0.02,-0.02,0.01,0,-0.06,0.01,0.01,-0.11,-0.02,-0,-0
Pretax Income,323.68,366.89,363.49,357.54,212.82,116.06,104.29,96.93,99.7,82.54,80.23
Income Tax Expense,44.71,65.23,69.3,73.35,36.05,20.21,17.44,14.59,27.26,20.22,21.64
Earnings From Continuing Operations,278.97,301.66,294.19,284.18,176.77,95.85,86.85,82.35,72.44,62.32,58.59
Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,-,0.76
Net Income,278.97,301.66,294.19,284.18,176.77,95.85,86.85,82.35,72.44,62.32,59.35
Net Income to Common,278.97,301.66,294.19,284.18,176.77,95.85,86.85,82.35,72.44,62.32,59.35
Net Income Growth,-8.41%,2.54%,3.52%,60.77%,84.42%,10.37%,5.47%,13.68%,16.23%,5.01%,2.81%
Shares Outstanding (Basic),42,42,42,42,41,41,40,40,39,39,37
Shares Outstanding (Diluted),42,42,42,42,42,41,40,40,40,39,38
Shares Change (YoY),0.07%,0.08%,0.26%,0.27%,2.23%,2.38%,0.15%,0.36%,2.63%,2.82%,2.49%
EPS (Basic),6.67,7.22,7.06,6.83,4.26,2.35,2.19,2.08,1.84,1.62,1.58
EPS (Diluted),6.62,7.17,7.00,6.78,4.23,2.34,2.17,2.06,1.82,1.61,1.58
EPS Growth,-8.56%,2.43%,3.25%,60.28%,80.77%,7.83%,5.34%,13.19%,13.04%,1.89%,0.46%
Free Cash Flow,106.68,94.08,117.37,218.18,59.41,-159.63,-22.33,38.02,40.66,2.13,-42.54
Free Cash Flow Per Share,2.53,2.24,2.79,5.20,1.42,-3.90,-0.56,0.95,1.02,0.06,-1.13
Dividend Per Share,2.042,1.870,1.750,1.650,1.560,1.480,1.400,1.340,1.280,1.250,1.230
Dividend Growth,11.00%,6.86%,6.06%,5.77%,5.41%,5.71%,4.48%,4.69%,2.40%,1.63%,1.65%
Gross Margin,42.97%,43.82%,41.89%,39.07%,35.43%,33.93%,30.40%,29.59%,30.77%,30.24%,28.61%
Operating Margin,26.92%,29.30%,28.80%,26.81%,20.70%,16.23%,14.20%,13.52%,14.91%,13.88%,14.01%
Profit Margin,21.48%,22.67%,21.80%,19.46%,14.77%,10.77%,9.45%,8.98%,8.53%,7.76%,7.61%
Free Cash Flow Margin,8.21%,7.07%,8.70%,14.94%,4.96%,-17.93%,-2.43%,4.15%,4.79%,0.27%,-5.46%
EBITDA,462.66,493.98,485.17,482.71,338.55,226.49,208.67,198.55,199.21,184.97,169.58
EBITDA Margin,35.62%,37.13%,35.96%,33.06%,28.29%,25.45%,22.69%,21.66%,23.46%,23.02%,21.75%
D&A For EBITDA,112.92,104.12,96.65,91.2,90.86,82.04,78.09,74.67,72.55,73.45,60.36
EBIT,349.74,389.86,388.52,391.51,247.69,144.45,130.59,123.88,126.67,111.52,109.21
EBIT Margin,26.92%,29.30%,28.80%,26.81%,20.70%,16.23%,14.20%,13.52%,14.91%,13.88%,14.01%
Effective Tax Rate,13.81%,17.78%,19.06%,20.52%,16.94%,17.41%,16.72%,15.05%,27.34%,24.50%,26.97%
Revenue as Reported,"1,299","1,331","1,349","1,460","1,197",890.11,919.5,916.45,849.35,803.54,779.8
