Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,281.23,763.41,536.59,330.68,528.59,729.08,265.33,237.28,360.84,252.15,255.16
Investment Securities,"1,965","1,848","2,111","2,510","2,978","2,431","1,304","1,274","1,494","1,743","1,702"
Trading Asset Securities,0.73,0.32,0.43,0.49,1.28,4.62,0.89,0.77,0.5,-,-
Mortgage-Backed Securities,"3,325","2,798","2,648","2,991","3,625","1,962","2,110","1,886","1,595","1,120","1,035"
Total Investments,"5,291","4,646","4,760","5,502","6,604","4,398","3,414","3,161","3,089","2,863","2,738"
Gross Loans,"8,244","7,913","7,149","6,442","5,389","5,171","4,195","3,954","3,486","3,357","3,317"
Allowance for Loan Losses,-105.96,-98.33,-88.73,-75.83,-63.47,-66.53,-52.5,-51.2,-48.16,-45.78,-41.88
Net Loans,"8,138","7,815","7,060","6,366","5,326","5,104","4,142","3,902","3,437","3,312","3,275"
"Property, Plant & Equipment",149.65,151.9,151.79,152.97,149.76,142.27,131.02,133.42,124.03,122.69,115.71
Goodwill,-,313.48,313.48,313.48,313.48,313.48,171.57,171.57,139.97,139.97,139.97
Other Intangible Assets,313.74,0.52,1.14,2.05,3.3,4.91,2.1,3.12,1.17,1.84,2.58
Loans Held for Sale,26.02,8.24,14.25,11.97,37.81,83.97,28.23,21.67,15.13,26.9,33.54
Restricted Cash,369.57,-,-,-,-,-,17.27,11.37,11.5,4.34,17.73
Other Real Estate Owned & Foreclosed,2,0.87,0.48,-,2.48,0.14,1.01,0.58,1.53,0.64,0.63
Other Long-Term Assets,174.25,279.78,268.26,295.08,137.97,128.5,89.02,89.42,73.69,87.22,86.91
Total Assets,"14,842","13,979","13,106","12,974","13,102","10,905","8,262","7,732","7,255","6,810","6,665"
Accounts Payable,-,-,-,-,-,14.64,-,-,-,-,-
Interest Bearing Deposits,"9,400","8,390","7,332","6,749","6,635","5,539","4,421","3,947","3,806","3,630","3,254"
Institutional Deposits,-,360.99,370.51,194.54,151.34,153.96,117.72,117.72,115.2,130.39,190.39
Non-Interest Bearing Deposits,"3,446","3,348","3,436","4,062","3,780","2,983","2,065","2,116","2,042","1,718","1,746"
Total Deposits,"12,846","12,099","11,138","11,006","10,566","8,676","6,604","6,180","5,963","5,479","5,190"
Short-Term Borrowings,72.82,197.02,404.37,642.51,671.3,431.65,381.51,469.11,331,370.77,316.66
Other Current Liabilities,27.42,25.89,25.84,24.35,21.44,18.53,16.35,14.23,12.59,11.9,10.56
"Federal Home Loan Bank Debt, Long-Term",-,-,-,-,-,-,-,-,-,75,299.02
Other Long-Term Liabilities,64.78,50.77,38.19,35.96,84.01,85.67,33.36,14.83,25.4,35.84,43.68
Total Liabilities,"13,011","12,373","11,607","11,708","11,343","9,226","7,035","6,679","6,332","5,972","5,860"
Common Stock,1.43,1.43,1.43,1.43,1.43,1.42,1.36,0.68,0.66,0.66,0.66
Additional Paid-In Capital,697.31,689.34,681.25,677.59,676.87,669.64,450.68,443.11,378.06,372.25,368.93
Retained Earnings,"1,440","1,340","1,220","1,122",981.68,836.73,707.66,606.66,517.26,446.53,388.01
Treasury Stock,-13.98,-12.91,-11.86,-11.04,-10.09,-9.13,-8.22,-7.51,-7.15,-6.67,-6.3
Comprehensive Income & Other,-294.6,-411.38,-391.44,-524.19,109.34,179.52,75.73,10.35,33.93,25.12,53.69
Shareholders' Equity,"1,830","1,607","1,499","1,266","1,759","1,678","1,227","1,053",922.77,837.89,804.99
Total Liabilities & Equity,"14,842","13,979","13,106","12,974","13,102","10,905","8,262","7,732","7,255","6,810","6,665"
Total Debt,72.82,197.02,404.37,642.51,671.3,431.65,381.51,469.11,331,445.77,615.68
Net Cash (Debt),209.14,566.72,132.65,-311.34,-141.43,302.05,-115.29,-229.61,31.8,-191.92,-357.02
Net Cash Growth,-7.83%,327.23%,-,-,-,-,-,-,-,-,-
Net Cash Per Share,1.46,3.96,0.93,-2.17,-0.99,2.12,-0.85,-1.69,0.24,-1.45,-2.74
Filing Date Shares Outstanding,142.28,142.05,141.82,141.77,141.67,141.31,141.29,134.7,131.53,131.17,130.94
Total Common Shares Outstanding,142.26,142.01,141.79,141.73,141.6,141.22,134.96,134.57,131.53,131.17,130.94
Book Value Per Share,12.87,11.31,10.57,8.93,12.42,11.88,9.09,7.83,7.02,6.39,6.15
Tangible Book Value,"1,517","1,293","1,184",950.2,"1,442","1,360","1,054",878.61,781.63,696.08,662.44
Tangible Book Value Per Share,10.66,9.10,8.35,6.70,10.19,9.63,7.81,6.53,5.94,5.31,5.06
