Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,967,916,958,910,951,"1,118",618,602,613,"1,037",467
Cash & Short-Term Investments,967,916,958,910,951,"1,118",618,602,613,"1,037",467
Cash Growth,5.11%,-4.38%,5.27%,-4.31%,-14.94%,80.91%,2.66%,-1.79%,-40.89%,122.06%,-1.48%
Receivables,"1,342","1,322","1,277","1,028",872,826,"1,244","1,134","1,113","1,383","1,787"
Inventory,880,880,788,689,670,717,972,"1,025","1,234","1,802","2,344"
Prepaid Expenses,-,-,-,-,-,-,-,-,-,263,343
Restricted Cash,64,59,105,202,162,167,182,-,-,-,-
Other Current Assets,223,225,217,214,256,349,437,689,918,425,458
Total Current Assets,"3,476","3,402","3,345","3,043","2,911","3,177","3,453","3,450","3,878","4,910","5,564"
"Property, Plant & Equipment","1,244","1,185","1,095","1,033","1,109","1,374","2,378","2,086","2,708","4,480","5,679"
Long-Term Investments,-,-,-,-,-,-,-,-,-,66,76
Goodwill,-,-,-,-,-,-,239,713,"2,727","2,797","2,803"
Other Intangible Assets,294,325,370,506,657,810,"1,114",213,213,248,356
Long-Term Accounts Receivable,28,34,24,21,14,-,-,-,-,-,-
Other Long-Term Assets,230,213,234,117,83,73,109,139,221,163,282
Total Assets,"5,272","5,159","5,068","4,720","4,774","5,434","7,293","6,601","9,747","12,664","14,760"
Accounts Payable,690,792,679,460,380,325,585,732,856,845,948
Accrued Expenses,281,302,387,367,343,297,270,249,308,291,406
Short-Term Debt,-,-,-,-,-,4,3,326,11,2,"1,181"
Current Portion of Long-Term Debt,100,-,151,31,-,-,-,57,137,177,401
Current Portion of Leases,74,61,63,58,71,80,89,-,-,-,-
Current Income Taxes Payable,104,129,138,141,140,185,205,214,228,255,330
Current Unearned Revenue,35,51,58,54,45,37,12,64,56,45,-
Other Current Liabilities,394,361,390,359,353,434,508,658,634,813,765
Total Current Liabilities,"1,678","1,696","1,866","1,470","1,332","1,362","1,672","2,300","2,230","2,428","4,031"
Long-Term Debt,"1,426","1,586","1,679","2,162","2,372","2,553","2,097","7,536","7,541","7,403","5,852"
Long-Term Leases,144,141,167,158,172,225,267,69,-,-,-
Long-Term Unearned Revenue,3,2,5,-,-,-,-,-,-,-,-
Pension & Post-Retirement Benefits,-,126,130,121,207,231,198,173,-,-,-
Other Long-Term Liabilities,454,325,299,258,195,126,143,189,547,765,512
Total Liabilities,"3,705","3,876","4,146","4,169","4,278","4,497","4,377","10,267","10,318","10,596","10,395"
Common Stock,-,-,-,-,-,-,-,1,1,1,1
Additional Paid-In Capital,"2,811","2,921","2,906","2,928","2,904","2,897","2,897","6,711","6,655","6,571","5,502"
Retained Earnings,"-1,249","-1,486","-1,954","-2,371","-2,397","-1,947",-26,"-8,671","-5,763","-2,950",442
Comprehensive Income & Other,-2,-150,-28,-22,-35,-43,9,"-1,746","-1,519","-1,610","-1,641"
Total Common Equity,"1,560","1,285",924,535,472,907,"2,880","-3,705",-626,"2,012","4,304"
Minority Interest,7,-2,-2,16,24,30,36,39,55,56,61
Shareholders' Equity,"1,567","1,283",922,551,496,937,"2,916","-3,666",-571,"2,068","4,365"
Total Liabilities & Equity,"5,272","5,159","5,068","4,720","4,774","5,434","7,293","6,601","9,747","12,664","14,760"
Total Debt,"1,744","1,788","2,060","2,409","2,615","2,862","2,456","7,988","7,689","7,582","7,434"
Net Cash (Debt),-777,-872,"-1,102","-1,499","-1,664","-1,744","-1,838","-7,386","-7,076","-6,545","-6,967"
Net Cash Per Share,-10.62,-11.64,-14.97,-20.94,-23.77,-24.91,-446.76,-10681.45,-10305.49,-10639.02,-12895.09
Filing Date Shares Outstanding,71.73,72.85,72.32,70.89,70.49,70.02,70,0.7,0.69,0.68,0.54
Total Common Shares Outstanding,71.7,72.1,72,71,70,70,70,0.69,0.69,0.68,0.54
Working Capital,"1,798","1,706","1,479","1,573","1,579","1,815","1,781","1,150","1,648","2,482","1,533"
Book Value Per Share,21.76,17.82,12.83,7.54,6.74,12.96,41.14,-5331.34,-908.95,2951.15,7966.20
Tangible Book Value,"1,266",960,554,29,-185,97,"1,527","-4,631","-3,566","-1,033","1,145"
Tangible Book Value Per Share,17.66,13.31,7.69,0.41,-2.64,1.39,21.81,-6663.82,-5177.83,-1515.18,2119.26
Land,-,498,482,476,484,515,571,"1,303","1,551","1,622","1,780"
Machinery,-,"1,503","1,358","1,215","1,135","1,088","1,576","6,569","7,759","10,220","11,134"
