Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,44.53,227.36,148.28,102.98,258.42,215.72,87.21,328.38,181.79,146.77,203.04
Short-Term Investments,708.83,574.27,686.95,944.23,601.99,610.19,432.97,360.95,503.5,409.9,286.67
Cash & Short-Term Investments,753.36,801.63,835.22,"1,047",860.41,825.91,520.17,689.33,685.3,556.66,489.7
Cash Growth,-9.89%,-4.02%,-20.24%,21.71%,4.18%,58.78%,-24.54%,0.59%,23.11%,13.67%,-10.56%
Accounts Receivable,147.62,123.88,84.05,110.42,65.35,34.46,82.98,64.19,42.73,46.92,62.16
Other Receivables,-,-,-,-,-,-,11.14,25.94,5.32,6.99,2.87
Receivables,147.62,123.88,84.05,110.42,65.35,34.46,94.12,90.13,48.05,53.91,65.03
Inventory,154.96,139,127.11,123.21,104.09,91.2,110.5,127.69,119.76,118.51,140.31
Prepaid Expenses,-,-,-,-,-,-,-,87.03,115.1,162.36,195.22
Restricted Cash,-,-,-,-,-,-,-,-,-,8.24,8.22
Other Current Assets,43.98,52.56,85.51,90.43,38.74,31.24,35.55,26.61,26.94,18.11,18.36
Total Current Assets,"1,100","1,117","1,132","1,371","1,069",982.8,760.35,"1,021",995.13,917.79,"1,018"
"Property, Plant & Equipment","5,662","5,610","5,492","5,676","5,612","5,613","5,682","4,964","4,134","3,783","3,433"
Long-Term Investments,41,53.5,15.4,-,-,-,-,-,-,-,2.32
Other Intangible Assets,-,-,-,-,-,-,-,-,-,8.25,10.5
Long-Term Accounts Receivable,26.6,14,6.1,10,-,-,-,-,-,-,-
Other Long-Term Assets,384.54,345.77,380.49,356.8,445.2,292.04,214.95,328.69,345.26,299.03,319
Total Assets,"7,214","7,140","7,026","7,415","7,126","6,888","6,657","6,313","5,474","5,008","4,782"
Accounts Payable,580.08,527.35,470.25,422,496.33,278.68,284.47,331.98,288.9,241.22,279.86
Accrued Expenses,253.16,249.35,220.96,206.77,179.45,152.13,148.86,177.63,173.6,155.5,155.47
Current Portion of Long-Term Debt,519.51,535.59,443.87,438.5,391.8,402.16,364.13,350.21,309.68,305.46,268.67
Current Portion of Leases,19.92,20.47,19.34,71.73,78.89,82.64,94.81,-,-,-,-
Current Unearned Revenue,133.8,54.8,61,5.2,24.5,-,-,-,-,-,-
Other Current Liabilities,46.79,42.03,38.88,28.35,23.65,26.12,32.41,65.01,48.65,45.09,44.03
Total Current Liabilities,"1,553","1,430","1,254","1,173","1,195",941.72,924.68,924.83,820.83,747.27,748.03
Long-Term Debt,"1,865","2,137","2,562","2,942","2,717","2,802","2,629","2,810","2,377","2,240","1,659"
Long-Term Leases,64.83,67.26,67.39,88.62,158.27,205.85,259.24,-,-,-,-
Long-Term Unearned Revenue,163.3,282.7,313.6,139.5,79.4,-,-,29.31,44.23,53.46,62.52
Long-Term Deferred Tax Liabilities,863.76,787.97,687.6,687.06,663.24,625.93,623.58,518.16,419.02,565.4,749.58
Other Long-Term Liabilities,25.5,26.78,27.72,37.43,45.48,173.04,45.63,66.87,58.66,50.84,56.19
Total Liabilities,"4,536","4,731","4,913","5,067","4,858","4,748","4,482","4,349","3,720","3,657","3,276"
Common Stock,794.22,777.09,754.36,734.43,722.31,704.68,686.81,690.91,672.59,657.35,641.64
Retained Earnings,"2,931","2,594","2,271","2,237","2,164","2,052","2,079","1,777","1,517","1,104","1,275"
Treasury Stock,"-1,048",-962.65,-912.4,-619.86,-618.71,-617.14,-590.97,-503.18,-435.18,-410.09,-410.09
Comprehensive Income & Other,0.34,0.17,0.33,-3.8,-,-,-,-0.03,-0.05,-0.07,-0.26
Shareholders' Equity,"2,678","2,409","2,114","2,348","2,268","2,140","2,175","1,964","1,754","1,351","1,506"
Total Liabilities & Equity,"7,214","7,140","7,026","7,415","7,126","6,888","6,657","6,313","5,474","5,008","4,782"
Total Debt,"2,470","2,760","3,093","3,541","3,346","3,492","3,347","3,160","2,687","2,546","1,928"
Net Cash (Debt),"-1,716","-1,958","-2,258","-2,493","-2,486","-2,666","-2,827","-2,471","-2,002","-1,989","-1,438"
Net Cash Per Share,-41.34,-47.14,-50.62,-49.23,-48.98,-53.12,-55.03,-46.73,-37.70,-38.61,-27.75
Filing Date Shares Outstanding,40.1,40.33,40.23,50.44,50.52,50.34,50.32,51.64,51.78,51.85,51.13
Total Common Shares Outstanding,40.14,40.33,40.23,50.6,50.38,50.18,50.32,51.39,51.75,51.77,51
Working Capital,-453.34,-312.52,-122.4,198.74,-126.03,41.08,-164.33,95.97,174.31,170.53,269.54
Book Value Per Share,66.72,59.73,52.54,46.40,45.01,42.64,43.22,38.22,33.90,26.10,29.54
Tangible Book Value,"2,678","2,409","2,114","2,348","2,268","2,140","2,175","1,964","1,754","1,343","1,496"
Tangible Book Value Per Share,66.72,59.73,52.54,46.40,45.01,42.64,43.22,38.22,33.90,25.94,29.33
Buildings,315.36,292.68,282.4,265.02,256.6,258.86,265.4,291.54,265.61,261.7,275.79
Machinery,"9,067","8,775","8,323","8,144","7,848","7,528","7,079","6,434","5,336","4,840","5,243"
