Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"3,978","3,528","2,935","3,005","2,713","2,127","2,972","3,222","3,123","3,064","3,096"
Revenue Growth (YoY),19.27%,20.18%,-2.31%,10.74%,27.57%,-28.43%,-7.75%,3.17%,1.92%,-1.03%,-4.38%
Cost of Revenue,"2,663","2,355","2,180","2,111","2,080","1,666","1,826","2,140","2,191","2,230","2,283"
Gross Profit,"1,315","1,173",755.3,893.86,633.92,461.07,"1,146","1,082",931.75,833.49,812.87
Other Operating Expenses,324.79,298.46,265.8,266.76,255.93,222.8,243.73,272.83,250.78,255.56,313.85
Operating Expenses,691.4,682.34,648.92,661.31,696.13,697.76,611.83,607.42,543.55,540.53,578.36
Operating Income,623.57,490.5,106.39,232.55,-62.21,-236.69,534.13,474.28,388.2,292.97,234.52
Interest Expense,-107.03,-114.34,-130.93,-127.08,-123.12,-123.17,-127.76,-120.41,-104.93,-78.18,-75.85
Interest & Investment Income,43.54,47.96,43.93,17.61,1.11,5.88,14.13,8.82,4.51,2.14,2
Earnings From Equity Investments,15.7,2.3,-,-,-,1.17,47.67,-,-,-,-
Other Non Operating Income (Expenses),-10.95,0.14,9.43,1.57,-7.84,-,-,3.62,0.4,-1.37,-
EBT Excluding Unusual Items,564.82,426.56,28.81,124.64,-192.05,-352.82,468.17,366.31,288.18,215.56,160.66
Gain (Loss) on Sale of Investments,-2.62,-6.82,-0.48,11.38,-,-,-,-,-,-,-
Gain (Loss) on Sale of Assets,8.25,8.25,14.3,7.95,4.59,-,-,-,-,-,-
Asset Writedown,4.16,4.16,-2.32,-51.38,-84.59,-,-,-,-,-555.65,-
Other Unusual Items,-,-,-,-,422.67,345.49,-21.87,-,-,91.28,33.66
Pretax Income,574.61,432.14,40.31,92.58,150.61,-7.33,446.31,366.31,288.18,-248.81,194.32
Income Tax Expense,140.05,109.18,5.97,19.63,38.7,1.19,106.21,85.94,-140.72,-87.23,76.51
Net Income,434.56,322.96,34.34,72.95,111.91,-8.52,340.1,280.37,428.91,-161.59,117.82
Net Income to Common,434.56,322.96,34.34,72.95,111.91,-8.52,340.1,280.37,428.91,-161.59,117.82
Net Income Growth,78.75%,840.43%,-52.93%,-34.81%,-,-,21.30%,-34.63%,-,-,-
Shares Outstanding (Basic),40,40,44,51,50,50,51,52,52,52,51
Shares Outstanding (Diluted),42,42,45,51,51,50,51,53,53,52,52
Shares Change (YoY),-0.13%,-6.84%,-11.94%,-0.21%,1.11%,-2.30%,-2.83%,-0.43%,3.10%,-0.62%,1.15%
EPS (Basic),10.76,8.02,0.78,1.44,2.22,-0.17,6.68,5.40,8.28,-3.14,2.31
EPS (Diluted),10.47,7.77,0.77,1.44,2.20,-0.17,6.62,5.30,8.08,-3.14,2.27
EPS Growth,78.86%,909.09%,-46.53%,-34.54%,-,-,24.91%,-34.41%,-,-,-
Free Cash Flow,319.04,364.18,420.01,-202.22,150.42,185.64,6.3,-336.18,-51.25,-647.3,-303.95
Free Cash Flow Per Share,7.69,8.77,9.42,-3.99,2.96,3.70,0.12,-6.36,-0.96,-12.57,-5.87
Dividend Per Share,-,-,-,-,-,0.140,0.480,0.400,0.320,0.190,0.160
Dividend Growth,-,-,-,-,-,-70.83%,20.00%,25.00%,68.42%,18.75%,-
Gross Margin,33.05%,33.25%,25.73%,29.75%,23.36%,21.68%,38.56%,33.58%,29.84%,27.21%,26.26%
Operating Margin,15.68%,13.90%,3.62%,7.74%,-2.29%,-11.13%,17.97%,14.72%,12.43%,9.56%,7.58%
Profit Margin,10.92%,9.15%,1.17%,2.43%,4.12%,-0.40%,11.44%,8.70%,13.74%,-5.27%,3.81%
Free Cash Flow Margin,8.02%,10.32%,14.31%,-6.73%,5.54%,8.73%,0.21%,-10.44%,-1.64%,-21.13%,-9.82%
EBITDA,990.17,874.38,489.5,627.1,377.99,238.27,902.23,808.87,680.97,577.93,499.02
EBITDA Margin,24.89%,24.79%,16.68%,20.87%,13.93%,11.20%,30.36%,25.11%,21.81%,18.86%,16.12%
D&A For EBITDA,366.6,383.88,383.12,394.55,440.2,474.96,368.1,334.59,292.77,284.97,264.51
EBIT,623.57,490.5,106.39,232.55,-62.21,-236.69,534.13,474.28,388.2,292.97,234.52
EBIT Margin,15.68%,13.90%,3.62%,7.74%,-2.29%,-11.13%,17.97%,14.72%,12.43%,9.56%,7.58%
Effective Tax Rate,24.37%,25.26%,14.80%,21.20%,25.70%,-,23.80%,23.46%,-,-,39.37%
Revenue as Reported,"3,978","3,528","2,935","3,005","2,713","2,127","2,972","3,222","3,123","3,064","3,096"
