Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"2,414","1,902","1,243",933.01,701.89,540.1,380.83,301.03,154.58,5.42,1.25
Revenue Growth (YoY),47.15%,52.97%,33.26%,32.93%,29.95%,41.82%,26.51%,94.74%,2751.58%,332.64%,-87.16%
Cost of Revenue,"1,970","1,124","1,028","1,017",862.13,785.63,617.3,435.94,7.35,186.06,146.19
Gross Profit,443.83,778.36,215.61,-84.07,-160.24,-245.53,-236.46,-134.9,147.23,-180.64,-144.94
"Selling, General & Admin",527.29,557.87,481.87,451.42,282.66,317.88,284.81,207.76,122.68,81.2,65.86
Research & Development,-,-,-,-,-,-,-,-,166.11,-,-
Amortization of Goodwill & Intangibles,2.55,2.41,1.56,0.71,0.71,0.66,0.85,0.87,1.05,0.03,-
Operating Expenses,529.84,560.28,483.43,452.14,283.37,318.54,285.66,208.63,289.84,81.23,65.86
Operating Income,-86.01,218.08,-267.82,-536.2,-443.61,-564.06,-522.12,-343.53,-142.61,-261.87,-210.8
Interest Expense,-21.77,-18.39,-22.01,-53.25,-63.53,-59.95,-30.67,-33.71,-5.8,-1.89,-1.37
Interest & Investment Income,30.58,30.64,36.26,16.49,0.35,2.97,7.24,6.81,1.81,0.51,0.89
Other Non Operating Income (Expenses),-4.29,-2.85,0.62,-6.92,-0.94,0.52,-0.24,-0.66,0.6,0.93,0.63
EBT Excluding Unusual Items,-81.5,227.48,-252.96,-579.88,-507.72,-620.52,-545.79,-371.08,-146,-262.32,-210.65
Merger & Restructuring Charges,-40.51,-,-,-,-,-,-,-,-,-4.56,-
Gain (Loss) on Sale of Investments,-3.39,41.13,19.39,8.66,-4.33,4.49,15.35,8.57,1.4,-0.08,-
Gain (Loss) on Sale of Assets,-,-,102,-,102,108.07,-,-,125,-,-
Asset Writedown,-,-,-,-,-,-0.1,-0.2,-0.1,-0.6,-0.3,-0.2
Other Unusual Items,-126.79,-7.84,-388.53,-118.74,-8.9,-45,-10,-,-28.43,-,-9.18
Pretax Income,-252.19,260.77,-520.1,-689.96,-418.95,-553.07,-713.88,-362.61,-48.63,-267.27,-220.03
Income Tax Expense,19.33,25.54,15.88,13.53,-0.17,1.06,1.2,-0.69,2.06,-,-
Net Income,-271.51,235.24,-535.98,-703.49,-418.78,-554.13,-715.08,-361.92,-50.69,-267.27,-220.03
Net Income to Common,-271.51,235.24,-535.98,-703.49,-418.78,-554.13,-715.08,-361.92,-50.69,-267.27,-220.03
Shares Outstanding (Basic),98,95,92,88,81,78,74,66,59,49,42
Shares Outstanding (Diluted),98,108,92,88,81,78,74,66,59,49,42
Shares Change (YoY),-2.62%,16.75%,5.53%,7.75%,4.24%,5.90%,11.12%,12.64%,20.78%,15.15%,5.66%
EPS (Basic),-2.77,2.47,-5.80,-8.03,-5.15,-7.11,-9.71,-5.46,-0.86,-5.49,-5.20
EPS (Diluted),-2.77,2.34,-5.80,-8.03,-5.15,-7.11,-9.71,-5.46,-0.86,-5.49,-5.20
Free Cash Flow,-381.1,-342.74,-577.1,-356.17,-481.66,25.26,-516.09,-449.82,-244,-251.16,-152.87
Free Cash Flow Per Share,-3.89,-3.18,-6.25,-4.07,-5.93,0.32,-7.01,-6.79,-4.15,-5.16,-3.62
Gross Margin,18.39%,40.92%,17.34%,-9.01%,-22.83%,-45.46%,-62.09%,-44.81%,95.24%,-,-
Operating Margin,-3.56%,11.47%,-21.54%,-57.47%,-63.20%,-104.44%,-137.10%,-114.12%,-92.25%,-4830.62%,-16823.78%
Profit Margin,-11.25%,12.37%,-43.11%,-75.40%,-59.66%,-102.60%,-187.77%,-120.23%,-32.79%,-4930.18%,-17560.26%
Free Cash Flow Margin,-15.79%,-18.02%,-46.41%,-38.17%,-68.62%,4.68%,-135.52%,-149.42%,-157.84%,-4633.11%,-12200.00%
EBITDA,-36.28,255.81,-223.43,-494.34,-405.59,-537.6,-498.07,-331.82,-134.57,-256.26,-205.56
EBITDA Margin,-1.50%,13.45%,-17.97%,-52.98%,-57.79%,-99.54%,-130.78%,-110.23%,-87.05%,-,-
D&A For EBITDA,49.72,37.72,44.4,41.86,38.02,26.46,24.05,11.71,8.05,5.61,5.25
EBIT,-86.01,218.08,-267.82,-536.2,-443.61,-564.06,-522.12,-343.53,-142.61,-261.87,-210.8
EBIT Margin,-3.56%,11.47%,-21.54%,-57.47%,-63.20%,-104.44%,-137.10%,-114.12%,-92.25%,-,-
Effective Tax Rate,-,9.79%,-,-,-,-,-,-,-,-,-
Revenue as Reported,"2,414","1,902","1,243",933.01,701.89,540.1,380.83,301.03,154.58,5.42,1.25
Advertising Expenses,-,32,28.6,14.6,7.7,-,-,-,-,-,-
