Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,48.65,50.97,63.93,105.37,158.12,258.87,178.69,134.14,93.66,62.13,90.09
Short-Term Investments,193.21,249.02,247.64,248.44,372.24,190.32,232.4,94.45,189.24,188.32,83.77
Cash & Short-Term Investments,241.86,300,311.57,353.81,530.35,449.19,411.09,228.59,282.89,250.46,173.86
Cash Growth,-20.38%,-3.72%,-11.94%,-33.29%,18.07%,9.27%,79.84%,-19.20%,12.95%,44.06%,-0.81%
Accounts Receivable,31.52,27.17,14.67,20.84,41.39,35.91,24.27,11.07,16.8,6.53,7.82
Other Receivables,1.9,2.8,2.3,1.2,1.5,0.8,1.3,0.6,1.2,0.74,0.52
Receivables,33.42,29.97,16.97,22.04,42.89,36.71,25.57,11.67,17.99,7.27,8.34
Inventory,164.62,165.61,163.16,135.42,99.27,102.88,90.38,80.86,57.09,52.56,51.93
Prepaid Expenses,16.17,18.46,19.89,13.8,14.3,12.45,14.3,0.18,0.21,0.21,2.02
Other Current Assets,-,-,-,-,-,-,-,11.14,6.35,7.76,4.25
Total Current Assets,456.06,514.04,511.6,525.07,686.82,601.23,541.34,332.43,364.53,318.26,240.4
"Property, Plant & Equipment",147.92,165.64,174.61,185.83,191.71,176.48,126.14,114.12,111.71,95.3,99.38
Goodwill,95.27,95.27,91.85,91.85,91.85,91.85,91.85,91.85,91.85,91.85,91.85
Other Intangible Assets,7.45,8.08,4.42,6.6,9.01,12.51,16.87,21.15,25.42,31.5,38.17
Long-Term Deferred Tax Assets,37.13,36.49,28.33,19.03,16.43,3.34,2.84,6.91,2.36,11.34,11.84
Other Long-Term Assets,28.7,9.32,9.06,11.71,18.67,17.93,24.87,22.24,25.2,6.16,5.9
Total Assets,772.53,828.83,819.87,840.1,"1,014",903.34,803.9,588.7,621.07,554.41,487.54
Accounts Payable,37.46,29.79,26.39,30.09,43.72,34.71,27.43,31.55,33.21,29.73,21.66
Accrued Expenses,32.75,21.64,18.84,24.46,24.34,24.23,20.51,15.88,16.07,13.49,11.61
Current Portion of Leases,-,2.93,2.63,2.9,3.05,2.68,1.95,-,-,-,-
Current Income Taxes Payable,0.89,0.96,1.02,0.94,1.21,0.9,0.58,0.93,1.77,0.73,3.62
Current Unearned Revenue,-,-,-,-,-,-,-,-,-,-,15.1
Total Current Liabilities,71.1,55.32,48.87,58.38,72.32,62.53,50.48,48.37,51.05,43.95,51.99
Long-Term Leases,-,12.63,7.35,5.83,8.37,7.35,7.03,-,-,-,-
Pension & Post-Retirement Benefits,-,6.9,3.5,3.9,6,6.9,6.6,3.8,3.9,3.9,3
Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,0.16,0.22,0.14,0.82,1.29
Other Long-Term Liabilities,29.46,4.21,7.91,16.77,15.76,16.16,15.08,9.24,18.3,2.66,2.63
Total Liabilities,100.55,79.05,67.63,84.88,102.46,92.93,79.35,61.63,73.39,51.33,58.92
Common Stock,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03
Additional Paid-In Capital,-,18.73,-,-,162.3,190.92,152.12,126.16,198.38,172.88,145.37
Retained Earnings,673.22,734.04,753.68,762.54,753.44,621.63,575.53,402.57,351.41,332.89,285.08
Comprehensive Income & Other,-1.26,-3.02,-1.46,-7.34,-3.74,-2.16,-3.13,-1.69,-2.14,-2.71,-1.85
Shareholders' Equity,671.98,749.77,752.24,755.22,912.03,810.41,724.55,527.07,547.68,503.08,428.62
Total Liabilities & Equity,772.53,828.83,819.87,840.1,"1,014",903.34,803.9,588.7,621.07,554.41,487.54
Total Debt,-,15.56,9.98,8.73,11.42,10.03,8.99,-,-,-,-
Net Cash (Debt),241.86,284.44,301.59,345.09,518.93,439.17,402.1,228.59,282.89,250.46,173.86
Net Cash Growth,-20.38%,-5.69%,-12.61%,-33.50%,18.16%,9.22%,75.91%,-19.20%,12.95%,44.06%,-0.81%
Net Cash Per Share,4.26,4.98,5.23,5.91,8.44,7.22,6.74,3.79,4.63,4.23,2.93
Filing Date Shares Outstanding,55.34,56.93,56.89,56.99,59.16,60.05,59.08,57.8,59.67,58.83,57.44
Total Common Shares Outstanding,55.31,56.84,56.74,56.96,59.91,59.91,58.86,57.78,59.56,58.5,57.3
Working Capital,384.97,458.72,462.73,466.7,614.49,538.71,490.86,284.07,313.48,274.32,188.41
Book Value Per Share,12.15,13.19,13.26,13.26,15.22,13.53,12.31,9.12,9.19,8.60,7.48
Tangible Book Value,569.25,646.43,655.97,656.77,811.17,706.06,615.83,414.07,430.41,379.73,298.61
Tangible Book Value Per Share,10.29,11.37,11.56,11.53,13.54,11.79,10.46,7.17,7.23,6.49,5.21
Land,-,22.16,22.18,22.17,22.19,22.19,21.79,20.29,20.29,20.29,20.29
Buildings,-,93.25,92.05,89.7,81.03,64.81,55.79,53.61,52.66,52.16,51.94
Machinery,-,280.35,267.94,253.31,235.07,202.7,168.58,160.03,151.27,132.16,128.34
Construction In Progress,-,12.17,17.02,19.2,22.66,34.89,18.6,21.7,15.35,6.88,2.3
