Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,689.89,517.55,137.64,298.4,171.45,130.24,89.51,16.56,57.5,13.89,28.24
Short-Term Investments,-,-,-,-,19.82,10.04,5.01,36.92,26.52,26.51,30.16
Cash & Short-Term Investments,689.89,517.55,137.64,298.4,191.27,140.28,94.52,53.48,84.01,40.41,58.4
Cash Growth,55.97%,276.03%,-53.87%,56.01%,36.35%,48.41%,76.73%,-36.34%,107.92%,-30.81%,48.69%
Accounts Receivable,106.44,65.49,53.65,10.79,6.72,6.42,10.54,-,-,-,-
Other Receivables,0.36,-,-,-,-,-,-,-,-,-,-
Receivables,106.8,65.49,53.65,10.79,6.72,6.42,10.54,-,-,-,-
Inventory,28.03,19.54,15.64,6.81,7.87,4.65,1.96,0.06,-,-,-
Prepaid Expenses,24.23,20,12.05,4.32,3.92,7.45,3.83,1.35,1.12,1.01,1.47
Other Current Assets,3.5,1.03,0.35,0.49,0.33,0.45,0.52,0.3,0.06,0.04,0.03
Total Current Assets,852.45,623.61,219.33,320.81,210.11,159.24,111.36,55.19,85.19,41.45,59.9
"Property, Plant & Equipment",3.09,3.58,3.7,3.62,3.98,0.13,1,0.25,0.19,0.24,0.19
Long-Term Investments,19.17,21.56,16.49,-,-,-,-,5.01,-,-,-
Other Intangible Assets,128.64,156.67,194.05,32.47,-,-,-,-,-,-,-
Long-Term Deferred Tax Assets,48.26,45.98,36.54,18.74,23.7,32.97,-,-,-,-,-
Other Long-Term Assets,-,-,-,-,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Total Assets,"1,052",851.41,470.11,375.63,237.79,192.35,112.38,60.45,85.39,41.71,60.1
Accounts Payable,9.1,16.59,14.8,3.98,2.77,4.26,4.12,2.34,1.95,0.93,1.79
Accrued Expenses,53.52,53.85,40.29,27.83,21.95,17.4,17.09,7.07,2.27,1.14,1.61
Current Portion of Leases,0.43,0.4,0.37,0.34,0.31,0.03,0.3,-,-,-,-
Current Income Taxes Payable,0.71,0.89,0.73,8.7,0.08,-,1.53,-,-,-,-
Other Current Liabilities,64.98,48.94,19.88,16.75,1.96,1.07,1.06,0.1,0.05,0.02,0.04
Total Current Liabilities,128.74,120.68,76.06,57.59,27.06,22.76,24.1,9.51,4.27,2.09,3.44
Long-Term Leases,2.46,2.79,3.19,3.56,3.89,-,0.65,-,-,-,-
Other Long-Term Liabilities,0.16,0.32,2.98,14.06,-,-,-,0.15,0.16,0.3,1.18
Total Liabilities,131.36,123.78,82.23,75.21,30.96,22.76,24.75,9.67,4.42,2.4,4.63
Common Stock,0.12,0.12,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.08,0.08
Additional Paid-In Capital,473.33,442.29,266.49,250.43,233.19,223.17,216.21,211.27,207.42,147.37,145.47
Retained Earnings,446.79,285.16,121.27,49.86,-26.31,-53.71,-128.69,-160.56,-126.56,-108.15,-90.08
Comprehensive Income & Other,-,0.06,0.01,0.02,-0.15,0.03,0.01,-0.02,-,-,-
Shareholders' Equity,920.25,727.63,387.88,300.42,206.83,169.6,87.63,50.78,80.96,39.31,55.48
Total Liabilities & Equity,"1,052",851.41,470.11,375.63,237.79,192.35,112.38,60.45,85.39,41.71,60.1
Total Debt,2.89,3.19,3.56,3.89,4.2,0.03,0.95,-,-,-,-
Net Cash (Debt),687,514.37,134.08,294.5,187.06,140.25,93.57,53.48,84.01,40.41,58.4
Net Cash Growth,56.47%,283.63%,-54.47%,57.43%,33.38%,49.89%,74.96%,-36.34%,107.92%,-30.81%,48.69%
Net Cash Per Share,5.41,4.12,1.18,2.64,1.74,1.32,0.88,0.52,0.98,0.49,0.72
Filing Date Shares Outstanding,122.91,121.45,117.86,105.65,102.74,103.82,103.41,102.74,102.55,82.97,82.88
Total Common Shares Outstanding,123.26,120.88,107.12,105.26,102.99,103.78,103.4,102.74,102.55,82.97,82.85
Working Capital,723.72,502.93,143.27,263.22,183.04,136.49,87.26,45.68,80.92,39.36,56.46
Book Value Per Share,7.47,6.02,3.62,2.85,2.01,1.63,0.85,0.49,0.79,0.47,0.67
Tangible Book Value,791.61,570.96,193.83,267.95,206.83,169.6,87.63,50.78,80.96,39.31,55.48
Tangible Book Value Per Share,6.42,4.72,1.81,2.55,2.01,1.63,0.85,0.49,0.79,0.47,0.67
Machinery,1.08,1.05,0.49,0.27,0.25,0.29,-,-,0.2,0.2,0.13
Leasehold Improvements,0.99,0.99,0.99,0.98,0.98,0.18,-,-,0.15,0.15,0.13
