Period Ending,"Nov '25Nov 14, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Market Capitalization,"4,877","2,833","6,421","6,798","11,706","2,599","2,380","1,739","3,573","3,224","3,640"
Market Cap Growth,59.12%,-55.88%,-5.55%,-41.93%,350.35%,9.20%,36.89%,-51.33%,10.82%,-11.44%,-48.35%
Enterprise Value,"32,908","29,072","31,972","26,223","27,989","16,277","19,257","15,624","16,919","16,215","16,594"
Last Close Price,138.56,80.61,177.26,155.75,197.02,35.44,30.63,21.36,41.69,34.85,34.48
PE Ratio,-,-,3.93,2.46,9.11,-,7.88,10.54,9.90,19.78,11.63
Forward PE,17.17,9.64,6.85,4.93,9.55,211.57,7.58,5.99,14.62,10.93,10.54
PS Ratio,0.42,0.24,0.54,0.57,1.26,0.48,0.26,0.19,0.40,0.37,0.43
PB Ratio,-,-1.22,-18.72,-9.71,-56.01,-16.77,3.63,4.20,6.24,14.59,8.29
P/FCF Ratio,-,3.33,-,11.80,-,0.66,-,-,6.96,6.54,20.22
P/OCF Ratio,1.34,0.81,1.68,1.44,3.35,3.76,0.92,0.67,1.35,1.22,1.39
PEG Ratio,-,-,-,-,0.52,0.69,0.69,0.46,0.98,0.87,0.39
EV/Sales Ratio,2.81,2.47,2.66,2.19,3.01,3.01,2.10,1.71,1.91,1.87,1.95
EV/EBITDA Ratio,32.42,20.30,10.35,5.95,10.72,-,18.08,15.72,18.27,15.67,14.67
EV/EBIT Ratio,37.27,22.41,10.75,6.10,11.45,-,21.14,18.82,22.20,18.66,17.04
EV/FCF Ratio,-,34.20,-,45.53,-,4.12,-,-,32.98,32.89,92.19
Debt / Equity Ratio,-12.04,-11.27,-77.47,-30.01,-85.32,-88.57,26.14,33.32,22.38,56.16,28.09
Debt / EBITDA Ratio,11.75,9.15,5.89,3.64,4.75,16.91,7.43,13.88,13.85,11.99,10.90
Debt / FCF Ratio,-,30.72,-,36.47,-,3.48,-,-,24.99,25.18,68.51
Asset Turnover,0.36,0.38,0.41,0.49,0.46,0.27,0.43,0.50,0.50,0.49,0.49
Quick Ratio,0.58,0.56,0.60,0.57,0.64,0.73,0.85,1.09,1.21,0.95,1.01
Current Ratio,0.73,0.73,0.77,0.70,0.76,0.87,1.01,1.33,1.43,1.15,1.24
Return on Equity (ROE),-,-,-,-,-,-273.05%,56.45%,33.43%,90.93%,49.39%,56.70%
Return on Assets (ROA),1.69%,2.63%,6.36%,11.07%,7.61%,-0.85%,2.69%,2.82%,2.70%,3.08%,3.53%
Return on Capital (ROIC),2.09%,3.24%,7.99%,14.17%,9.80%,-1.10%,3.56%,3.76%,3.66%,4.28%,4.90%
Return on Capital Employed (ROCE),3.00%,5.00%,10.00%,18.60%,12.20%,-1.80%,4.40%,4.80%,4.70%,5.50%,6.00%
Earnings Yield,-43.06%,-64.29%,25.42%,40.66%,10.98%,-26.32%,12.69%,9.49%,10.10%,5.06%,8.60%
FCF Yield,-18.82%,30.01%,-50.26%,8.47%,-22.16%,151.93%,-3.82%,-32.38%,14.36%,15.29%,4.95%
Buyback Yield / Dilution,2.29%,8.51%,19.84%,26.78%,6.24%,6.87%,5.49%,5.54%,9.11%,11.14%,5.06%
