Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,564,534,555,570,534,692,686,615,611,490,452
Cash & Short-Term Investments,564,534,555,570,534,692,686,615,611,490,452
Cash Growth,-6.31%,-3.78%,-2.63%,6.74%,-22.83%,0.88%,11.54%,0.66%,24.69%,8.41%,-27.56%
Accounts Receivable,859,838,900,810,775,647,911,955,922,808,668
Other Receivables,345,187,192,142,238,147,173,180,174,153,159
Receivables,"1,204","1,025","1,092",952,"1,013",794,"1,084","1,135","1,096",961,827
Finance Div. Other Current Assets,71,60,85,70,89,72,211,115,283,225,258
Prepaid Expenses,296,239,239,252,205,161,234,241,196,212,192
Restricted Cash,-,-,-,-,3,1,3,5,7,-,-
Other Current Assets,171,236,253,112,92,147,138,178,156,154,156
Total Current Assets,"2,306","2,094","2,224","1,956","1,936","1,867","2,356","2,289","2,349","2,042","1,885"
"Property, Plant & Equipment","3,932","3,754","3,373","2,999","2,905","3,217","3,388",736,704,685,681
Long-Term Investments,167,169,167,187,74,71,64,68,40,43,37
Goodwill,"1,127","1,071","1,099","1,070","1,108","1,137","1,101","1,092","1,073","1,007",973
Other Intangible Assets,594,601,670,666,724,774,798,825,850,870,917
Long-Term Deferred Tax Assets,"2,487","1,786","1,868","1,379","1,615","1,198","1,662","1,301",931,"1,493","1,488"
Other Long-Term Assets,238,253,274,312,308,173,153,174,156,150,195
Total Assets,"32,518","29,041","32,569","25,927","22,600","17,538","23,126","19,149","17,699","17,643","17,634"
Accounts Payable,597,450,487,466,407,394,378,371,359,343,352
Accrued Expenses,"1,340","1,114","1,037",893,883,616,787,749,832,676,550
Current Portion of Long-Term Debt,38,20,32,27,19,19,19,23,26,279,26
Current Portion of Leases,656,686,659,619,496,514,479,-,-,-,-
Finance Div. Debt Current,-,87,133,155,141,86,96,2,1,7,5
Current Unearned Revenue,186,149,168,188,185,70,-,140,135,114,103
Other Current Liabilities,348,359,359,445,418,440,562,433,293,355,480
Total Current Liabilities,"3,165","2,865","2,875","2,793","2,549","2,139","2,321","1,718","1,646","1,774","1,516"
Long-Term Debt,"6,020","5,373","4,791","4,644","4,017","4,260","3,443","3,536","3,573","3,248","3,440"
Finance Div. Debt Long-Term,"19,262","17,449","18,804","13,654","11,249","6,771","10,973","10,232","9,221","8,878","8,860"
Finance Div. Other Long-Term Liabilities,"3,327","2,442","3,418","2,754","2,486","1,783","2,863","2,490","1,969","2,762","2,650"
Long-Term Leases,"2,619","2,499","2,153","1,906","1,910","2,078","2,140",-,-,-,-
Long-Term Unearned Revenue,-,23,47,46,17,17,37,47,-,-,-
Pension & Post-Retirement Benefits,-,-,-,-,-,-,-,-,-,-,158
Other Long-Term Liabilities,499,707,824,830,581,645,693,712,717,760,571
Total Liabilities,"34,892","31,358","32,912","26,627","22,809","17,693","22,470","18,735","17,126","17,422","17,195"
Common Stock,1,1,1,1,1,1,1,1,1,1,1
Additional Paid-In Capital,"6,623","6,620","6,634","6,666","6,676","6,668","6,741","6,771","6,820","6,918","7,010"
Retained Earnings,"1,886","2,029","3,854","2,579",-185,"-1,470",-785,"-1,091","-1,222","-1,639","-1,802"
Treasury Stock,"-10,756","-10,767","-10,742","-9,848","-6,579","-5,167","-5,144","-5,134","-5,002","-4,905","-4,623"
Comprehensive Income & Other,-153,-210,-96,-101,-133,-187,-157,-133,-24,-154,-147
Total Common Equity,"-2,399","-2,327",-349,-703,-220,-155,656,414,573,221,439
Minority Interest,25,10,6,3,11,-,-,-,-,-,-
Shareholders' Equity,"-2,374","-2,317",-343,-700,-209,-155,656,414,573,221,439
Total Liabilities & Equity,"32,518","29,041","32,569","25,927","22,600","17,538","23,126","19,149","17,699","17,643","17,634"
Total Debt,"28,595","26,114","26,572","21,005","17,832","13,728","17,150","13,793","12,821","12,412","12,331"
Net Cash (Debt),"-28,031","-25,580","-26,017","-20,435","-17,298","-13,036","-16,464","-13,178","-12,210","-11,922","-11,879"
Net Cash Per Share,-796.34,-720.56,-670.54,-422.21,-261.69,-184.91,-217.49,-164.52,-143.99,-127.78,-113.13
Filing Date Shares Outstanding,35.2,35.11,35.47,39.47,53.77,69.84,74.36,75.77,80.95,85.99,97.04
Total Common Shares Outstanding,35.2,35.1,35.4,39.5,55.9,69.8,73.9,75.6,80.8,86,97.8
Working Capital,-859,-771,-651,-837,-613,-272,35,571,703,268,369
Book Value Per Share,-68.15,-66.30,-9.86,-17.80,-3.94,-2.22,8.88,5.48,7.09,2.57,4.49
Tangible Book Value,"-4,120","-3,999","-2,118","-2,439","-2,052","-2,066","-1,243","-1,503","-1,350","-1,656","-1,451"
Tangible Book Value Per Share,-117.05,-113.93,-59.83,-61.75,-36.71,-29.60,-16.82,-19.88,-16.71,-19.26,-14.84
Land,-,61,61,59,50,49,48,49,49,47,50
Buildings,-,616,574,507,525,592,565,625,626,597,567
Machinery,-,578,534,472,506,503,488,506,480,445,425
Construction In Progress,-,92,154,89,84,60,180,169,118,99,89
