Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,242.01,228.13,183.73,201.04,148.15,312.05,181.62,131.73,124.54,82.03,64.85
Cash & Short-Term Investments,242.01,228.13,183.73,201.04,148.15,312.05,181.62,131.73,124.54,82.03,64.85
Cash Growth,30.76%,24.17%,-8.62%,35.71%,-52.52%,71.81%,37.88%,5.77%,51.83%,26.49%,-66.13%
Accounts Receivable,268.23,327.26,235.72,190.88,114.18,148.45,166.76,169.74,171.12,133.79,128.17
Other Receivables,-,18.09,23.63,29.78,26,24.03,16.94,20.91,12.75,22.41,28.81
Receivables,274.93,354.88,259.35,220.65,140.19,172.48,183.7,203.54,195.79,166.37,167.59
Inventory,"1,662","1,788","1,801","1,429","1,020",858.29,"1,326","1,340","1,033",840.3,"1,061"
Prepaid Expenses,38.13,18.96,15.78,16.62,15.99,14.91,20.73,10.49,11.97,8.8,32.95
Other Current Assets,-,-,-,-,-,-,0.42,2.27,9.51,13.96,-
Total Current Assets,"2,217","2,390","2,260","1,868","1,324","1,358","1,713","1,688","1,375","1,111","1,327"
"Property, Plant & Equipment","1,817","1,727","1,608","1,471","1,347","1,264","1,337","1,184","1,160","1,136","1,173"
Long-Term Investments,-,-,-,-,-,-,-,-,6.38,6.23,6.65
Goodwill,440.75,427.49,420.71,416.36,370.33,292.14,292.14,291.39,291.39,290.19,285.04
Other Intangible Assets,-,12,12,12.3,14.1,7,7,7,38.9,40,44
Long-Term Accounts Receivable,-,4.7,-,-,-,-,-,-,-,-,-
Other Long-Term Assets,77.6,56.6,62.98,53.38,63.88,64.23,58.51,30.96,18.78,19.37,16.91
Total Assets,"4,553","4,618","4,364","3,821","3,120","2,985","3,407","3,201","2,890","2,603","2,852"
Accounts Payable,280.65,244.02,162.13,171.72,122.29,110.73,133.7,127.45,107.91,97.84,120.26
Accrued Expenses,170.12,152.81,165.85,158,126.83,148.53,109.39,122.66,93.53,81.57,81.57
Short-Term Debt,"1,007","1,081","1,140",933.2,630.73,511.79,996.34,"1,023",778.56,646.95,854.76
Current Portion of Long-Term Debt,0.13,-,-,-,-,141.67,189.27,161.96,145.14,130.72,151.02
Current Portion of Leases,54.5,54.34,53.56,44.21,38.79,36.57,33.01,19.63,17.12,14.45,14.69
Other Current Liabilities,110.12,117.75,152.03,121.54,84.86,77.51,45.7,38.58,29.95,21.6,24.74
Total Current Liabilities,"1,623","1,650","1,673","1,429","1,004","1,027","1,507","1,493","1,172",993.13,"1,247"
Long-Term Debt,263.01,408.44,414,275.43,334.93,387.98,438.41,439.22,466.39,472.5,496.73
Long-Term Leases,197.7,190.11,202.13,182.51,147.81,141.9,117.03,49.48,66.02,70.04,69.07
Long-Term Deferred Tax Liabilities,198.45,178.92,159.57,151.97,140.47,126.44,164.3,141.31,135.31,197.33,188.99
Other Long-Term Liabilities,34.56,28.06,24.81,19.46,26.51,34.25,20.7,11.12,9.84,7.21,5.28
Total Liabilities,"2,316","2,456","2,474","2,058","1,653","1,717","2,248","2,134","1,850","1,740","2,007"
Common Stock,0.83,0.82,0.81,0.57,0.56,0.55,0.47,0.46,0.45,0.44,0.43
Additional Paid-In Capital,628.08,587.64,542.05,500.64,470.75,437.65,397.27,370.03,348.04,309.13,288.29
Retained Earnings,"1,855","1,699","1,450","1,378","1,032",831.85,"1,066",942.29,812.56,640.43,599.85
Treasury Stock,-262.5,-136.24,-119.84,-130.93,-36.93,-2.88,-304.13,-245.84,-120.68,-86.88,-43.37
Comprehensive Income & Other,-6.46,-9.29,-2.16,-4.13,0.79,0.87,0.34,-,-,-0.29,-0.31
Total Common Equity,"2,214","2,142","1,871","1,744","1,467","1,268","1,159","1,067","1,040",862.83,844.9
Minority Interest,22.25,20.35,19.54,18.53,-,-,-,-,-,-,-
Shareholders' Equity,"2,237","2,162","1,890","1,763","1,467","1,268","1,159","1,067","1,040",862.83,844.9
Total Liabilities & Equity,"4,553","4,618","4,364","3,821","3,120","2,985","3,407","3,201","2,890","2,603","2,852"
Total Debt,"1,522","1,734","1,809","1,435","1,152","1,220","1,774","1,693","1,473","1,335","1,586"
Net Cash (Debt),"-1,280","-1,506","-1,626","-1,234","-1,004",-907.86,"-1,592","-1,562","-1,349","-1,253","-1,521"
