Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,65.09,49.52,64.45,66.56,103.24,84.57,65.67,54.27,40.42,38.64,84.8
Trading Asset Securities,-,-,-,1.41,-,-,-,-,-,-,-
Cash & Short-Term Investments,65.09,49.52,64.45,67.97,103.24,84.57,65.67,54.27,40.42,38.64,84.8
Cash Growth,-11.67%,-23.17%,-5.18%,-34.17%,22.07%,28.78%,21.01%,34.27%,4.59%,-54.43%,68.62%
Receivables,131.54,119.66,125.28,131.58,117.41,98.21,93.44,99.55,91.23,83.25,60.49
Inventory,132.44,130.8,109.52,119.67,91.06,70.62,83.89,67.19,60.7,57.25,46.09
Prepaid Expenses,8.9,8.05,7.8,4.9,6.12,6.6,4.39,3.83,4.77,4.11,3.21
Other Current Assets,5.74,5.74,7.19,11.69,4.41,6.89,7.55,1.48,2.22,4.48,2.91
Total Current Assets,343.72,313.77,314.24,335.8,322.23,266.89,254.95,226.31,199.34,188.44,198.29
"Property, Plant & Equipment",315.33,299.2,295.9,290.79,246.81,236.51,224.2,190.92,189.79,165.75,158.52
Long-Term Investments,3.63,3.86,4.08,4.3,4.5,4.97,4.51,4.9,4.8,4.55,-
Goodwill,816.49,780.03,778.91,769.51,523.95,529.46,524,448,441.36,439.81,383.91
Other Intangible Assets,167.46,165.05,191.21,213.3,94.67,121.66,143.92,109.41,128.07,147.48,134.91
Long-Term Deferred Charges,0.53,0.74,1.03,1.32,0.42,0.7,0.99,1.27,-,-,-
Other Long-Term Assets,13.87,12.72,11.84,9.51,6.75,5.65,3.12,0.55,0.27,2.58,4.06
Total Assets,"1,661","1,575","1,597","1,625","1,199","1,166","1,156",981.36,963.64,948.63,879.69
Accounts Payable,46.98,54.75,55.5,57.32,56.24,25.98,40.5,35.29,32.56,32.51,14.71
Accrued Expenses,68.68,66.64,58.08,53.29,62.98,47.17,32.07,30.79,26.99,21.41,17.96
Current Portion of Long-Term Debt,-,-,-,-,-,-,-,-,35,35,35
Current Portion of Leases,4.14,3.33,4.22,4.02,2.36,2.34,2.48,-,-,-,-
Current Income Taxes Payable,6.45,4.47,4.97,2.28,1.33,-,-,0.44,-,-,2.73
Other Current Liabilities,0.11,28.51,25.72,23.13,20.89,18.94,17.22,15.53,13.85,12.09,10.73
Total Current Liabilities,126.37,157.69,148.49,140.04,143.8,94.43,92.26,82.06,108.4,101.01,81.12
Long-Term Debt,154,190,309.57,440.57,110.73,168.43,250.34,156,183.96,245.49,260.96
Long-Term Leases,13.85,14.72,16.54,16.02,7.11,6.08,4.83,-,-,-,-
Pension & Post-Retirement Benefits,2.33,2.14,1.82,1.86,1.98,2.32,1.67,1.17,1.57,1.41,0.96
Long-Term Deferred Tax Liabilities,47.6,43.72,52.05,62.78,46.46,51.36,56.43,44.31,48.55,74.2,67.22
Other Long-Term Liabilities,19.01,17.2,14.76,24.96,12.24,14.99,6.49,6.2,4.27,5.49,5.73
Total Liabilities,363.17,425.46,543.23,686.23,322.31,337.61,412.02,289.74,346.76,427.59,415.98
Common Stock,2.16,2.17,2.15,2.15,2.15,2.16,2.16,2.15,2.14,2.12,2.1
Additional Paid-In Capital,141,174,145.65,128.81,147.72,165.16,174.22,165.1,151.75,137.68,122.59
Retained Earnings,"1,113",997.49,897.49,814.49,732.14,656.74,590.92,528.03,464.64,388.09,344.2
Treasury Stock,-,-,-,-,-,-,-18.07,-0.06,-,-,-0.07
Comprehensive Income & Other,41.6,-23.75,8.69,-7.15,-4.99,4.17,-5.56,-3.6,-1.64,-6.85,-5.11
Shareholders' Equity,"1,298","1,150","1,054",938.28,877.02,828.23,743.67,691.62,616.88,521.03,463.71
Total Liabilities & Equity,"1,661","1,575","1,597","1,625","1,199","1,166","1,156",981.36,963.64,948.63,879.69
Total Debt,172,208.04,330.33,460.61,120.2,176.85,257.64,156,218.96,280.49,295.96
Net Cash (Debt),-106.91,-158.53,-265.89,-392.64,-16.96,-92.28,-191.97,-101.73,-178.55,-241.85,-211.17
Net Cash Per Share,-3.27,-4.85,-8.19,-12.12,-0.52,-2.84,-5.91,-3.14,-5.54,-7.58,-6.67
Filing Date Shares Outstanding,32.39,32.53,32.27,32.17,32.19,32.39,32.25,32.27,32.04,31.77,31.53
Total Common Shares Outstanding,32.38,32.53,32.25,32.15,32.29,32.37,32.2,32.26,32.02,31.76,31.53
Working Capital,217.35,156.09,165.75,195.76,178.43,172.46,162.69,144.26,90.94,87.43,117.17
Book Value Per Share,40.09,35.35,32.68,29.18,27.16,25.58,23.09,21.44,19.27,16.41,14.71
Tangible Book Value,313.91,204.83,83.87,-44.52,258.4,177.11,75.75,134.22,47.45,-66.26,-55.11
Tangible Book Value Per Share,9.70,6.30,2.60,-1.38,8.00,5.47,2.35,4.16,1.48,-2.09,-1.75
Land,12.43,11.69,11.79,11.42,11.69,12.22,11.59,7.97,7.26,4.21,3.25
Buildings,115.95,106.95,104.36,90.64,89.6,86.87,79.26,67.7,63.22,45.74,33.05
Machinery,337.14,315,312.7,278.85,254,247.88,237.9,213.91,201.34,177.84,153.68
Construction In Progress,83.77,77.51,59.98,79.93,52.93,31.24,14.59,14.75,13.86,17.36,39.53
Order Backlog,-,50.42,42.96,-,-,-,-,-,-,-,-
