Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,262.2,250.35,223.81,148.5,124.3,128.49,131.72,130.11,112.66,96.86,90.49
Revenue Growth (YoY),8.54%,11.86%,50.71%,19.48%,-3.26%,-2.45%,1.23%,15.49%,16.31%,7.04%,0.47%
Cost of Revenue,90.64,82.77,69.47,65.02,51.96,48.68,53.64,52.09,47.81,41.82,42.43
Gross Profit,171.57,167.58,154.34,83.48,72.33,79.81,78.08,78.02,64.85,55.05,48.06
"Selling, General & Admin",44.62,43.43,43.46,33.35,34.63,43.84,46,55.58,39.1,40.98,37.42
Operating Expenses,160.84,167.97,154.14,137.99,137.6,140.66,141.78,146.02,116.6,118.37,114.67
Operating Income,10.73,-0.39,0.2,-54.5,-65.26,-60.85,-63.69,-67.99,-51.75,-63.33,-66.6
Interest Expense,-29.66,-13.56,-14.61,-30.17,-43.54,-48.43,-62.46,-43.61,-34.77,-35.95,-35.85
Currency Exchange Gain (Loss),2.29,-16.61,4.86,-6.59,-6.31,-0.73,0.06,-3.07,-2.2,-0.2,5.6
Other Non Operating Income (Expenses),8.01,-2.53,-3.28,-1.84,-0.68,3.52,143.09,81.03,23.18,-39.36,174.73
EBT Excluding Unusual Items,-8.64,-33.1,-12.83,-93.11,-115.78,-106.49,16.99,-33.65,-65.54,-138.84,77.87
Asset Writedown,-7.17,-0.56,-0.36,-166.53,-0.24,-0.42,-1.12,-,-17.04,-0.35,-
Legal Settlements,-,-,-,-,-,-,-,6.78,-,-,-
Other Unusual Items,-27.38,-27.38,-10.4,2.79,3.1,-2.08,-,20.48,-6.31,-,-4.15
Pretax Income,-43.19,-61.03,-23.6,-256.84,-112.92,-108.98,15.87,-6.39,-88.88,-139.19,73.71
Income Tax Expense,4.06,2.14,1.12,0.07,-0.3,0.66,0.55,0.13,0.19,-6.54,1.39
Net Income,-47.25,-63.16,-24.72,-256.92,-112.63,-109.64,15.32,-6.52,-89.07,-132.65,72.32
Preferred Dividends & Other Adjustments,10.61,10.63,10.61,1.34,-,-,-,-,-,-,-
Net Income to Common,-57.86,-73.8,-35.32,-258.25,-112.63,-109.64,15.32,-6.52,-89.07,-132.65,72.32
Shares Outstanding (Basic),127,126,122,120,118,109,97,85,78,71,68
Shares Outstanding (Diluted),127,126,122,120,118,109,110,85,78,71,82
Shares Change (YoY),0.70%,2.90%,1.90%,2.02%,7.48%,-0.78%,30.38%,8.83%,9.59%,-13.49%,31.68%
EPS (Basic),-0.46,-0.59,-0.29,-2.15,-0.96,-1.00,0.16,-0.08,-1.15,-1.87,1.06
EPS (Diluted),-0.46,-0.59,-0.29,-2.15,-0.96,-1.05,-1.00,-0.15,-1.20,-1.87,1.02
Free Cash Flow,156.72,185.39,-100.17,24.49,88.14,9.74,-4.89,-8.46,-3.58,-13.74,-28.56
Free Cash Flow Per Share,1.24,1.47,-0.82,0.20,0.75,0.09,-0.04,-0.10,-0.05,-0.19,-0.35
Gross Margin,65.43%,66.94%,68.96%,56.22%,58.19%,62.11%,59.28%,59.97%,57.56%,56.83%,53.11%
Operating Margin,4.09%,-0.16%,0.09%,-36.70%,-52.50%,-47.36%,-48.36%,-52.26%,-45.93%,-65.38%,-73.60%
Profit Margin,-22.07%,-29.48%,-15.78%,-173.90%,-90.61%,-85.33%,11.63%,-5.01%,-79.06%,-136.94%,79.92%
Free Cash Flow Margin,59.77%,74.05%,-44.76%,16.49%,70.91%,7.58%,-3.71%,-6.50%,-3.18%,-14.19%,-31.56%
EBITDA,100.24,88.59,88.39,39.38,30.98,35.97,32.08,22.45,25.75,14.06,10.64
EBITDA Margin,38.23%,35.39%,39.49%,26.52%,24.92%,27.99%,24.35%,17.25%,22.86%,14.52%,11.76%
D&A For EBITDA,89.51,88.99,88.19,93.88,96.24,96.82,95.77,90.44,77.5,77.39,77.25
EBIT,10.73,-0.39,0.2,-54.5,-65.26,-60.85,-63.69,-67.99,-51.75,-63.33,-66.6
EBIT Margin,4.09%,-0.16%,0.09%,-36.70%,-52.50%,-47.36%,-48.35%,-52.26%,-45.93%,-65.38%,-73.60%
Effective Tax Rate,-,-,-,-,-,-,3.43%,-,-,-,1.89%
Revenue as Reported,262.2,250.35,223.81,148.5,124.3,128.49,131.72,130.11,112.66,96.86,90.49
Advertising Expenses,-,3,2.8,2,2.3,2.5,3.4,3.6,2.5,4.1,3.4
