Period Ending,"Nov '25Nov 14, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Market Capitalization,"7,984","3,921","3,640","2,395","2,080",566,753,919,"1,652","4,712","4,196"
Market Cap Growth,292.74%,7.72%,51.99%,15.12%,267.79%,-24.88%,-18.09%,-44.34%,-64.95%,12.31%,-46.91%
Enterprise Value,"8,210","4,292","3,947","2,734","2,389",935,"1,245","1,394","2,196","5,285","4,806"
Last Close Price,62.95,31.05,29.10,19.95,17.40,5.08,7.78,9.60,19.65,23.70,21.60
PE Ratio,-,-,-,-,-,-,49.14,-,-,-,58.02
PS Ratio,30.37,15.66,16.26,16.13,16.74,4.40,5.72,7.07,14.66,48.65,46.37
PB Ratio,21.88,10.92,9.60,7.61,5.69,1.34,1.85,2.56,5.67,29.12,17.69
P/TBV Ratio,36.04,16.13,11.43,8.42,6.24,1.43,1.97,2.75,5.91,30.42,18.14
P/FCF Ratio,50.95,21.15,-,97.78,23.60,58.06,-,-,-,-,-
P/OCF Ratio,10.15,8.93,48.96,37.53,15.77,25.46,247.04,155.28,119.18,534.72,1940.74
EV/Sales Ratio,31.31,17.14,17.64,18.41,19.22,7.28,9.45,10.72,19.50,54.56,53.12
EV/EBITDA Ratio,81.91,48.44,44.66,69.43,77.12,26.01,38.81,62.12,85.29,375.79,451.60
EV/EBIT Ratio,765.55,-,19936.42,-,-,-,-,-,-,-,-
EV/FCF Ratio,52.39,23.15,-,111.64,27.10,96.04,-,-,-,-,-
Debt / Equity Ratio,1.57,1.51,1.04,0.71,0.74,0.95,1.18,1.29,1.77,3.56,2.45
Debt / EBITDA Ratio,5.30,5.69,4.14,5.03,8.65,11.10,14.90,20.65,19.96,40.98,54.61
Debt / FCF Ratio,3.65,2.92,-,9.07,3.06,41.11,-,-,-,-,-
Asset Turnover,0.17,0.19,0.27,0.19,0.15,0.14,0.13,0.12,0.10,0.08,0.07
Inventory Turnover,7.78,6.54,5.83,5.63,3.77,3.24,3.50,4.84,6.22,4.16,3.17
Quick Ratio,2.35,2.97,0.61,0.30,0.58,0.31,0.47,0.22,0.37,0.15,0.21
Current Ratio,2.53,3.16,0.81,0.41,1.12,0.60,1.00,0.77,0.85,0.22,0.36
Return on Equity (ROE),-12.45%,-17.12%,-7.13%,-75.54%,-28.57%,-26.41%,4.00%,-2.00%,-39.32%,-66.50%,45.77%
Return on Assets (ROA),0.43%,-0.02%,0.01%,-4.39%,-4.79%,-4.10%,-3.96%,-3.91%,-2.86%,-3.43%,-3.41%
Return on Capital (ROIC),0.76%,-0.03%,0.02%,-5.81%,-5.59%,-4.44%,-4.66%,-5.22%,-4.19%,-5.08%,-5.45%
Return on Capital Employed (ROCE),0.50%,-,0.00%,-,-,-,-,-,-,-,-
Earnings Yield,-0.72%,-1.61%,-0.68%,-10.73%,-5.41%,-19.38%,2.04%,-0.71%,-5.39%,-2.81%,1.72%
FCF Yield,1.96%,4.73%,-2.75%,1.02%,4.24%,1.72%,-0.65%,-0.92%,-0.22%,-0.29%,-0.68%
Buyback Yield / Dilution,-0.70%,-2.90%,-1.90%,-2.02%,-7.48%,0.78%,-30.38%,-8.83%,-9.59%,13.49%,-31.68%
