Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,225.25,232.18,203.67,173.72,137.33,74.13,87.56,41.03,86.59,86.74,91.7
Short-Term Investments,193.32,149.24,221.89,147.61,267.96,281.89,211.33,248.14,201.82,157.12,87.27
Cash & Short-Term Investments,418.57,381.42,425.56,321.33,405.29,356.02,298.89,289.17,288.41,243.86,178.97
Cash Growth,8.34%,-10.37%,32.44%,-20.72%,13.84%,19.11%,3.36%,0.26%,18.27%,36.26%,40.68%
Receivables,128.42,164.55,146.23,121.8,109,100.18,78.03,75.83,64.41,47.02,42.33
Prepaid Expenses,49.72,32.43,20.86,25.2,27.89,15.68,16.12,12.49,16.52,9.81,7.95
Restricted Cash,-,-,1.5,-,-,-,-,-,-,-,-
Other Current Assets,-,7.29,5.86,5.02,4.22,3.46,2.57,1.48,-,-,-
Total Current Assets,596.71,585.69,600,473.34,546.4,475.35,395.62,378.97,369.35,300.69,229.24
"Property, Plant & Equipment",72.75,71.32,54.99,81.18,98.87,109.69,101.13,61.44,58.56,39.4,31.33
Long-Term Investments,244.98,193.89,56.64,59.21,111.2,98.46,119.51,76.71,67.22,45.73,43.28
Goodwill,7.45,7.45,7.45,7.45,7.45,7.45,7.45,7.23,1.55,0.32,0.32
Other Intangible Assets,4.89,6.81,9.72,12.8,6.55,12.01,18.8,23.18,12.7,0.99,1.36
Long-Term Deferred Tax Assets,76.26,81.31,62.76,45.41,25.09,15.81,18.83,26.39,25.07,16.59,16.08
Long-Term Deferred Charges,-,15.3,11.84,10.09,8.39,6.91,6.45,4.69,-,-,-
Other Long-Term Assets,28.94,11.78,9.22,11.47,10.62,11.16,7.83,7.08,3.08,3.3,1.92
Total Assets,"1,032",973.54,812.62,700.94,814.56,736.82,675.61,585.68,537.53,407,323.51
Accounts Payable,1.82,1.27,0.99,2.81,1.3,0.73,0.85,5.59,1.14,2.05,2.37
Accrued Expenses,51.14,45.94,43.1,42.59,32.5,29.83,22.66,25.2,21.44,13.32,11.79
Current Portion of Leases,7.35,9.72,11.86,13.06,12.61,11.67,7.79,-,-,-,-
Current Unearned Revenue,371.48,371.46,333.27,293.73,257.87,213.49,192.17,164.62,143.19,114.96,98.03
Other Current Liabilities,-,-,-,-,-,-,-,1.5,-,-,-
Total Current Liabilities,431.78,428.39,389.21,352.19,304.28,255.73,223.47,196.91,165.77,130.33,112.18
Long-Term Leases,47.26,37.5,16.89,29.12,35.91,45.7,44.07,-,-,-,-
Long-Term Unearned Revenue,16.34,24.27,31.67,23.49,32.75,30.54,20.94,20.42,17.14,15.53,14.56
Other Long-Term Liabilities,7.21,6.27,6.68,7.01,4.9,0.37,0.33,10.36,11.07,2.73,1.21
Total Liabilities,502.59,496.42,444.44,411.81,377.85,332.34,288.81,227.69,193.98,148.59,127.95
Common Stock,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03
Additional Paid-In Capital,710.45,664.88,597.92,512.49,477.32,401.36,362.41,330.57,304.16,266.79,223.23
Retained Earnings,-176.87,-189.22,-228.08,-221.45,-41.66,3.57,23.19,27.96,39.92,-8.26,-27.49
Comprehensive Income & Other,-4.21,1.42,-1.7,-1.95,1.01,-0.48,1.16,-0.59,-0.57,-0.16,-0.21
Shareholders' Equity,529.4,477.12,368.17,289.13,436.71,404.48,386.8,357.99,343.54,258.41,195.57
Total Liabilities & Equity,"1,032",973.54,812.62,700.94,814.56,736.82,675.61,585.68,537.53,407,323.51
Total Debt,54.61,47.22,28.74,42.18,48.52,57.37,51.86,-,-,-,-
Net Cash (Debt),608.95,528.09,453.46,338.35,467.96,397.11,366.54,365.88,355.64,243.86,178.97
Net Cash Growth,15.90%,16.46%,34.02%,-27.70%,17.84%,8.34%,0.18%,2.88%,45.84%,36.26%,40.68%
Net Cash Per Share,16.61,14.14,12.06,8.60,11.66,9.75,8.88,8.73,8.88,6.36,4.69
Filing Date Shares Outstanding,35.86,36.48,36.98,37.01,39.03,39.21,39.09,39.04,38.63,36.36,34.43
Total Common Shares Outstanding,35.91,36.5,36.91,37.36,39.11,39.25,39.15,39.02,38.6,35.84,34.41
Working Capital,164.93,157.3,210.79,121.15,242.12,219.62,172.15,182.06,203.58,170.36,117.06
Book Value Per Share,14.74,13.07,9.98,7.74,11.17,10.30,9.88,9.18,8.90,7.21,5.68
Tangible Book Value,517.06,462.86,351.01,268.88,422.72,385.03,360.56,327.59,329.29,257.11,193.89
Tangible Book Value Per Share,14.40,12.68,9.51,7.20,10.81,9.81,9.21,8.40,8.53,7.17,5.63
Machinery,212.81,211.46,204.07,196.05,184.8,159.63,135.44,114.7,97.28,75.5,73.62
Leasehold Improvements,23.75,23.43,20.92,21.01,21.09,21.11,18.82,16.44,16.07,3.69,3.37
