Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"4,158","4,069","3,834","3,659","3,094","2,364","2,162","1,891","1,619","1,488","1,325"
Revenue Growth (YoY),4.14%,6.12%,4.78%,18.26%,30.91%,9.34%,14.32%,16.82%,8.79%,12.32%,12.95%
Cost of Revenue,333.34,310.7,284.13,267.13,217.68,148.92,127.93,121.54,110.19,105.39,102.53
Gross Profit,"3,824","3,758","3,550","3,392","2,877","2,215","2,034","1,769","1,509","1,383","1,222"
"Selling, General & Admin","1,479","1,416","1,307","1,399","1,399",879.85,761.87,625.33,544.16,480.09,432.75
Research & Development,778.89,853.56,823.89,555.41,476.33,309.76,274.8,226.62,198.44,160.4,133.45
Amortization of Goodwill & Intangibles,643.82,627.31,608.28,599.17,525.77,259.58,354.81,201.5,152.07,101.99,98.16
Operating Expenses,"2,902","2,897","2,739","2,553","2,401","1,449","1,391","1,053",894.66,742.48,664.36
Operating Income,922.5,861.64,810.73,839.14,475.26,765.46,642.35,715.93,613.84,640.1,557.92
Interest Expense,-297.9,-344.4,-354.54,-299.74,-280.57,-110.81,-72.26,-77.08,-77.76,-61.94,-56.92
Interest & Investment Income,97,106.3,65.1,11.5,1.8,11.1,-,-,-,-,-
Earnings From Equity Investments,-0.69,-1.66,-3.01,-9.92,-0.71,-2.96,-4.09,-2.2,-1.01,-0.38,-
Currency Exchange Gain (Loss),-8.21,-8.18,8.79,-19.01,-4.35,-3.27,-5.81,-6.88,-9.97,3.37,1.45
EBT Excluding Unusual Items,712.7,613.71,527.07,521.97,191.43,659.52,560.19,629.78,525.11,581.16,502.44
Merger & Restructuring Charges,-145.14,-135.01,-151.45,-326.88,-304.99,-,-,-,-,-13.1,-0.17
Asset Writedown,-,-,-61.7,-133.65,-,-136.14,-,-42.9,-,-,-
Legal Settlements,-323.5,-,-,-,-,-,-,-58.2,-,-,-
Other Unusual Items,-,-,-,-,-,-,-,-1.43,-,-12.24,-34.82
Pretax Income,-703.8,468.69,294.92,-382.71,-113.55,272.13,450.21,527.26,440.11,532.07,435.93
Income Tax Expense,-335.32,-91.43,-119.91,-158.65,216.12,33.52,-73.15,80.16,-47.74,135.24,106.4
Earnings From Continuing Operations,-368.48,560.12,414.83,-224.06,-329.67,238.62,523.37,447.1,487.85,396.83,329.53
Minority Interest in Earnings,-,-,-,-,-,-,-,-,-,-,0
Net Income,-368.48,560.12,414.83,-224.06,-329.67,238.62,523.37,447.1,487.85,396.83,329.54
Net Income to Common,-368.48,560.12,414.83,-224.06,-329.67,238.62,523.37,447.1,487.85,396.83,329.54
Net Income Growth,-,35.02%,-,-,-,-54.41%,17.06%,-8.35%,22.94%,20.42%,464.40%
Shares Outstanding (Basic),61,62,63,63,60,56,57,60,60,61,61
Shares Outstanding (Diluted),61,66,72,63,60,57,58,61,61,62,63
Shares Change (YoY),-10.58%,-8.41%,15.23%,4.77%,5.62%,-1.80%,-6.00%,-0.16%,-0.89%,-1.85%,0.67%
EPS (Basic),-6.06,9.06,6.55,-3.58,-5.52,4.28,9.22,7.45,8.13,6.56,5.38
EPS (Diluted),-6.06,8.65,6.10,-3.58,-5.52,4.22,9.09,7.30,7.96,6.41,5.23
EPS Growth,-,41.75%,-,-,-,-53.57%,24.52%,-8.29%,24.18%,22.56%,462.37%
Free Cash Flow,"1,337","1,358","1,068","1,243",750.87,884.64,736.27,778.53,664.14,582.7,495.99
Free Cash Flow Per Share,21.96,20.57,14.82,19.87,12.58,15.65,12.79,12.72,10.83,9.42,7.87
Gross Margin,91.98%,92.36%,92.59%,92.70%,92.97%,93.70%,94.08%,93.57%,93.19%,92.92%,92.26%
Operating Margin,22.19%,21.18%,21.14%,22.93%,15.36%,32.39%,29.71%,37.86%,37.92%,43.02%,42.11%
Profit Margin,-8.86%,13.77%,10.82%,-6.12%,-10.65%,10.10%,24.21%,23.64%,30.14%,26.67%,24.87%
Free Cash Flow Margin,32.15%,33.37%,27.86%,33.97%,24.27%,37.43%,34.06%,41.17%,41.03%,39.16%,37.44%
EBITDA,"1,608","1,522","1,449","1,469","1,028","1,044","1,013",932.67,779,753.88,665.97
EBITDA Margin,38.67%,37.40%,37.80%,40.13%,33.22%,44.16%,46.84%,49.32%,48.13%,50.67%,50.27%
D&A For EBITDA,685.55,660.07,638.7,629.47,552.48,278.25,370.16,216.73,165.15,113.78,108.06
EBIT,922.5,861.64,810.73,839.14,475.26,765.46,642.35,715.93,613.84,640.1,557.92
EBIT Margin,22.19%,21.18%,21.14%,22.93%,15.36%,32.39%,29.71%,37.86%,37.92%,43.02%,42.11%
Effective Tax Rate,-,-,-,-,-,12.32%,-,15.20%,-,25.42%,24.41%
Revenue as Reported,"4,158","4,069","3,834","3,659","3,094","2,364","2,162","1,891","1,619","1,488","1,325"
Advertising Expenses,-,107.4,92.2,108.8,161.5,99.6,65.4,37.4,36.6,29.5,27.9
