Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Interest Income on Loans,780.28,805.94,748.05,509.82,444.49,496.52,574.01,529.88,462.68,428.42,405.7
Interest Income on Investments,174.34,174.1,175.53,153.4,104.82,86.24,104.68,116.17,108.09,90.1,78.14
Total Interest Income,954.63,980.04,923.58,663.22,549.31,582.76,678.69,646.05,570.77,518.52,483.85
Interest Paid on Deposits,291.31,335.72,258.22,49.2,13.85,35.47,87.87,72.98,41.94,26.65,22.31
Interest Paid on Borrowings,11.12,21.59,29.23,0.47,4.9,11.55,17.43,6.76,0.02,0.2,0.21
Total Interest Expense,302.43,357.31,287.45,49.67,18.75,47.03,105.29,79.73,41.96,26.85,22.52
Net Interest Income,652.19,622.74,636.13,613.55,530.56,535.73,573.4,566.32,528.8,491.67,461.33
Net Interest Income Growth (YoY),5.91%,-2.10%,3.68%,15.64%,-0.97%,-6.57%,1.25%,7.09%,7.55%,6.58%,3.95%
Trust Income,37.19,38.31,38.45,36.47,34.72,35.65,35.1,31.32,30.49,29.44,29.67
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,6.92,-,-
Gain (Loss) on Sale of Investments,-26.13,-26.17,0.79,-,0.1,-0.11,-2.72,-24.09,-,27.28,12.32
Other Non-Interest Income,87.32,78.18,68.04,48.22,59.01,78.22,59.62,74,68.34,66.67,72.15
Total Non-Interest Income,190.87,185.8,200.82,179.53,184.92,197.38,192.53,178.99,205.61,226.04,219.11
Non-Interest Income Growth (YoY),-11.13%,-7.48%,11.86%,-2.92%,-6.31%,2.52%,7.56%,-12.94%,-9.04%,3.16%,4.72%
Revenues Before Loan Losses,843.06,808.54,836.94,793.07,715.48,733.11,765.94,745.31,734.41,717.71,680.44
Provision for Loan Losses,18.75,14.75,26.63,1.39,-39,121.72,13.8,22.18,18.5,8.6,9.9
Revenue,824.31,793.79,810.31,791.68,754.48,611.4,752.14,723.13,715.91,709.11,670.54
Revenue Growth (YoY),1.80%,-2.04%,2.35%,4.93%,23.40%,-18.71%,4.01%,1.01%,0.96%,5.75%,4.46%
Salaries and Employee Benefits,226.37,223.68,216.15,188.83,168.08,164.19,165.27,160.98,157.79,152.64,170.23
Occupancy Expenses,18.13,18.13,19.3,19.99,17.47,16.9,9.04,18.29,16.21,14.22,11.29
Federal Deposit Insurance,14.62,19.09,32.07,9.6,8.25,8.66,7.39,14.22,14.91,12.97,9.49
"Selling, General & Administrative",151.31,145.26,139.06,133.87,119.16,108.47,108.12,87.53,81.02,80.28,71.08
Other Non-Interest Expense,87.96,95.03,94.56,88.18,89.23,69.45,80.62,79.82,77.63,77.17,65.21
Total Non-Interest Expense,498.39,501.19,501.14,440.47,402.18,367.67,370.44,360.83,347.55,337.28,327.31
EBT Excluding Unusual Items,325.93,292.6,309.17,351.21,352.3,243.72,381.7,362.3,368.36,371.83,343.23
Legal Settlements,-,-,-,-,-2.1,-,-,-4.13,-,-,-
Other Unusual Items,-,-,-,-,-1.2,-,-,-,-,-,-
Pretax Income,325.93,292.6,309.17,351.21,349,243.72,381.7,358.18,368.36,371.83,343.23
Income Tax Expense,67.1,62.47,74.19,85.53,83.26,57.97,97.31,93.78,184.67,141.65,129.45
Net Income,258.83,230.13,234.98,265.69,265.74,185.75,284.39,264.39,183.68,230.18,213.78
Net Income to Common,258.83,230.13,234.98,265.69,265.74,185.75,284.39,264.39,183.68,230.18,213.78
Net Income Growth,14.97%,-2.07%,-11.56%,-0.02%,43.06%,-34.68%,7.56%,43.94%,-20.20%,7.67%,-1.33%
Basic Shares Outstanding,126,128,128,127,129,130,133,137,140,139,139
Diluted Shares Outstanding,127,128,128,128,130,130,133,137,140,139,139
Shares Change (YoY),-1.35%,0.32%,-0.05%,-1.20%,-0.52%,-2.37%,-2.72%,-1.82%,0.12%,0.02%,-
EPS (Basic),2.06,1.80,1.84,2.08,2.06,1.43,2.14,1.93,1.32,1.65,1.53
EPS (Diluted),2.05,1.79,1.84,2.08,2.05,1.43,2.13,1.93,1.32,1.65,1.53
EPS Growth,17.02%,-2.72%,-11.54%,1.46%,43.36%,-32.86%,10.36%,46.64%,-20.23%,7.84%,-1.29%
Dividend Per Share,1.040,1.040,1.040,1.040,1.040,1.040,1.040,0.960,0.880,0.400,-
Dividend Growth,-,-,-,-,-,-,8.33%,9.09%,120.00%,-,-
Effective Tax Rate,20.59%,21.35%,24.00%,24.35%,23.86%,23.79%,25.49%,26.18%,50.13%,38.10%,37.71%
