Period Ending,"Nov '25Nov 18, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Market Capitalization,"4,730","4,370","7,062","17,093","13,816","11,760","12,761","10,919","9,195","8,490","8,057"
Market Cap Growth,-23.95%,-38.12%,-58.69%,23.72%,17.49%,-7.84%,16.86%,18.75%,8.30%,5.38%,-28.27%
Enterprise Value,"10,148","10,457","14,186","27,331","25,489","23,425","22,315","24,272","24,527","25,482","25,110"
Last Close Price,7.93,6.98,11.21,27.20,22.90,20.29,21.04,17.47,14.68,14.86,13.66
PE Ratio,-,-,-,-,-,-,-,5.36,3.82,-,-
Forward PE,12.12,11.56,18.89,76.74,82.65,-,35.34,4.35,21.46,55.09,7.87
PS Ratio,0.46,0.44,0.65,1.20,1.23,1.92,1.46,0.93,0.88,1.15,0.53
PB Ratio,1.74,0.95,1.16,1.79,1.48,1.27,1.17,0.84,0.81,1.06,0.80
P/TBV Ratio,2.29,1.72,2.20,4.47,4.05,3.58,2.30,1.65,2.06,43.32,4.94
P/FCF Ratio,-,7.92,2.06,23.84,863.50,-,-,16.77,-,8.74,-
P/OCF Ratio,13.52,5.25,1.89,16.20,43.04,-,-,11.83,-,6.97,10.77
PEG Ratio,-,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,11.02,1.57
EV/Sales Ratio,1.10,1.04,1.30,1.91,2.27,3.82,2.55,2.07,2.35,3.45,1.65
EV/EBITDA Ratio,29.93,19.80,23.49,21.57,52.77,-,-,18.96,26.60,-,31.55
EV/EBIT Ratio,-,522.84,157.62,35.82,-,-,-,31.24,59.25,-,-
EV/FCF Ratio,-,18.94,4.13,38.12,1593.07,-,-,37.28,-,26.24,-
Debt / Equity Ratio,2.10,1.59,1.27,0.79,0.88,0.93,0.81,0.56,0.65,1.39,1.25
Debt / EBITDA Ratio,13.77,10.40,9.91,5.18,12.03,-,-,5.72,8.00,-,15.82
Debt / FCF Ratio,-,13.30,2.25,10.57,510.69,-,-,11.25,-,11.45,-
Asset Turnover,0.57,0.54,0.45,0.51,0.43,0.25,0.36,0.42,0.32,0.21,0.42
Inventory Turnover,9.71,9.49,7.74,8.16,6.55,4.03,4.89,5.43,3.71,2.85,6.47
Quick Ratio,1.01,1.17,1.20,0.97,0.86,0.88,1.26,1.65,0.18,0.39,0.33
Current Ratio,1.85,2.06,1.83,1.44,1.30,1.50,2.03,3.82,1.22,0.80,0.68
Return on Equity (ROE),-11.64%,-10.14%,-12.95%,-0.26%,-5.38%,-24.44%,-14.71%,1.95%,24.74%,-25.32%,-18.97%
Return on Assets (ROA),-0.75%,0.07%,0.23%,1.71%,-0.07%,-4.68%,-3.54%,1.76%,0.79%,-1.95%,-0.09%
Return on Capital (ROIC),-1.08%,0.10%,0.36%,2.75%,-0.10%,-6.17%,-4.25%,2.49%,1.37%,-3.26%,-0.14%
Return on Capital Employed (ROCE),-1.80%,0.20%,0.60%,4.30%,-0.20%,-10.00%,-6.60%,3.70%,2.10%,-5.20%,-0.20%
Earnings Yield,-8.21%,-9.98%,-9.49%,-1.05%,-4.37%,-13.78%,-8.43%,18.67%,26.16%,-13.03%,-14.52%
FCF Yield,-0.04%,12.63%,48.61%,4.20%,0.12%,-5.23%,-13.40%,5.96%,-18.10%,11.44%,-7.58%
Dividend Yield,25.38%,50.17%,53.51%,29.41%,34.93%,39.42%,38.02%,40.07%,40.86%,40.38%,43.93%
Payout Ratio,-,-,-,-,-,-,-,4.66%,3.28%,-,-
Buyback Yield / Dilution,-20.09%,-21.99%,-20.89%,-21.54%,-17.65%,-10.50%,-11.11%,-11.80%,-17.52%,-8.73%,-5.88%
Total Shareholder Return,5.13%,28.18%,32.62%,7.87%,17.28%,28.92%,26.91%,28.27%,23.34%,31.65%,38.05%
