Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"2,026","1,838","1,631","1,412","1,122",958.43,991.35,883.11,762.31,685.99,628.49
Revenue Growth (YoY),14.43%,12.74%,15.48%,25.82%,17.10%,-3.32%,12.26%,15.85%,11.13%,9.15%,25.88%
Cost of Revenue,"1,252","1,147","1,023",896.6,690.93,623.94,655.49,584.86,495.14,447.72,402.92
Gross Profit,774.84,691.01,607.77,515.45,431.36,334.5,335.86,298.26,267.17,238.27,225.58
"Selling, General & Admin",409.06,371.89,318.95,267.96,227.19,174.74,198.9,179.86,156.39,139.47,126.77
Operating Expenses,467.96,427.11,369.44,324.24,276.32,225.2,250.88,228.43,194.94,174.05,158.23
Operating Income,306.88,263.91,238.33,191.21,155.04,109.3,84.98,69.83,72.23,64.22,67.34
Interest Expense,-18.46,-19.26,-13.18,-8.25,-7.56,-11.19,-13.61,-7.23,-1.89,-1.34,-1.34
Interest & Investment Income,10.16,9.92,8.03,5.23,2.73,2.5,2.18,1.87,1.63,1.67,2.9
Earnings From Equity Investments,-0.37,-0.11,0.15,0.43,0.05,-0.23,-0.27,-0.25,-,-,-
Currency Exchange Gain (Loss),2.61,0.89,1.53,6.2,4.31,4.43,3.75,4.79,2.84,5.6,2.74
Other Non Operating Income (Expenses),0.86,-0.37,0.12,-0.94,-0,0.67,1.29,1.19,1.47,1.59,0.22
EBT Excluding Unusual Items,301.67,254.98,234.98,193.88,154.56,105.49,78.32,70.21,76.27,71.74,71.87
Merger & Restructuring Charges,-,-,-,-,-,-,-8.67,-,-,-,-
Impairment of Goodwill,-,-,-,-,-,-,-,-14.2,-,-,-
Gain (Loss) on Sale of Investments,8.12,5.66,5.01,4.91,4.89,9.62,13.18,9.97,8.77,8.09,3.9
Asset Writedown,-,-,-,-,-,-,-,-5.86,-,-,-
Other Unusual Items,-,0.59,-1.9,-8.25,-12.85,-,-,-,-,4.06,-
Pretax Income,309.79,261.23,238.09,190.53,146.61,115.1,82.83,60.12,85.03,83.88,75.78
Income Tax Expense,68.35,62.94,53.54,47.57,31.85,25.63,15.17,3.4,36.15,22.15,24.21
Net Income,241.45,198.3,184.56,142.97,114.76,89.48,67.66,56.73,48.89,61.73,51.57
Net Income to Common,241.45,198.3,184.56,142.97,114.76,89.48,67.66,56.73,48.89,61.73,51.57
Net Income Growth,28.49%,7.44%,29.09%,24.58%,28.26%,32.25%,19.27%,16.03%,-20.81%,19.72%,58.93%
Shares Outstanding (Basic),162,163,166,167,168,171,172,172,169,168,166
Shares Outstanding (Diluted),163,164,168,169,171,173,174,175,176,173,171
Shares Change (YoY),-1.04%,-2.28%,-0.60%,-1.20%,-0.90%,-0.51%,-0.85%,-0.23%,1.58%,1.13%,1.61%
EPS (Basic),1.49,1.22,1.11,0.86,0.68,0.52,0.39,0.33,0.29,0.37,0.31
EPS (Diluted),1.48,1.21,1.10,0.85,0.67,0.52,0.39,0.32,0.28,0.36,0.30
EPS Growth,29.94%,10.00%,29.41%,26.87%,29.34%,32.82%,20.37%,16.55%,-22.35%,18.54%,57.29%
Free Cash Flow,286.88,222.26,158.4,121.31,147.14,160.75,127.88,51.65,78.01,76.55,71.11
Free Cash Flow Per Share,1.75,1.35,0.94,0.72,0.86,0.93,0.74,0.29,0.44,0.44,0.42
Gross Margin,38.24%,37.59%,37.27%,36.50%,38.44%,34.90%,33.88%,33.77%,35.05%,34.73%,35.89%
Operating Margin,15.14%,14.36%,14.62%,13.54%,13.81%,11.40%,8.57%,7.91%,9.47%,9.36%,10.71%
Profit Margin,11.91%,10.79%,11.32%,10.13%,10.22%,9.34%,6.83%,6.42%,6.41%,9.00%,8.21%
Free Cash Flow Margin,14.16%,12.09%,9.71%,8.59%,13.11%,16.77%,12.90%,5.85%,10.23%,11.16%,11.31%
EBITDA,352.49,306.28,279.33,241.35,199.92,154.87,134.21,116.98,110.13,98.47,98.81
EBITDA Margin,17.39%,16.66%,17.13%,17.09%,17.81%,16.16%,13.54%,13.25%,14.45%,14.35%,15.72%
D&A For EBITDA,45.61,42.37,41,50.14,44.88,45.57,49.24,47.15,37.91,34.24,31.47
EBIT,306.88,263.91,238.33,191.21,155.04,109.3,84.98,69.83,72.23,64.22,67.34
EBIT Margin,15.14%,14.36%,14.62%,13.54%,13.81%,11.40%,8.57%,7.91%,9.47%,9.36%,10.71%
Effective Tax Rate,22.06%,24.09%,22.48%,24.96%,21.73%,22.26%,18.32%,5.65%,42.51%,26.41%,31.95%
