Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"1,513","1,436","1,423","1,678","1,508","1,266","1,234","1,304","1,387","1,250",960.56
Revenue Growth (YoY),8.03%,0.95%,-15.20%,11.24%,19.16%,2.57%,-5.37%,-6.00%,11.02%,30.09%,16.01%
Cost of Revenue,"1,180","1,097","1,069","1,211","1,179","1,032","1,004","1,011","1,033",946.53,755.2
Gross Profit,333.1,339.44,353.52,466.31,329.12,233.32,229.67,292.95,354.31,303.1,205.37
"Selling, General & Admin",81.07,74.96,72.45,80.28,77.22,63.97,67.38,64.95,66.8,65.44,62.79
Research & Development,82.27,79.43,79.81,83.91,85.39,78.32,75.58,73.05,67.66,63.13,61.67
Operating Expenses,163.33,154.4,152.26,164.19,162.61,142.29,142.96,138,134.46,128.57,124.46
Operating Income,169.76,185.04,201.26,302.12,166.51,91.03,86.72,154.94,219.84,174.53,80.9
Interest Expense,-4.03,-4.03,-5.08,-6.46,-9.09,-9.8,-10.12,-19.21,-19.59,-18.62,-104.17
Interest & Investment Income,73.17,55.49,39.99,13.6,5.37,8.48,12.95,10.76,4.78,1.29,-
Earnings From Equity Investments,-,-,-,-,-,-,-0.06,0.04,0.03,-0.01,0.01
Currency Exchange Gain (Loss),-3.4,-3.4,-1.01,-3.99,-7.09,5.51,-1.27,-1.06,-0.01,3.77,-1.06
Other Non Operating Income (Expenses),-27.55,-27.55,0.74,-13.63,-0.6,-6.54,2.8,-6.16,-3.29,-1.45,-18.08
EBT Excluding Unusual Items,207.95,205.55,235.89,291.64,155.1,88.69,91.02,139.32,201.77,159.5,-42.4
Merger & Restructuring Charges,-,6.27,32.51,9.56,-,-,-,-,-,0.63,0.99
Impairment of Goodwill,-,-,-,-,-,-,-,-,-,50.47,-
Gain (Loss) on Sale of Investments,5.61,5.61,2.94,-9.23,-,-,-,-,-,-,-
Other Unusual Items,-,-,313.5,-,-,-,-,-,-,-,-
Pretax Income,213.55,217.43,584.84,291.97,155.1,88.69,91.02,139.32,201.77,210.6,-41.41
Income Tax Expense,22.21,10.21,65.31,25.5,1.02,5.4,2.95,5.94,-99.89,1.43,-12.28
Earnings From Continuing Operations,191.34,207.22,519.53,266.47,154.08,83.29,88.07,133.38,301.66,209.17,-29.13
Minority Interest in Earnings,4.14,0.64,-1.04,-1.9,-4.06,-0.99,1.98,2.2,-3.65,-5.24,-0.52
Net Income,195.48,207.86,518.49,264.57,150.01,82.3,90.05,135.58,298.01,203.92,-29.65
Net Income to Common,195.48,207.86,518.49,264.57,150.01,82.3,90.05,135.58,298.01,203.92,-29.65
Net Income Growth,-5.37%,-59.91%,95.98%,76.37%,82.27%,-8.60%,-33.58%,-54.51%,46.14%,-,-
Shares Outstanding (Basic),112,111,110,109,108,107,106,100,97,87,74
Shares Outstanding (Diluted),113,112,111,111,110,108,107,103,106,101,74
Shares Change (YoY),1.21%,1.01%,0.42%,0.87%,1.21%,0.97%,4.80%,-3.24%,4.58%,36.22%,17.70%
EPS (Basic),1.75,1.87,4.70,2.42,1.39,0.77,0.85,1.35,3.08,2.33,-0.40
EPS (Diluted),1.73,1.85,4.66,2.39,1.37,0.76,0.84,1.32,2.90,2.09,-0.40
EPS Growth,-6.03%,-60.30%,94.98%,74.45%,80.26%,-9.52%,-36.36%,-54.43%,38.32%,-,-
Free Cash Flow,33.28,12.53,232.06,163.42,107.49,-37.1,99.92,102.71,167.96,109.97,-1.77
Free Cash Flow Per Share,0.29,0.11,2.09,1.48,0.98,-0.34,0.93,1.00,1.58,1.09,-0.02
Gross Margin,22.01%,23.64%,24.85%,27.80%,21.82%,18.43%,18.61%,22.46%,25.54%,24.25%,21.38%
Operating Margin,11.22%,12.88%,14.15%,18.01%,11.04%,7.19%,7.03%,11.88%,15.85%,13.97%,8.42%
Profit Margin,12.92%,14.47%,36.45%,15.77%,9.95%,6.50%,7.30%,10.40%,21.48%,16.32%,-3.09%
Free Cash Flow Margin,2.20%,0.87%,16.31%,9.74%,7.13%,-2.93%,8.10%,7.88%,12.11%,8.80%,-0.18%
EBITDA,470.9,451.32,459.28,594.75,437.22,331.56,301.19,369.33,428.25,372.13,248.94
EBITDA Margin,31.12%,31.43%,32.28%,35.45%,28.99%,26.20%,24.41%,28.32%,30.87%,29.78%,25.92%
D&A For EBITDA,301.14,266.28,258.02,292.64,270.71,240.53,214.47,214.39,208.41,197.61,168.03
EBIT,169.76,185.04,201.26,302.12,166.51,91.03,86.72,154.94,219.84,174.53,80.9
EBIT Margin,11.22%,12.88%,14.15%,18.01%,11.04%,7.19%,7.03%,11.88%,15.85%,13.97%,8.42%
Effective Tax Rate,10.40%,4.69%,11.17%,8.73%,0.66%,6.09%,3.24%,4.26%,-,0.68%,-
