Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
"Selling, General & Admin",5.18,4.93,4.11,5.22,5.76,3.09,1.83,1.42,1.59,1.61,1.44
Other Operating Expenses,0.1,1.52,0.9,4.56,12.2,-,-,-,-,-,-
Operating Expenses,75.13,51.62,34.81,28.73,40.73,29.6,30.89,28.07,24.82,12.4,11.28
Operating Income,-75.13,-51.62,-34.81,-28.73,-40.73,-29.6,-30.89,-28.07,-24.82,-12.4,-11.28
Interest Expense,-,-,-,-,-0.36,-3.35,-2.71,-2.48,-2.23,-2.13,-
Interest & Investment Income,5.96,0.25,0.44,0.49,0.06,0.28,0.55,0.64,0.29,0.22,0.02
Currency Exchange Gain (Loss),-,-,-,-0.04,-0.84,-7.84,-2.88,5.95,-3.79,2.7,-0.28
Other Non Operating Income (Expenses),24.87,36.88,20.57,-0.47,5.93,-180.12,24.62,-23.33,22.25,-34.55,0.61
EBT Excluding Unusual Items,-44.3,-14.5,-13.8,-28.75,-35.95,-220.64,-11.32,-47.29,-8.29,-46.16,-10.92
Gain (Loss) on Sale of Assets,0.01,0.01,0.03,0.04,-,0.01,0.02,-,-,-,-
Legal Settlements,-,-,-5,-,-,-,-,-,-,-,-
Pretax Income,-44.29,-14.48,-18.77,-28.71,-35.95,-220.63,-11.3,-47.29,-8.29,-46.16,-10.92
Net Income,-44.29,-14.48,-18.77,-28.71,-35.95,-220.63,-11.3,-47.29,-8.29,-46.16,-10.92
Net Income to Common,-44.29,-14.48,-18.77,-28.71,-35.95,-220.63,-11.3,-47.29,-8.29,-46.16,-10.92
Shares Outstanding (Basic),81,66,63,63,55,34,25,22,18,17,15
Shares Outstanding (Diluted),81,66,63,63,55,34,25,22,18,17,15
Shares Change (YoY),25.30%,3.84%,0.32%,15.51%,59.32%,34.42%,17.40%,17.87%,5.77%,13.34%,10.23%
EPS (Basic),-0.55,-0.22,-0.30,-0.46,-0.66,-6.45,-0.44,-2.18,-0.45,-2.65,-0.71
EPS (Diluted),-0.55,-0.22,-0.30,-0.46,-0.66,-6.45,-0.44,-2.18,-0.45,-2.65,-0.71
Free Cash Flow,-60.87,-14.57,-21.64,-25.23,-28.97,-29.3,-27.37,-27.72,-21.39,-11.31,-10.76
Free Cash Flow Per Share,-0.75,-0.22,-0.34,-0.40,-0.53,-0.86,-1.07,-1.28,-1.16,-0.65,-0.70
EBITDA,-75,-51.5,-34.72,-28.66,-40.68,-29.51,-30.72,-27.8,-24.18,-11.37,-10.09
D&A For EBITDA,0.13,0.12,0.08,0.06,0.06,0.1,0.17,0.27,0.64,1.03,1.19
EBIT,-75.13,-51.62,-34.81,-28.73,-40.73,-29.6,-30.89,-28.07,-24.82,-12.4,-11.28
