Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Rental Revenue,695.4,647.59,597.5,560.54,519.5,485.48,522.27,395.79,301.9,193.56,182.06
Tenant Reimbursements,-,-,-,-,-,-,-,-,-,63.13,58.68
Other Revenue,16.38,13.8,12.62,14.83,13.35,12.53,14.44,34.6,9.64,1.04,1.36
Total Revenue,711.78,661.39,610.12,575.37,532.85,498.02,536.71,430.39,311.54,257.73,242.1
Revenue Growth (YoY,10.73%,8.40%,6.04%,7.98%,6.99%,-7.21%,24.70%,38.15%,20.88%,6.46%,28.63%
Property Expenses,205,190.32,175.12,163.22,158.3,154.51,161.06,132.54,97.28,78.52,79.09
"Selling, General & Administrative",49.31,45.61,44.37,45.24,48.82,41.38,48.53,50.41,36.88,36.31,15.83
Depreciation & Amortization,265.39,253.02,236.44,236.22,221.43,224.68,236.87,191.28,130.67,106.1,101.48
Total Operating Expenses,519.7,488.94,455.93,444.68,428.55,420.57,446.46,374.24,288.87,220.92,196.4
Operating Income,192.08,172.45,154.2,130.69,104.3,77.45,90.25,56.15,22.68,36.81,45.7
Interest Expense,-99.35,-87.58,-76.2,-71.2,-76.37,-85.3,-103.17,-72.64,-45.66,-32.46,-32.39
Income (Loss) on Equity Investments,0.34,0.09,0.37,-,-,-,-,-,-,-,-
Other Non-Operating Income,-10.88,-12.12,-11.91,-10.35,-34.36,9.25,7.12,-5.05,0.67,1.26,0.25
EBT Excluding Unusual Items,82.19,72.84,66.46,49.14,-6.43,1.39,-5.8,-21.54,-22.31,5.61,13.56
Merger & Restructuring Charges,-,-,-,-,-,-,-,-,-15.71,-1.3,-
Gain (Loss) on Sale of Investments,-,-,-3,-,-,-,-,-,-,-,-
Gain (Loss) on Sale of Assets,9.8,-0.03,1.11,7.52,30.42,6.49,28.17,109.3,1.76,4.73,-
Asset Writedown,-,-,-,-0.32,-6.75,-2.42,-95.19,-40.78,-,-,-
Other Unusual Items,-0.06,-1.29,-0.37,-1.81,-,-,-,-,-5.45,-,-
Pretax Income,91.93,71.52,64.2,54.53,17.23,5.46,-72.83,46.98,-41.72,9.04,13.56
Income Tax Expense,1.37,1.82,0.44,-,-,-,-,-,-,-,-
Earnings From Continuing Operations,90.55,69.7,63.76,54.53,17.23,5.46,-72.83,46.98,-41.72,9.04,13.56
Minority Interest in Earnings,-8.63,-7.01,-6.91,-6.21,-2.11,-0.69,9.29,-7.84,3.33,-0.11,-0.2
Net Income,81.92,62.69,56.85,48.32,15.12,4.77,-63.53,39.14,-38.39,8.93,13.36
Net Income to Common,81.92,62.69,56.85,48.32,15.12,4.77,-63.53,39.14,-38.39,8.93,13.36
Net Income Growth,41.06%,10.27%,17.64%,219.57%,216.87%,-,-,-,-,-33.14%,-
Basic Shares Outstanding,125,123,118,115,102,97,95,66,61,61,61
Diluted Shares Outstanding,139,137,133,130,117,111,109,80,65,62,62
Shares Change (YoY),1.92%,2.90%,2.02%,11.71%,4.96%,1.94%,35.53%,22.84%,5.27%,0.14%,3.97%
EPS (Basic),0.66,0.51,0.48,0.42,0.15,0.05,-0.67,0.60,-0.63,0.15,0.22
EPS (Diluted),0.65,0.51,0.48,0.42,0.15,0.05,-0.67,0.59,-0.64,0.15,0.22
EPS Growth,37.32%,6.23%,14.61%,183.34%,200.50%,-,-,-,-,-33.40%,-
Dividend Per Share,1.236,1.190,1.136,1.093,1.035,0.588,2.010,2.010,2.010,2.010,2.010
Dividend Growth,5.17%,4.72%,3.95%,5.62%,76.17%,-70.77%,-,-,-,-,-
Operating Margin,26.99%,26.07%,25.27%,22.71%,19.57%,15.55%,16.81%,13.05%,7.28%,14.28%,18.88%
Profit Margin,11.51%,9.48%,9.32%,8.40%,2.84%,0.96%,-11.84%,9.09%,-12.32%,3.47%,5.52%
EBITDA,441.43,410.97,380.34,355.62,322.15,298.96,322.93,243.49,150.75,138.89,143.25
EBITDA Margin,62.02%,62.14%,62.34%,61.81%,60.46%,60.03%,60.17%,56.57%,48.39%,53.89%,59.17%
D&A For Ebitda,249.35,238.52,226.14,224.93,217.85,221.51,232.69,187.33,128.07,102.07,97.55
EBIT,192.08,172.45,154.2,130.69,104.3,77.45,90.25,56.15,22.68,36.81,45.7
EBIT Margin,26.99%,26.07%,25.27%,22.71%,19.57%,15.55%,16.81%,13.05%,7.28%,14.28%,18.88%
Funds From Operations (FFO),348.11,323.77,299.55,280.75,211.2,221.68,217.01,156.22,84.15,110.41,115.04
FFO Per Share,2.51,2.37,2.25,2.15,1.81,1.99,1.99,1.95,1.29,1.77,1.86
Adjusted Funds From Operations (AFFO),-,273.19,249.33,280.75,211.2,221.68,217.01,156.22,84.15,110.41,115.04
AFFO Per Share,-,2.00,1.88,2.15,1.81,1.99,1.99,1.94,1.28,1.77,1.85
FFO Payout Ratio,44.61%,41.39%,45.32%,45.27%,50.52%,22.25%,56.74%,51.68%,88.17%,58.21%,51.62%
Effective Tax Rate,1.49%,2.55%,0.68%,-,-,-,-,-,-,-,-
Revenue as Reported,711.78,661.39,610.12,575.37,532.85,498.02,536.71,430.39,311.54,257.73,242.1
