Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,180.5,175.5,144.5,129.8,291.3,67.4,96.2,133.3,51.7,45.3,74.5
Cash & Short-Term Investments,180.5,175.5,144.5,129.8,291.3,67.4,96.2,133.3,51.7,45.3,74.5
Cash Growth,18.21%,21.45%,11.33%,-55.44%,332.20%,-29.94%,-27.83%,157.83%,14.13%,-39.20%,9.66%
Accounts Receivable,64.6,72.6,82.5,60.9,31.8,28.3,28.8,23.6,44.7,51.6,61.6
Other Receivables,25.1,40.6,37,34.6,76.5,57.6,23,22.2,40.5,12.6,7.2
Receivables,89.7,113.2,119.5,95.5,108.3,85.9,51.8,45.8,85.2,64.2,68.8
Restricted Cash,88,77.2,77.3,74.9,64.3,53.6,46.3,40,31.2,34.3,29.7
Other Current Assets,56.7,46.4,59.5,44.3,37.6,28.2,26.9,22.4,88,102.2,46.6
Total Current Assets,414.9,412.3,400.8,344.5,501.5,235.1,221.2,241.5,256.1,246,219.6
"Property, Plant & Equipment","2,926","2,875","2,561","1,978",994.9,"1,082",937.3,757.5,608,560.6,573.2
Long-Term Investments,674.9,661.2,655.9,659.4,663.6,630.6,634.5,108.1,171.3,139.1,129.7
Goodwill,900.2,900.2,899.9,723.8,366.8,366.8,367.1,338,317.6,301.5,841.7
Other Intangible Assets,"2,518","2,409","2,418","2,392",348.1,350.6,369.8,264,169.4,174,499.4
Other Long-Term Assets,21.5,18.3,19.3,109,106.7,21.2,21.1,16.1,837,833.2,13.8
Total Assets,"7,455","7,276","6,956","6,207","2,982","2,686","2,551","1,725","2,359","2,254","2,277"
Accounts Payable,194,180.3,158.5,145.5,81.6,70.7,57.8,47,54.1,49.5,39.1
Accrued Expenses,191.2,164,145.3,113.7,63.8,38.8,48.9,35.5,75.8,73.2,97.9
Current Portion of Long-Term Debt,63.1,63.1,68,47,7,4,4,4,4,14.2,16.2
Current Portion of Leases,8.7,8.7,7.8,-,-,-,-,-,-,-,-
Current Income Taxes Payable,28,-,-,-,0.9,-,-,-,-,-,-
Current Unearned Revenue,94,116,131.9,96.8,95.2,70.9,71.4,77.5,94.9,89.3,147.7
Other Current Liabilities,146.2,197.2,244.3,218.6,146.5,239.8,119.1,92.6,224.4,241.9,339.2
Total Current Liabilities,725.2,729.3,755.8,621.6,395,424.2,301.2,256.6,453.2,468.1,640.1
Long-Term Debt,"5,043","4,844","4,768","4,559","1,961","1,618","1,470",880.3,"1,125",907.5,765.6
Long-Term Leases,95.2,57.5,-,-,-,-,-,-,-,-,-
Long-Term Unearned Revenue,18.5,20,11.8,11.8,13.3,17.1,16.7,21.1,29.3,24.4,16.1
Long-Term Deferred Tax Liabilities,490.8,432.7,388.2,340.8,252.9,213.9,212.8,78.2,40.6,63.2,127.9
Other Long-Term Liabilities,2.9,89,137.8,122.4,52.6,45.8,39.4,15.7,70.8,106.2,110.5
Total Liabilities,"6,376","6,173","6,062","5,655","2,675","2,319","2,040","1,252","1,719","1,569","1,660"
Common Stock,-,-,-,-,-,18.2,-,-,7.3,116.5,134
Retained Earnings,"1,036","1,085",894.5,552.4,307.7,349.8,509.2,474.2,634.3,569.7,483.8
Comprehensive Income & Other,-1,-1,-0.9,-0.9,-0.9,-0.9,-0.9,-0.9,-1.3,-1.2,-0.6
Total Common Equity,"1,035","1,084",893.6,551.5,306.8,367.1,508.3,473.3,640.3,685,617.2
Minority Interest,44.2,19.7,-,-,-,-,2.7,-,-,-,-
Shareholders' Equity,"1,079","1,103",893.6,551.5,306.8,367.1,511,473.3,640.3,685,617.2
Total Liabilities & Equity,"7,455","7,276","6,956","6,207","2,982","2,686","2,551","1,725","2,359","2,254","2,277"
Total Debt,"5,210","4,973","4,844","4,606","1,968","1,622","1,474",884.3,"1,129",921.7,781.8
Net Cash (Debt),"-5,030","-4,798","-4,700","-4,476","-1,677","-1,555","-1,378",-751,"-1,078",-876.4,-707.3
Net Cash Per Share,-68.88,-64.32,-61.76,-58.13,-21.39,-19.39,-16.97,-9.03,-11.22,-8.68,-6.70
Filing Date Shares Outstanding,69.73,73.55,73.68,74.76,76.18,76.95,79.24,80.57,81.05,98.59,99.57
Total Common Shares Outstanding,69.8,73.5,74.5,74.8,76.2,79,79.4,80.8,92.4,99,99.6
Working Capital,-310.3,-317,-355,-277.1,106.5,-189.1,-80,-15.1,-197.1,-222.1,-420.5
Book Value Per Share,14.83,14.74,11.99,7.37,4.03,4.65,6.40,5.86,6.93,6.92,6.20
Tangible Book Value,"-2,383","-2,226","-2,425","-2,564",-408.1,-350.3,-228.6,-128.7,153.3,209.5,-723.9
Tangible Book Value Per Share,-34.14,-30.28,-32.55,-34.28,-5.36,-4.43,-2.88,-1.59,1.66,2.12,-7.27
Land,-,164.3,162.9,161.2,101.3,164.2,162.4,140.5,131.7,117.5,118.7
Machinery,-,"1,047",865.6,746.5,570.8,567.6,485.7,429.6,349.2,312.7,304.2
Construction In Progress,-,140.3,668.5,353.7,65.8,23.3,52.3,7,23.5,26.7,22.8
