Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,38.26,67.63,31.25,31.69,55.15,35.75,31.81,30.87,29.83,16.9,15.36
Trading Asset Securities,0.43,-,16.2,-,-,-,-,-,0.15,-,-
Cash & Short-Term Investments,38.69,67.63,47.45,31.69,55.15,35.75,31.81,30.87,29.98,16.9,15.36
Cash Growth,6.56%,42.53%,49.72%,-42.53%,54.25%,12.39%,3.06%,2.97%,77.35%,10.03%,4.25%
Receivables,82.56,83.54,101.86,102.81,102.73,95.4,88.87,86.6,95.68,88.93,80.05
Prepaid Expenses,76.06,61.6,57.79,52.31,65.31,46.47,34.85,28.09,33.83,10.86,18.53
Restricted Cash,419.19,741.88,697.01,702.24,-,-,-,-,-,-,-
Other Current Assets,22.34,21.66,25.65,29.6,627.79,641.44,579.01,452.43,639.88,391.23,285.18
Total Current Assets,638.84,976.31,929.76,918.64,850.97,819.06,734.54,597.98,799.37,507.92,399.11
"Property, Plant & Equipment",90.26,118.48,135.62,153.33,165.31,127.85,139.95,40.03,42.24,50.27,52.65
Long-Term Investments,0.45,9.26,-,31.87,7.16,-,-,2.26,1.14,0.21,0.41
Goodwill,"1,057","1,053","1,054","1,050","1,059",635.85,634.09,545.21,530.25,438.24,436.45
Other Intangible Assets,266.77,281.2,742.13,776.16,819.43,389.33,419.2,366.72,368.75,291.26,314.22
Long-Term Deferred Charges,37.03,41.11,37.08,45.17,48.27,53.01,57.76,54.79,50.51,-,0.9
Other Long-Term Assets,14.44,16.85,13.96,17.26,21.84,19.63,7.43,8.31,5.59,22.32,19.6
Total Assets,"2,104","2,496","2,912","2,993","2,972","2,045","1,993","1,615","1,798","1,310","1,223"
