Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,125.25,118.55,149.35,148.13,100.8,112.46,159.76,94.93,73.76,31.14,31.39
Short-Term Investments,66.31,41.31,9.65,47.86,55.18,109.83,-,-,-,-,-
Cash & Short-Term Investments,191.56,159.86,159,196,155.98,222.29,159.76,94.93,73.76,31.14,31.39
Cash Growth,36.84%,0.54%,-18.87%,25.66%,-29.83%,39.14%,68.29%,28.71%,136.84%,-0.80%,-
Accounts Receivable,183.26,208,183.61,178.5,130.05,97.28,70.41,79.38,55.32,46.81,34.23
Other Receivables,-,-,-,-,-,-,-,14.4,-,-,-
Receivables,183.26,208,183.61,178.5,130.05,97.28,70.41,93.78,55.32,46.81,34.23
Prepaid Expenses,17.96,18.55,37.48,15.55,26.78,27.96,32.96,6.89,7.03,3.28,2.03
Restricted Cash,-,-,-,2.25,0.79,-,-,-,-,-,-
Other Current Assets,46.63,49.13,34.26,30.2,24.67,17.9,14.54,14.02,9.12,7.15,5.32
Total Current Assets,439.41,435.54,414.36,422.5,338.26,365.42,277.66,209.63,145.22,88.38,72.97
"Property, Plant & Equipment",62.28,68.19,82.66,79.1,64.81,66.06,63.76,7.54,2.66,3.1,2.89
Long-Term Investments,-,-,-,-,12.04,36.12,-,-,-,-,-
Goodwill,28.83,25.56,27.11,26.35,27.8,4.86,-,-,-,-,-
Other Intangible Assets,1.57,2.24,3.89,5.25,7.14,1.74,-,-,-,-,-
Long-Term Accounts Receivable,0.3,0.64,0.92,1.72,-,-,-,-,-,-,-
Long-Term Deferred Tax Assets,5.14,4.13,3.45,1.94,1.03,0.49,0.49,0.33,0.28,0.01,0.02
Long-Term Deferred Charges,73,83.44,59.76,55.79,49.02,34.2,28.98,15.09,12.38,10.86,7.35
Other Long-Term Assets,1.21,1.3,35.36,1.57,4.42,3.63,0.59,0.6,0.51,0.38,0.17
Total Assets,611.74,621.04,627.5,594.21,504.52,512.52,371.49,233.18,161.05,102.74,83.4
Accounts Payable,8.61,4.32,6.17,8,5.77,2.97,5.22,9.25,5.23,5.06,2.63
Accrued Expenses,57.61,43.97,47.04,50.9,44.17,28.04,17.76,21.26,18.54,12.41,10.09
Current Portion of Long-Term Debt,12.1,9.6,66.37,2.74,-,-,-,-,-,6.11,-
Current Portion of Leases,13.11,12.38,11.7,8.68,8.11,6.92,5.28,-,-,-,-
Current Income Taxes Payable,0.52,1.29,1.26,0.83,0.55,-,-,-,-,-,-
Current Unearned Revenue,275.45,281.76,235.99,194.77,150.17,116.26,82.2,95.52,70.17,52,40.22
Other Current Liabilities,2.73,1.44,2.64,4.34,6.96,1.7,1.82,2.37,1.18,0.44,0.56
Total Current Liabilities,370.13,354.76,371.17,270.25,215.72,155.89,112.28,128.4,95.12,76.02,53.5
Long-Term Debt,233.63,240.83,140.22,115.38,-,-,-,-,-,13.89,10
Long-Term Leases,47.77,52.19,59.07,57.23,48.78,51.19,46.79,-,-,-,-
Long-Term Unearned Revenue,8.32,5.48,4.7,5.56,2.43,3.89,7.14,16.15,18.92,18.11,12.89
Long-Term Deferred Tax Liabilities,-,-,0,0.1,0.21,0.07,0.04,0.04,0.09,0.03,0.92
Other Long-Term Liabilities,0.44,0.43,-,-,3.46,4.88,-,15.4,1.4,1.92,1.42
Total Liabilities,660.28,653.68,575.16,448.51,270.6,215.92,166.25,159.99,115.53,109.97,78.73
Common Stock,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0
Additional Paid-In Capital,612.49,591.28,595.78,561.39,497.13,470.5,340.93,218.28,141.27,-,-
Retained Earnings,-605.82,-612.15,-519.89,-408.45,-257.53,-168.89,-135.41,-145.64,-96.19,-64.83,-51.51
Comprehensive Income & Other,-35.22,-11.77,-23.56,-7.25,-5.69,-5.01,-0.29,0.54,0.44,1.33,0.97
Total Common Equity,-48.54,-32.64,52.34,145.7,233.92,296.61,205.24,73.19,45.52,-63.49,-50.53
