Period Ending,"Nov '25Nov 18, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Market Capitalization,"1,843",861,324,"1,061",958,"1,608","3,062","1,074",602,141,400
Market Cap Growth,500.19%,165.95%,-69.50%,10.73%,-40.38%,-47.50%,185.21%,78.35%,327.65%,-64.85%,51.63%
Enterprise Value,"1,633",920,187,760,487,"1,400","2,731",855,534,4,182
Last Close Price,30.33,17.66,6.77,22.67,20.74,36.13,71.66,28.82,19.59,5.60,16.54
PE Ratio,-,-,-,-,2.91,-,-,-,-,-,-
PS Ratio,104.23,31.74,20.43,9.97,1.83,42.86,420.56,95.15,45.93,5.61,37.86
PB Ratio,8.24,-127.49,1.56,2.23,1.61,6.59,9.48,5.98,6.69,2.21,3.13
P/TBV Ratio,13.89,-,2.68,2.71,1.90,6.70,9.66,6.17,7.47,2.57,3.32
P/FCF Ratio,-,-,-,-,3.54,-,-,-,-,-,-
P/OCF Ratio,-,-,-,-,3.33,-,-,-,-,-,53.62
EV/Sales Ratio,103.69,33.92,11.79,7.14,0.93,37.31,375.03,75.75,40.71,0.14,17.16
EV/EBITDA Ratio,-,-,-,-,1.53,-,-,-,-,-,-
EV/EBIT Ratio,-,-,-,-,1.56,-,-,-,-,-,-
EV/FCF Ratio,-,-,-,-,1.80,-,-,-,-,-,-
Debt / Equity Ratio,2.32,-74.20,2.57,0.30,0.23,0.29,0.23,0.20,0.22,0.32,0.16
Debt / EBITDA Ratio,-,-,-,-,0.42,-,-,-,-,-,-
Debt / FCF Ratio,-,-,-,-,0.50,-,-,-,-,-,-
Asset Turnover,0.02,0.04,0.02,0.14,0.91,0.10,0.02,0.05,0.07,0.11,0.06
Inventory Turnover,-,-,22.21,-,-,-,-,-,-,-,157.76
Quick Ratio,6.94,9.32,8.44,6.00,16.73,9.20,11.97,11.78,8.34,6.24,8.39
Current Ratio,7.12,9.74,8.85,6.28,17.09,9.47,12.15,11.85,8.44,6.34,8.48
Return on Equity (ROE),-165.27%,-238.46%,-90.24%,-23.66%,78.50%,-44.10%,-49.42%,-61.81%,-103.22%,-76.61%,-91.16%
Return on Assets (ROA),-13.89%,-16.39%,-21.51%,-11.12%,33.89%,-19.87%,-20.96%,-22.39%,-24.20%,-19.60%,-22.62%
Return on Capital (ROIC),-16.26%,-18.44%,-24.32%,-12.46%,37.21%,-22.03%,-24.77%,-33.32%,-49.99%,-38.27%,-38.83%
Return on Capital Employed (ROCE),-21.60%,-35.30%,-34.90%,-21.40%,40.40%,-40.10%,-29.10%,-34.10%,-40.80%,-42.40%,-29.10%
Earnings Yield,-13.09%,-27.83%,-95.30%,-11.95%,34.39%,-7.78%,-4.06%,-7.76%,-13.17%,-52.13%,-20.50%
FCF Yield,-8.55%,-21.62%,-47.30%,-15.33%,28.22%,-8.84%,-3.41%,-7.30%,-11.42%,-62.14%,-0.03%
Buyback Yield / Dilution,-11.86%,-2.05%,-2.00%,0.23%,-5.34%,-11.17%,-12.23%,-32.08%,-7.78%,-13.38%,-28.98%
