Period Ending,"Nov '25Nov 18, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Market Capitalization,"3,631","5,488","6,031","4,849","6,277","4,157","3,102","2,199","1,730",723,468
Market Cap Growth,-40.59%,-9.01%,24.37%,-22.75%,51.02%,34.00%,41.06%,27.14%,139.12%,54.44%,-7.00%
Enterprise Value,"4,077","5,909","6,359","5,262","6,676","4,297","3,322","2,344","1,925",747,505
Last Close Price,102.88,152.77,168.41,135.87,176.33,118.22,88.44,63.00,50.00,21.00,13.62
PE Ratio,68.56,85.63,82.75,65.49,124.72,93.37,76.08,43.21,43.45,32.87,13.15
Forward PE,28.77,44.41,58.24,42.36,60.23,58.38,37.53,27.70,29.16,19.09,14.19
PS Ratio,3.86,5.78,6.84,5.63,8.88,7.04,4.95,3.58,3.32,1.88,1.25
PB Ratio,4.60,7.36,8.96,8.40,12.04,8.72,7.44,5.97,4.83,2.79,1.91
P/TBV Ratio,-,-,137.28,-,-,98.25,-,286.59,-,8.13,6.25
P/FCF Ratio,35.68,38.82,60.24,68.17,84.09,32.05,59.08,29.96,31.86,18.39,16.81
P/OCF Ratio,31.34,34.62,50.23,53.42,66.34,29.64,49.04,24.53,27.29,15.14,14.02
PEG Ratio,2.37,4.26,4.66,2.72,4.56,4.67,3.00,1.48,2.59,1.53,1.14
EV/Sales Ratio,4.25,6.23,7.21,6.11,9.45,7.28,5.31,3.82,3.69,1.94,1.35
EV/EBITDA Ratio,22.59,32.46,37.59,32.68,52.78,43.82,29.89,20.19,19.21,12.15,8.93
EV/EBIT Ratio,33.62,46.72,51.89,48.80,80.35,71.89,45.60,29.66,27.71,18.18,13.50
EV/FCF Ratio,39.73,41.81,63.52,73.96,89.44,33.13,63.26,31.93,35.47,18.99,18.12
Debt / Equity Ratio,0.63,0.63,0.60,0.85,0.95,0.54,0.66,0.58,0.66,0.33,0.43
Debt / EBITDA Ratio,2.62,2.41,2.24,2.84,3.63,2.38,2.30,1.85,2.34,1.40,1.86
Debt / FCF Ratio,4.92,3.33,4.04,6.88,6.61,1.97,5.25,2.93,4.32,2.19,3.77
Asset Turnover,0.66,0.73,0.72,0.70,0.68,0.68,0.79,0.85,0.91,0.91,0.92
Inventory Turnover,3.16,3.57,3.04,3.29,3.71,3.31,3.28,3.60,3.92,3.72,3.52
Quick Ratio,1.39,1.58,1.76,1.45,1.27,1.75,1.26,1.59,1.85,1.87,2.06
Current Ratio,2.51,2.58,2.98,2.56,2.03,2.66,2.26,2.70,2.93,2.83,3.25
Return on Equity (ROE),6.84%,9.03%,11.65%,13.48%,10.08%,9.96%,10.38%,14.06%,20.19%,8.74%,15.63%
Return on Assets (ROA),5.18%,6.05%,6.21%,5.46%,4.96%,4.31%,5.73%,6.83%,7.54%,6.10%,5.75%
Return on Capital (ROIC),5.91%,6.89%,7.14%,6.48%,5.95%,5.24%,7.14%,8.40%,9.26%,7.39%,6.85%
Return on Capital Employed (ROCE),9.20%,10.40%,11.30%,10.00%,8.00%,8.00%,9.90%,12.80%,11.10%,11.60%,10.40%
Earnings Yield,1.44%,1.17%,1.21%,1.53%,0.80%,1.07%,1.31%,2.23%,3.47%,3.04%,7.60%
FCF Yield,2.80%,2.58%,1.66%,1.47%,1.19%,3.12%,1.69%,3.34%,3.14%,5.44%,5.95%
Buyback Yield / Dilution,0.00%,-0.26%,-0.34%,-0.36%,-0.36%,-0.30%,-0.21%,-0.55%,-1.05%,-0.25%,-1.38%
