Period Ending,"Sep '25Sep 26, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,960.31,949.25,881.66,860.9,706.79,590.62,626.1,614.34,521.29,384.76,373.6
Revenue Growth (YoY),4.07%,7.66%,2.41%,21.80%,19.67%,-5.67%,1.92%,17.85%,35.48%,2.99%,2.44%
Cost of Revenue,527.29,524.92,481.77,482.27,405.05,345.92,362.74,352.81,296.01,222.13,215.49
Gross Profit,433.02,424.32,399.9,378.63,301.74,244.71,263.36,261.53,225.29,162.63,158.11
"Selling, General & Admin",187.95,176.52,165.23,158.7,129.55,109.96,118.69,115.95,102.03,81.3,82.05
Research & Development,97.9,95.52,91.68,85.77,72.52,61,55.97,51.02,41.67,32,31.04
Amortization of Goodwill & Intangibles,25.9,25.79,20.45,26.34,16.58,13.97,15.86,15.55,12.1,8.25,7.61
Operating Expenses,311.75,297.83,277.35,270.8,218.65,184.93,190.52,182.52,155.79,121.55,120.7
Operating Income,121.27,126.5,122.55,107.83,83.09,59.78,72.84,79.01,69.49,41.07,37.4
Interest Expense,-24.36,-31.49,-25.82,-15.62,-7.39,-6.56,-8.49,-9.81,-7.17,-4.56,-5.18
Earnings From Equity Investments,-,-,-,-,-,-,-,-,0.1,2.19,2.66
Currency Exchange Gain (Loss),-1.9,0.41,-0.26,0.07,-0.13,-0.94,-0.78,0.15,-0.45,2.32,-0.02
Other Non Operating Income (Expenses),-0.29,0.13,0.09,-0.58,0.03,0.13,0.04,0,0.04,-0.38,0.01
EBT Excluding Unusual Items,94.72,95.55,96.56,91.7,75.6,52.4,63.61,69.34,62.02,40.64,34.86
Merger & Restructuring Charges,-25.96,-16.49,-12.81,-4.54,-19.43,-4,-17.84,-8.04,-12.3,-8.12,-8.47
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,26.41,-,-
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,-,-,19.63
Pretax Income,68.76,79.07,83.75,87.16,56.17,48.4,45.77,61.3,76.13,32.52,46.02
Income Tax Expense,15.94,14.98,10.87,13.11,5.84,3.88,4.99,10.21,13.83,10.52,10.39
Earnings From Continuing Operations,52.82,64.09,72.88,74.05,50.33,44.52,40.77,51.1,62.31,22,35.63
Earnings From Discontinued Operations,-,-,-,-,-,-,-,-,-,-,-0.01
Net Income to Company,52.82,64.09,72.88,74.05,50.33,44.52,40.77,51.1,62.31,22,35.62
Minority Interest in Earnings,-,-,-,-,-,-,-,-1.99,-2.26,-,-
Net Income,52.82,64.09,72.88,74.05,50.33,44.52,40.77,49.11,60.05,22,35.62
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,-1.78,20.24,-,-
Net Income to Common,52.82,64.09,72.88,74.05,50.33,44.52,40.77,50.89,39.81,22,35.62
Net Income Growth,-12.16%,-12.06%,-1.58%,47.13%,13.05%,9.19%,-16.97%,-18.22%,172.92%,-38.22%,-
Shares Outstanding (Basic),36,36,36,36,35,35,35,35,35,35,35
Shares Outstanding (Diluted),36,36,36,36,36,36,36,35,35,35,35
Shares Change (YoY),-0.00%,0.26%,0.34%,0.36%,0.36%,0.30%,0.21%,0.55%,1.05%,0.25%,1.38%
EPS (Basic),1.47,1.78,2.03,2.08,1.42,1.27,1.16,1.46,1.14,0.63,1.03
EPS (Diluted),1.46,1.77,2.02,2.06,1.41,1.25,1.15,1.43,1.13,0.63,1.02
EPS Growth,-12.05%,-12.38%,-1.94%,46.10%,12.80%,8.70%,-19.58%,26.55%,79.36%,-38.21%,-
Free Cash Flow,102.61,141.35,100.11,71.14,74.65,129.72,52.51,73.39,54.28,39.33,27.86
Free Cash Flow Per Share,2.84,3.91,2.78,1.98,2.09,3.64,1.48,2.07,1.54,1.13,0.80
Gross Margin,45.09%,44.70%,45.36%,43.98%,42.69%,41.43%,42.06%,42.57%,43.22%,42.27%,42.32%
Operating Margin,12.63%,13.33%,13.90%,12.53%,11.76%,10.12%,11.63%,12.86%,13.33%,10.67%,10.01%
Profit Margin,5.50%,6.75%,8.27%,8.60%,7.12%,7.54%,6.51%,8.28%,7.64%,5.72%,9.53%
Free Cash Flow Margin,10.69%,14.89%,11.36%,8.26%,10.56%,21.96%,8.39%,11.95%,10.41%,10.22%,7.46%
EBITDA,180.49,182.06,169.16,160.99,126.49,98.07,111.12,116.06,100.25,61.43,56.52
EBITDA Margin,18.80%,19.18%,19.19%,18.70%,17.90%,16.60%,17.75%,18.89%,19.23%,15.97%,15.13%
D&A For EBITDA,59.22,55.56,46.61,53.16,43.39,38.29,38.28,37.05,30.76,20.36,19.11
EBIT,121.27,126.5,122.55,107.83,83.09,59.78,72.84,79.01,69.49,41.07,37.4
EBIT Margin,12.63%,13.33%,13.90%,12.53%,11.76%,10.12%,11.63%,12.86%,13.33%,10.67%,10.01%
Effective Tax Rate,23.18%,18.95%,12.98%,15.04%,10.40%,8.02%,10.91%,16.65%,18.16%,32.34%,22.59%
