Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Interest Income on Loans,822.37,837.91,779.79,495.59,360.12,379.75,400.34,357.36,274.4,216.83,184.26
Interest Income on Investments,99.62,110.09,114.1,109.41,86.51,68.76,65.07,50.58,40.5,36.49,36.93
Total Interest Income,921.99,948.01,893.89,605.01,446.63,448.51,465.41,407.94,314.9,253.31,221.2
Interest Paid on Deposits,345.44,386.13,306.09,62.94,23.32,51.74,91.59,51.54,23.81,15.91,14.86
Interest Paid on Borrowings,45.23,40.77,42.39,21.86,12.63,14.64,17.16,17.55,13.81,10.93,9.94
Total Interest Expense,390.67,426.89,348.49,84.8,35.95,66.38,108.75,69.09,37.61,26.84,24.79
Net Interest Income,531.32,521.11,545.4,520.2,410.68,382.13,356.66,338.86,277.28,226.47,196.4
Net Interest Income Growth (YoY),2.81%,-4.45%,4.84%,26.67%,7.47%,7.14%,5.25%,22.21%,22.44%,15.31%,5.01%
Trust Income,34.98,34.22,30.84,29.69,28.36,23.75,17.56,14.91,14.68,12.59,9.2
Gain (Loss) on Sale of Assets,19.98,19.98,-,-,-,-,-,-,-,-,-
Gain (Loss) on Sale of Investments,-11.6,-20.76,-6.93,1.19,5.67,11.9,4.42,4.27,2.63,3.39,2.67
Other Non-Interest Income,37.99,38.69,35.2,38.63,32.03,35.01,33.87,29.31,27.41,24.41,25.8
Total Non-Interest Income,136.57,125.58,105.6,107.94,109.32,109.93,86.69,76.46,71.01,65.2,60.35
Non-Interest Income Growth (YoY),24.97%,18.92%,-2.17%,-1.26%,-0.55%,26.81%,13.38%,7.67%,8.90%,8.04%,-1.01%
Revenues Before Loan Losses,667.89,646.69,651,628.14,520,492.05,443.35,415.32,348.29,291.68,256.76
Provision for Loan Losses,18.3,35.7,3.5,16.76,-,58.67,2.8,7.23,9.14,5.66,0.42
Revenue,649.59,610.99,647.5,611.39,520,433.38,440.55,408.09,339.15,286.02,256.34
Revenue Growth (YoY),9.53%,-5.64%,5.91%,17.57%,19.99%,-1.63%,7.95%,20.33%,18.58%,11.58%,4.44%
Salaries and Employee Benefits,215.72,215.35,223.59,202.24,162.23,151.34,139.92,128.11,116.99,99.95,97.64
Occupancy Expenses,28.45,28.39,29.86,26.21,23.33,26.76,19.58,18.34,16.98,17,14.67
Federal Deposit Insurance,14.47,15.03,14.67,10.24,6.24,5.8,0.72,2.92,2.56,3.04,3.66
Amortization of Goodwill & Intangibles,6.3,7.27,8.74,8.28,5.75,5.99,5.99,6.72,5.65,3.91,2.84
"Selling, General & Administrative",84.37,83.2,79.59,81.22,61.37,55.19,58.71,45.42,45.94,35.12,34.87
Other Non-Interest Expense,29.06,27.96,28.5,26.71,19.3,18,17.8,16.97,15.54,15.47,15.19
Total Non-Interest Expense,379.35,379.27,388.27,355.72,279.21,263.41,245.16,219.95,205.56,177.36,172.81
EBT Excluding Unusual Items,270.24,231.73,259.23,255.67,240.79,169.98,195.39,188.14,133.59,108.66,83.53
Other Unusual Items,-,-,-,-,-,-,-,-,-,-,1.25
Pretax Income,270.24,231.73,259.23,255.67,240.79,169.98,193.79,188.14,133.59,108.66,91.05
Income Tax Expense,36.95,30.33,35.45,33.59,35.26,21.38,29.33,29,37.52,27.61,25.67
Net Income,233.29,201.4,223.79,222.09,205.53,148.6,164.46,159.14,96.07,81.05,65.38
Preferred Dividends & Other Adjustments,1.88,1.88,1.88,1.41,-,-,-,-,-,-,-
Net Income to Common,231.41,199.53,221.91,220.68,205.53,148.6,164.46,159.14,96.07,81.05,65.38
Net Income Growth,29.94%,-10.00%,0.76%,8.06%,38.31%,-9.64%,3.34%,65.65%,18.53%,23.96%,8.68%
Basic Shares Outstanding,58,58,59,58,54,54,51,49,45,41,38
Diluted Shares Outstanding,58,59,59,58,54,54,52,49,45,41,38
Shares Change (YoY),-1.59%,-1.61%,2.65%,7.35%,-0.44%,5.16%,4.23%,8.96%,10.70%,7.68%,4.20%
EPS (Basic),4.01,3.42,3.74,3.83,3.82,2.75,3.20,3.23,2.13,1.99,1.73
EPS (Diluted),4.00,3.41,3.73,3.81,3.81,2.74,3.19,3.22,2.12,1.98,1.72
EPS Growth,32.99%,-8.58%,-2.10%,-,39.05%,-14.11%,-0.93%,51.89%,7.07%,15.12%,4.24%
Dividend Per Share,1.420,1.390,1.340,1.250,1.130,1.040,1.000,0.840,0.690,0.540,0.410
Dividend Growth,2.90%,3.73%,7.20%,10.62%,8.65%,4.00%,19.05%,21.74%,27.78%,31.71%,41.38%
Effective Tax Rate,13.68%,13.09%,13.67%,13.14%,14.64%,12.57%,15.13%,15.41%,28.09%,25.41%,28.19%
