Period Ending,"Sep '25Sep 27, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 25, 2021","Dec '20Dec 26, 2020","Dec '19Dec 28, 2019","Dec '18Dec 29, 2018","Dec '17Dec 30, 2017","Dec '16Dec 31, 2016","Dec '15Dec 26, 2015"
Cash & Equivalents,55.51,57.14,36.81,46.03,58.78,155.58,68.35,43.46,71.69,149.12,78.66
Cash & Short-Term Investments,55.51,57.14,36.81,46.03,58.78,155.58,68.35,43.46,71.69,149.12,78.66
Cash Growth,23.00%,55.21%,-20.03%,-21.69%,-62.22%,127.61%,57.28%,-39.38%,-51.92%,89.58%,65.06%
Receivables,520.59,573.79,526.87,427.39,472.76,460.88,391.81,400.66,241.88,230.53,203.92
Inventory,899.9,707.98,637.38,755.9,531.99,298.72,280.81,270.5,212.15,168.85,193.73
Prepaid Expenses,40.99,30.86,32.65,39.8,13.05,7.76,13.61,5.65,7.13,3.12,2.33
Total Current Assets,"1,517","1,370","1,234","1,269","1,077",922.93,754.59,720.28,532.85,551.61,478.63
"Property, Plant & Equipment",283.06,283,263.59,258.45,173.89,130.01,134.04,98.65,92.69,88.44,87.05
Long-Term Investments,-,11.2,10.8,9.4,9.4,8.5,19.3,18.4,21.1,-,-
Goodwill,443.84,442.89,443.89,443.04,197.33,91.08,74.46,72.61,66,28.15,-
Other Intangible Assets,262.23,278.21,301.56,322.41,178.81,25.21,21.31,25.16,22.16,1.64,29.89
Long-Term Deferred Tax Assets,-,5.79,-,-,-,12.45,4.34,6.23,7.88,12.43,7.56
Other Long-Term Assets,46.41,33.68,38.86,39.37,37.1,30.48,33.05,36.78,23.24,29.53,18.74
Total Assets,"2,553","2,425","2,292","2,342","1,673","1,221","1,041",978.11,765.92,711.79,621.87
Accounts Payable,215.09,231.81,176.66,179.82,177.39,117.88,90.44,109.1,80.22,72.63,63.97
Accrued Expenses,267.25,270.19,245.19,230.7,238.23,199.3,124.72,122.44,30.06,30.72,34.1
Short-Term Debt,-,13.96,92.76,239.36,239.36,-,-,-,-,-,-
Current Portion of Long-Term Debt,34.38,28.13,15.63,12.5,-,-,-,-,-,-,-
Current Portion of Leases,-,19.72,16.92,15.91,10.07,5.47,5.35,-,-,-,-
Other Current Liabilities,-,-,-,-,-,-,-,0.6,0.5,0.5,0.5
Total Current Liabilities,516.72,563.8,547.15,678.3,665.05,322.65,220.5,232.14,110.78,103.85,98.57
Long-Term Debt,421.06,439.51,467.24,482.46,-,-,-,-,-,-,-
Long-Term Leases,99.32,105.14,91.26,98.22,52.44,37.08,29.73,-,-,-,-
Long-Term Deferred Tax Liabilities,12.43,3.7,8.93,11.83,17.98,3.82,3.96,4.79,6.6,-,-
Other Long-Term Liabilities,20.42,18.89,9.63,28.35,4.92,3.56,13.3,13.55,13.73,6.3,5.26
Total Liabilities,"1,070","1,131","1,124","1,299",740.38,367.1,267.49,250.48,131.12,110.15,103.83
Common Stock,0.31,0.31,0.31,0.31,0.32,0.32,0.33,0.33,0.34,0.35,0.35
Additional Paid-In Capital,129.53,119.08,101.05,88.75,77.45,64.09,52.61,47.86,44.81,44.19,42.8
Retained Earnings,"1,358","1,181","1,069",956.87,856.41,789.15,720.65,679.43,589.66,557.11,474.89
Comprehensive Income & Other,-5.21,-6.78,-2.59,-3.3,-1.44,-,-,-,-,-,-
Shareholders' Equity,"1,483","1,293","1,168","1,043",932.74,853.56,773.58,727.62,634.81,601.64,518.04
Total Liabilities & Equity,"2,553","2,425","2,292","2,342","1,673","1,221","1,041",978.11,765.92,711.79,621.87
Total Debt,554.76,606.46,683.8,848.46,301.87,42.55,35.08,-,-,-,-
Net Cash (Debt),-499.25,-549.32,-646.99,-802.43,-243.09,113.02,33.28,43.46,71.69,149.12,78.66
Net Cash Growth,-,-,-,-,-,239.66%,-23.43%,-39.38%,-51.92%,89.58%,65.06%
Net Cash Per Share,-16.23,-17.75,-20.52,-25.44,-7.61,3.49,1.02,1.31,2.11,4.31,2.21
Filing Date Shares Outstanding,30.56,30.58,31.09,31.45,31.55,32.18,32.38,32.82,33.42,34.4,34.74
Total Common Shares Outstanding,30.56,30.57,31.3,31.43,31.61,32.17,32.38,32.83,33.42,34.37,34.82
Working Capital,"1,000",805.96,686.56,590.83,411.53,600.29,534.09,488.14,422.07,447.77,380.06
Book Value Per Share,48.51,42.32,37.32,33.17,29.51,26.53,23.89,22.16,19.00,17.50,14.88
Tangible Book Value,776.51,572.37,422.76,277.19,556.6,737.27,677.82,629.85,546.65,571.85,488.15
Tangible Book Value Per Share,25.41,18.73,13.51,8.82,17.61,22.92,20.93,19.18,16.36,16.64,14.02
Buildings,-,67.04,62.43,59.98,58.79,37.68,37.51,34.94,32.62,29.45,29.06
Machinery,-,242.2,225.17,196.41,154.3,137.32,131.97,121.86,102.02,91.42,81.01
