Period Ending,"Nov '25Nov 18, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 25, 2021","Dec '20Dec 26, 2020","Dec '19Dec 28, 2019","Dec '18Dec 29, 2018","Dec '17Dec 30, 2017","Dec '16Dec 31, 2016","Dec '15Dec 26, 2015"
Market Capitalization,"3,953","3,954","2,626","2,541","3,365","2,892","2,448","2,903","2,052","2,519","1,738"
Market Cap Growth,13.39%,50.53%,3.37%,-24.50%,16.39%,18.13%,-15.68%,41.47%,-18.54%,44.91%,0.01%
Enterprise Value,"4,430","4,538","3,295","2,820","3,610","2,756","2,430","2,850","1,935","2,424","1,659"
Last Close Price,128.60,129.55,83.41,80.87,106.42,89.56,75.11,88.35,61.14,73.06,49.08
PE Ratio,16.10,20.81,20.32,20.90,25.59,27.06,29.22,21.73,19.25,23.75,18.83
Forward PE,14.22,17.40,16.62,15.97,20.20,24.29,21.72,19.56,16.63,22.40,17.49
PS Ratio,1.85,1.97,1.36,1.47,2.50,2.65,2.47,2.98,2.27,2.93,2.17
PB Ratio,2.65,3.06,2.25,2.44,3.61,3.39,3.16,3.99,3.23,4.19,3.36
P/TBV Ratio,5.06,6.91,6.21,9.17,6.05,3.92,3.61,4.61,3.75,4.41,3.56
P/FCF Ratio,37.28,20.63,15.94,667.76,41.81,21.18,37.23,55.82,29.40,24.82,24.70
P/OCF Ratio,27.41,17.11,12.58,60.95,33.54,19.03,25.68,37.16,21.77,20.73,18.88
PEG Ratio,0.85,1.43,1.43,1.43,1.43,1.43,1.43,2.97,2.97,1.49,1.25
EV/Sales Ratio,2.08,2.26,1.71,1.63,2.68,2.52,2.45,2.93,2.14,2.82,2.07
EV/EBITDA Ratio,10.65,12.98,13.23,12.96,16.27,16.63,18.45,14.28,9.75,12.93,10.22
EV/EBIT Ratio,12.28,15.49,16.96,16.31,19.34,20.66,22.97,16.65,10.98,14.38,11.35
EV/FCF Ratio,42.02,23.68,20.00,741.00,44.85,20.18,36.97,54.80,27.73,23.88,23.57
Debt / Equity Ratio,0.37,0.47,0.59,0.81,0.32,0.05,0.05,-,-,-,-
Debt / EBITDA Ratio,1.25,1.61,2.46,3.52,1.29,0.24,0.24,-,-,-,-
Debt / FCF Ratio,5.26,3.17,4.15,222.99,3.75,0.31,0.53,-,-,-,-
Asset Turnover,0.87,0.85,0.83,0.86,0.93,0.97,0.98,1.12,1.22,1.29,1.36
Inventory Turnover,1.58,1.79,1.79,1.82,2.12,2.45,2.36,2.49,2.86,2.88,2.70
Quick Ratio,1.12,1.12,1.03,0.70,0.80,1.91,2.09,1.91,2.83,3.66,2.87
Current Ratio,2.94,2.43,2.26,1.87,1.62,2.86,3.42,3.10,4.81,5.31,4.86
Return on Equity (ROE),18.19%,15.44%,11.69%,12.31%,14.73%,13.14%,11.16%,19.61%,17.24%,18.94%,18.84%
Return on Assets (ROA),9.17%,7.76%,5.24%,5.38%,8.06%,7.37%,6.55%,12.27%,14.91%,15.80%,15.49%
Return on Capital (ROIC),11.55%,9.76%,6.49%,6.91%,10.95%,9.78%,8.61%,15.70%,17.82%,18.82%,18.64%
Return on Capital Employed (ROCE),17.70%,15.70%,11.10%,10.40%,18.50%,14.90%,12.90%,22.90%,26.90%,27.70%,27.90%
Earnings Yield,6.29%,4.81%,4.92%,4.78%,3.91%,3.70%,3.42%,4.60%,5.20%,4.21%,5.31%
FCF Yield,2.68%,4.85%,6.27%,0.15%,2.39%,4.72%,2.69%,1.79%,3.40%,4.03%,4.05%
Buyback Yield / Dilution,1.23%,1.83%,0.03%,1.31%,1.27%,0.96%,1.56%,2.48%,1.58%,2.65%,1.80%
