Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Operating Revenue,"8,424","8,571","8,817","8,853","8,545","7,885","7,629","5,607","5,282","5,017","4,058"
Other Revenue,129,128,136,150,146,155,165,164,143,-,512.05
Revenue,"8,553","8,699","8,953","9,003","8,691","8,040","7,794","5,771","5,425","5,017","4,570"
Revenue Growth (YoY),-2.80%,-2.84%,-0.56%,3.59%,8.10%,3.16%,35.05%,6.38%,8.13%,9.79%,9.30%
Cost of Revenue,"4,529","4,498","4,568","4,482","4,293","3,941","3,854","2,710","2,555","2,460","2,248"
Gross Profit,"4,024","4,201","4,385","4,521","4,398","4,099","3,940","3,061","2,870","2,557","2,323"
"Selling, General & Admin","1,306","1,391","1,539","1,614","1,570","1,468","1,461",838,773,727.83,678.99
Research & Development,263,296,322,285,265,263,280,123,112,82.15,64.4
Other Operating Expenses,71,71,29,-,-5,-,-,-,-,-,-
Operating Expenses,"2,169","2,336","2,514","2,510","2,363","2,237","2,209","1,262","1,184","1,079","1,016"
Operating Income,"1,855","1,865","1,871","2,011","2,035","1,862","1,731","1,799","1,686","1,478","1,307"
Interest Expense,-465,-496,-534,-503,-415,-394,-390,-350,-346,-331.23,-299.1
Interest & Investment Income,-,-,-,-,-,2,2,20,4,3.58,12.65
Earnings From Equity Investments,-116,-116,-19,-5,-,-16,-21,-10,5,12.53,-
Other Non Operating Income (Expenses),128,246,-52,85,9,20,16,-9,4,-1.12,-0.27
EBT Excluding Unusual Items,"1,402","1,499","1,266","1,588","1,629","1,474","1,338","1,450","1,353","1,162","1,020"
Merger & Restructuring Charges,5,-27,-34,-8,-25,-28,-84,-3,-,-,-
Impairment of Goodwill,-,"-2,819",-,-,-,-956,-,-,-,-,-
Gain (Loss) on Sale of Investments,5,-530,5,-10,-,-,-,43,-,-,-
Gain (Loss) on Sale of Assets,-,-,-,4,-,-,-,-,-,-,-
Asset Writedown,-109,-,-27,-64,-220,-20,-,-,-,-,-
Legal Settlements,-,-,-,-24,-,-,-,-69,-45,-45.9,-128.26
Other Unusual Items,12,12,-,-,-83,-40,-57,-,-44,-24.23,-
Pretax Income,"1,315","-1,865","1,210","1,486","1,526",430,"1,197","1,421","1,264","1,092",891.96
Income Tax Expense,322,210,222,368,212,299,283,245,616,345.73,382.24
Earnings From Continuing Operations,993,"-2,075",988,"1,118","1,314",131,914,"1,176",648,745.93,509.72
Minority Interest in Earnings,-,410,-202,-210,-,-,-,-,-,-,-
Net Income,993,"-1,665",786,908,"1,314",131,914,"1,176",648,745.93,509.72
Net Income to Common,993,"-1,665",786,908,"1,314",131,914,"1,176",648,745.93,509.72
Net Income Growth,-,-,-13.44%,-30.90%,903.05%,-85.67%,-22.28%,81.48%,-13.13%,46.34%,3.34%
Shares Outstanding (Basic),339,338,339,347,406,433,450,446,464,492,538
Shares Outstanding (Diluted),353,338,362,368,414,443,462,456,472,496,544
Shares Change (YoY),4.59%,-6.63%,-1.63%,-11.18%,-6.46%,-4.05%,1.21%,-3.45%,-4.85%,-8.65%,-7.28%
EPS (Basic),2.93,-4.93,2.32,2.62,3.23,0.30,2.03,2.64,1.40,1.52,0.95
EPS (Diluted),2.83,-4.93,2.21,2.39,3.19,0.30,2.00,2.60,1.40,1.50,0.90
EPS Growth,-,-,-7.80%,-24.97%,954.71%,-84.84%,-23.26%,86.09%,-6.86%,66.67%,12.50%
Free Cash Flow,"1,223","1,013","1,179","1,555","1,610","1,668","1,654","1,525","1,568","1,513","1,109"
Free Cash Flow Per Share,3.46,3.00,3.26,4.23,3.89,3.77,3.58,3.34,3.32,3.05,2.04
Dividend Per Share,1.080,1.068,0.992,0.901,0.659,0.546,0.496,0.451,0.410,0.100,-
Dividend Growth,1.50%,7.66%,10.12%,36.73%,20.73%,10.00%,10.00%,10.00%,310.00%,-,-
Gross Margin,47.05%,48.29%,48.98%,50.22%,50.60%,50.98%,50.55%,53.04%,52.90%,50.96%,50.82%
Operating Margin,21.69%,21.44%,20.90%,22.34%,23.41%,23.16%,22.21%,31.17%,31.08%,29.46%,28.60%
Profit Margin,11.61%,-19.14%,8.78%,10.09%,15.12%,1.63%,11.73%,20.38%,11.95%,14.87%,11.15%
Free Cash Flow Margin,14.30%,11.64%,13.17%,17.27%,18.52%,20.75%,21.22%,26.42%,28.90%,30.16%,24.27%
EBITDA,"2,384","2,443","2,495","2,622","2,568","2,368","2,199","2,100","1,985","1,747","1,579"
EBITDA Margin,27.87%,28.08%,27.87%,29.12%,29.55%,29.45%,28.21%,36.39%,36.59%,34.82%,34.55%
D&A For EBITDA,529,578,624,611,533,506,468,301,299,268.98,272.21
EBIT,"1,855","1,865","1,871","2,011","2,035","1,862","1,731","1,799","1,686","1,478","1,307"
EBIT Margin,21.69%,21.44%,20.90%,22.34%,23.41%,23.16%,22.21%,31.17%,31.08%,29.46%,28.60%
Effective Tax Rate,24.49%,-,18.35%,24.76%,13.89%,69.53%,23.64%,17.24%,48.73%,31.67%,42.85%
Revenue as Reported,"8,553","8,699","8,953","9,003","8,696","8,040","7,794","5,771","5,425","5,017","4,570"
