Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,199.67,126.22,119.97,148.16,241.94,105.82,38.05,54.94,43.74,19.74,30.83
Short-Term Investments,439.82,261.81,234.07,251.5,156,72,51.5,-,-,-,-
Cash & Short-Term Investments,639.49,388.04,354.03,399.66,397.94,177.82,89.55,54.94,43.74,19.74,30.83
Cash Growth,60.08%,9.60%,-11.42%,0.43%,123.80%,98.57%,63.01%,25.58%,121.60%,-35.98%,14.93%
Accounts Receivable,112.5,99.47,87.3,80.61,57.83,41,31.44,31.64,23.15,22.07,27.56
Other Receivables,-,14.73,12.08,6.58,3.09,2.48,2.15,2.09,1.41,1.74,0.18
Receivables,112.5,114.2,99.38,87.19,60.91,43.48,33.59,33.74,24.56,23.81,27.74
Inventory,126.49,111.2,85.91,65.54,58.76,39.74,23.8,30.11,21.34,16.65,27.6
Prepaid Expenses,-,5.5,5.16,3.83,2.03,0.46,0.48,0.3,0.56,0.28,0.6
Other Current Assets,21.34,1.12,2.31,0.75,0.54,0.44,0.28,0.22,1.24,25.15,8.81
Total Current Assets,899.83,620.06,546.79,556.96,520.18,261.92,147.7,119.3,91.45,85.63,95.76
"Property, Plant & Equipment",62.21,54.2,41.99,33.14,25.4,20.4,18.53,17.12,15.5,13.73,13.53
Long-Term Investments,154.46,113.12,94.58,79,-,-,-,-,-,-,-
Goodwill,74.35,74.35,74.35,-,-,-,-,-,-,-,-
Other Intangible Assets,10.74,13.36,16.94,0.6,0.61,0.61,0.49,0.48,0.48,0.52,0.8
Long-Term Deferred Tax Assets,10.86,3.09,2.64,1,0.23,0.48,0.75,2.37,4.07,4.07,3.96
Other Long-Term Assets,18.62,13.88,10.39,6.38,37.34,4.5,2.9,2.29,1.54,1.61,2.23
Total Assets,"1,231",892.04,787.67,677.09,583.76,287.91,170.37,141.55,113.04,105.56,116.27
Accounts Payable,33.23,46.63,42.19,31.67,33.55,27.18,11.33,15.54,10.5,10.32,11.81
Accrued Expenses,-,41.52,34.7,39.55,41.02,20.99,15.72,17.43,12.51,12.2,12.69
Current Portion of Leases,-,2.49,1.69,1.3,1.02,0.74,0.83,-,-,-,-
Current Unearned Revenue,-,-,-,-,4.25,1.19,1.94,1.3,1.04,-,-
Other Current Liabilities,85.46,33.27,18.1,15.99,9.86,7.29,1.79,4.44,3.85,9,18.02
Total Current Liabilities,118.7,123.91,96.67,88.5,89.69,57.38,31.61,38.72,27.9,31.53,42.52
Long-Term Debt,519.11,197.93,196.83,195.74,194.64,-,-,-,-,-,-
Long-Term Leases,-,6.66,2.63,2.4,1.91,0.68,0.78,-,-,-,-
Long-Term Unearned Revenue,-,7.3,6.26,5.06,2.62,1.34,0.67,-,-,-,-
Long-Term Deferred Tax Liabilities,-,5.61,7.54,-,-,-,-,-,-,-,-
Other Long-Term Liabilities,15.22,1.4,1.58,1.28,1.27,1.24,1.02,1.42,0.84,0.67,5.54
Total Liabilities,653.03,342.81,311.52,292.99,290.13,60.64,34.07,40.14,28.74,32.19,48.06
Common Stock,0.18,0.18,0.18,0.18,0.17,0.17,0.16,0.15,0.15,0.15,0.15
Additional Paid-In Capital,227.59,214.93,200.39,187.11,176.58,170.5,101.33,81.87,78.44,76.46,76.03
Retained Earnings,350.65,335.82,277.35,198.72,118.77,58.49,36.72,21.28,7.61,-1.35,-6.08
Treasury Stock,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9,-1.9
Comprehensive Income & Other,1.52,0.2,0.13,-,-,-,-,-,-,-,-
Shareholders' Equity,578.04,549.24,476.15,384.1,293.63,227.26,136.3,101.41,84.3,73.37,68.2
Total Liabilities & Equity,"1,231",892.04,787.67,677.09,583.76,287.91,170.37,141.55,113.04,105.56,116.27
Total Debt,519.11,207.07,201.15,199.44,197.58,1.42,1.6,-,-,-,-
Net Cash (Debt),254.84,268.08,226.46,200.22,200.37,176.4,87.95,54.94,43.74,19.74,30.83
Net Cash Growth,-10.59%,18.38%,13.11%,-0.07%,13.59%,100.58%,60.09%,25.58%,121.60%,-35.98%,14.93%
Net Cash Per Share,5.15,5.43,4.63,4.15,4.45,4.37,2.29,1.49,1.22,0.56,0.92
Filing Date Shares Outstanding,45.77,45.59,45.13,44.56,43.85,43.3,38.67,36.44,35.83,35.35,35.35
Total Common Shares Outstanding,45.77,45.45,44.9,44.41,43.85,43.27,38.65,36.44,35.83,35.35,35.35
Working Capital,781.13,496.15,450.11,468.46,430.49,204.53,116.1,80.58,63.55,54.1,53.23
Book Value Per Share,12.63,12.08,10.60,8.65,6.70,5.25,3.53,2.78,2.35,2.08,1.93
Tangible Book Value,492.96,461.53,384.87,383.51,293.02,226.66,135.81,100.93,83.82,72.85,67.41
Tangible Book Value Per Share,10.77,10.15,8.57,8.63,6.68,5.24,3.51,2.77,2.34,2.06,1.91
Land,-,1.4,1.4,0.86,0.86,0.86,0.86,0.86,0.86,0.86,0.86
Buildings,-,23.44,20.73,18.49,15.21,14.44,14.25,14.1,13.31,11.11,10.76
Machinery,-,42.23,35.65,26.71,20.65,17.07,13.78,12.43,11.56,10.15,12.57
Leasehold Improvements,-,3.51,2.1,1.89,1.64,0.63,0.55,0.62,0.35,0.49,1.13
