Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,485.24,429.23,315.38,320.91,269.66,155.86,134.02,123.17,93.49,79.23,69.39
Revenue Growth (YoY),21.12%,36.10%,-1.72%,19.00%,73.02%,16.30%,8.80%,31.76%,18.00%,14.18%,-21.43%
Cost of Revenue,243.79,219.28,167.74,161.05,132.32,82.63,69.24,62.38,47.97,41.81,36.51
Gross Profit,241.45,209.95,147.63,159.86,137.34,73.23,64.78,60.8,45.52,37.42,32.88
"Selling, General & Admin",71.27,63.6,50.75,49.5,42.97,31.03,26.48,26.18,22.02,21.9,19.26
Research & Development,45.66,38.29,31.47,28.86,23.47,19.58,16.33,14.58,13.53,12.63,11.42
Operating Expenses,116.93,101.88,82.22,78.36,66.45,50.61,42.81,40.76,35.56,34.53,30.68
Operating Income,124.52,108.07,65.41,81.5,70.9,22.62,21.97,20.03,9.96,2.89,2.2
Interest Expense,-1.09,-1.09,-1.09,-1.09,-0.44,-0.16,-0.26,-,-0.01,-0.25,-0.32
Interest & Investment Income,24.75,24.84,24.05,8.65,1.41,1.28,1.41,0.59,0.08,0.06,0.06
Currency Exchange Gain (Loss),-0.58,-0.58,-0.74,-0.86,0.06,-0.35,-0.35,0.23,-0.04,-0.35,-0.29
Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-0.09,-0.17,-0.31,-0.32
EBT Excluding Unusual Items,147.6,131.24,87.63,88.19,71.93,23.4,22.77,20.76,9.81,2.04,1.33
Merger & Restructuring Charges,3.3,-,-,-,-,-,-,-,-,-0.87,-1.18
Legal Settlements,-,-,-,-,-,-,-,-,-13,-,-14.6
Other Unusual Items,-100.93,-,-,-,-,-,-,-,-,-,-0.44
Pretax Income,49.96,131.24,87.63,88.19,71.93,23.4,22.77,20.76,-3.19,1.17,-14.89
Income Tax Expense,2.13,12.72,9,8.24,11.65,1.62,1.95,2.03,-4.88,0.3,-2.07
Earnings From Continuing Operations,47.83,118.52,78.63,79.95,60.28,21.78,20.82,18.73,1.69,0.87,-12.82
Earnings From Discontinued Operations,-,-,-,-,-,-,1.16,-,12.27,3.87,2.7
Net Income,47.83,118.52,78.63,79.95,60.28,21.78,21.99,18.73,13.96,4.73,-10.11
Net Income to Common,47.83,118.52,78.63,79.95,60.28,21.78,21.99,18.73,13.96,4.73,-10.11
Net Income Growth,-55.00%,50.72%,-1.65%,32.64%,176.78%,-0.95%,17.38%,34.16%,194.93%,-,-
Shares Outstanding (Basic),46,45,45,44,44,39,38,36,35,35,33
Shares Outstanding (Diluted),49,49,49,48,45,40,38,37,36,35,33
Shares Change (YoY),0.29%,1.04%,1.31%,7.09%,11.55%,5.05%,4.58%,2.18%,1.66%,6.07%,9.19%
EPS (Basic),1.05,2.62,1.76,1.81,1.38,0.55,0.58,0.52,0.39,0.13,-0.30
EPS (Diluted),1.01,2.42,1.63,1.68,1.34,0.54,0.57,0.51,0.39,0.13,-0.30
EPS Growth,-53.59%,48.49%,-2.90%,25.33%,148.29%,-5.31%,11.82%,29.46%,204.79%,-,-
Free Cash Flow,-,112.14,71.23,49.6,56.89,23.34,23.37,14.55,-1.5,-18.64,-0.48
Free Cash Flow Per Share,-,2.27,1.46,1.03,1.26,0.58,0.61,0.40,-0.04,-0.53,-0.01
Dividend Per Share,-,1.330,-,-,-,-,0.170,0.140,0.140,-,-
Dividend Growth,-,-,-,-,-,-,21.43%,-,-,-,-
Gross Margin,49.76%,48.91%,46.81%,49.81%,50.93%,46.98%,48.34%,49.36%,48.69%,47.23%,47.38%
Operating Margin,25.66%,25.18%,20.74%,25.40%,26.29%,14.52%,16.39%,16.26%,10.66%,3.65%,3.17%
Profit Margin,9.86%,27.61%,24.93%,24.91%,22.35%,13.97%,16.41%,15.21%,14.94%,5.97%,-14.57%
Free Cash Flow Margin,-,26.13%,22.59%,15.46%,21.10%,14.98%,17.44%,11.81%,-1.61%,-23.53%,-0.69%
EBITDA,138.85,118.74,71.2,85.59,73.71,24.86,24.11,22,12.09,4.85,4.09
EBITDA Margin,28.61%,27.66%,22.57%,26.67%,27.33%,15.95%,17.99%,17.86%,12.93%,6.12%,5.89%
D&A For EBITDA,14.33,10.67,5.78,4.09,2.81,2.23,2.13,1.97,2.12,1.96,1.88
EBIT,124.52,108.07,65.41,81.5,70.9,22.62,21.97,20.03,9.96,2.89,2.2
EBIT Margin,25.66%,25.18%,20.74%,25.40%,26.29%,14.52%,16.39%,16.26%,10.66%,3.65%,3.17%
Effective Tax Rate,4.26%,9.70%,10.27%,9.34%,16.20%,6.93%,8.56%,9.78%,-,25.85%,-
