Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,240.99,91.35,89.39,85.17,324.8,750.15,61.58,387.78,320.57,464.97,458.67
Trading Asset Securities,-,-,-,-,-,-,-,-,-,-,0.24
Cash & Short-Term Investments,240.99,91.35,89.39,85.17,324.8,750.15,61.58,387.78,320.57,464.97,458.91
Cash Growth,79.30%,2.19%,4.96%,-73.78%,-56.70%,1118.25%,-84.12%,20.97%,-31.06%,1.32%,-0.58%
Accounts Receivable,78.55,88.6,88.6,71.22,55.76,62.04,62.67,213.92,295.89,304.15,283.05
Other Receivables,15.01,10.28,18.73,41.75,126.7,64.4,19.23,29.87,53.41,60.14,60.17
Receivables,93.56,98.87,107.34,112.97,182.46,126.44,81.89,243.8,349.3,364.28,343.22
Prepaid Expenses,30.46,30.02,19.28,19.45,16.28,15.08,29.81,52.08,81.95,97.23,85.08
Restricted Cash,5.46,6.5,7.51,8.62,20.77,117.15,36.24,195.79,212.22,189.32,160.59
Other Current Assets,-,0.56,0.89,-,-,434.97,706.54,337.69,324.67,-,-
Total Current Assets,370.46,227.31,224.41,226.2,544.32,"1,444",916.07,"1,217","1,289","1,116","1,136"
"Property, Plant & Equipment",853.59,806.64,933.84,912.97,883.86,"1,041","1,162","1,275","1,380","2,152","2,291"
Long-Term Investments,-,-,-,-,-,-,-,-,6.05,-,-
Goodwill,616.44,563.4,661.48,583.49,546.8,574.83,606.48,"1,707","1,828","1,934","2,116"
Other Intangible Assets,160.7,147.91,169.18,151.65,142.85,225.57,563.77,"1,153","1,205","1,400","1,464"
Long-Term Deferred Tax Assets,66.9,60.82,71.43,51.94,38.71,130.57,49.42,136.49,152.4,142.13,80.75
Long-Term Deferred Charges,4.64,4.73,4.98,5.31,5.98,17.62,24.7,66.84,60.93,57.75,58.17
Other Long-Term Assets,43.82,51.24,60.3,40.68,48.79,"1,537","3,173","1,211","1,466",199.93,234.78
Total Assets,"2,117","1,862","2,126","1,972","2,211","4,971","6,496","6,770","7,391","7,062","7,439"
Accounts Payable,55.71,35.34,43.24,42.84,26.87,41.07,63.43,65.36,70.14,86.7,111.75
Accrued Expenses,172.42,152.28,166.12,135.78,156.01,159.83,204.28,416.84,455.38,608.47,616.51
Current Portion of Long-Term Debt,30.36,34,46.09,50.01,43.82,90.39,45.83,100.82,122.05,184.21,193.04
Current Portion of Leases,59.77,55.43,64.26,45.17,43.41,50.06,44.35,-,-,-,-
Current Income Taxes Payable,13.42,2.37,40.2,38.74,38.71,29.68,14.74,17.86,20.55,30.37,48.37
Current Unearned Revenue,90.84,64.34,69.35,51.26,43.96,47.18,54.85,193.23,184.12,362.89,482.72
Other Current Liabilities,36.82,24.13,23.96,17.59,19.15,386.34,617.59,395.98,522.35,167.6,86.48
Total Current Liabilities,459.34,367.9,453.21,381.39,371.93,804.56,"1,045","1,190","1,375","1,440","1,548"
Long-Term Debt,9.67,17.89,61.42,133.92,64.72,852.69,"1,078","2,480","2,983","3,637","4,338"
Long-Term Leases,338.59,320.09,410.95,418.91,416.97,521.72,542.77,119.44,-,-,-
Pension & Post-Retirement Benefits,-,-,-,-,-,-,-,-,6.85,15.09,15
Long-Term Deferred Tax Liabilities,13.98,12.43,56.49,89.77,73.62,86.37,170.36,217.56,247.37,452.08,507.48
Other Long-Term Liabilities,175.46,185.21,194.41,172.5,142.79,439.91,844.28,696.9,778.41,496.71,623.03
Total Liabilities,997.04,903.52,"1,176","1,196","1,070","2,705","3,680","4,704","5,390","6,041","7,032"
Common Stock,0.59,0.6,0.63,0.92,0.92,0.91,0.91,0.9,0.75,0.53,0.53
Additional Paid-In Capital,"1,111","1,130","1,180","2,205","2,389","3,760","3,725","3,704","3,446","2,721","2,686"
Retained Earnings,357.95,291.64,41.86,39.24,15.52,-176.82,436.51,-530.92,-946.24,"-1,038","-1,410"
Treasury Stock,-,-,-,"-1,026",-744.17,-365.32,-271.11,-,-,-,-
Comprehensive Income & Other,-350.89,-462.21,-272.14,-442.42,-520.2,-941.99,"-1,074","-1,113",-925.56,"-1,052",-952.68
Total Common Equity,"1,119",959.55,950.07,776.23,"1,141","2,277","2,817","2,061","1,575",632.21,324.76
Minority Interest,0.85,-1.01,-0.93,-0.47,0.43,-11.16,-0.52,4.26,25.84,56.06,82.41
Shareholders' Equity,"1,120",958.54,949.14,775.76,"1,141","2,266","2,816","2,065","2,001","1,021",407.17
Total Liabilities & Equity,"2,117","1,862","2,126","1,972","2,211","4,971","6,496","6,770","7,391","7,062","7,439"
