Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"1,584","1,567","1,484","1,242","1,087","1,025","1,212","1,145","3,333","3,302","4,292"
Revenue Growth (YoY),2.01%,5.55%,19.48%,14.32%,6.03%,-15.44%,5.90%,-65.66%,0.95%,-23.06%,-2.79%
Cost of Revenue,990.14,976.82,936.54,775.93,684.96,597.88,741.48,776.26,"2,285","2,396","3,232"
Gross Profit,593.8,589.82,547.74,466.34,401.74,427.03,470.59,368.32,"1,048",905.87,"1,059"
"Selling, General & Admin",217.96,215.84,205.85,196.18,333.9,314.72,359.27,319.9,708.23,615.65,706.99
Operating Expenses,217.96,215.84,205.85,196.18,333.9,314.72,359.27,319.9,708.23,615.65,706.99
Operating Income,375.83,373.98,341.9,270.16,67.84,112.32,111.32,48.42,339.76,290.22,352.46
Interest Expense,-11.45,-18.1,-20.99,-16.42,-46.28,-100.89,-125.04,-188.43,-334.73,-390.53,-398.11
Interest & Investment Income,6.81,8.06,9.09,7.57,4.38,2.17,3.29,2.81,11.87,14.41,13.33
Earnings From Equity Investments,0.25,0.24,0.17,0.26,-,0.17,0.22,-,0.15,0.09,2.5
Currency Exchange Gain (Loss),-16.83,50.66,-75.7,-17.44,13.79,13.47,-8.13,0.7,3.23,77.3,-149.18
Other Non Operating Income (Expenses),1.7,1.22,-0.33,0.77,-26.21,-28.4,17.22,99.07,26.57,-5.03,-2.35
EBT Excluding Unusual Items,356.31,416.06,254.14,244.89,13.52,-1.16,-1.12,-37.43,46.86,-13.54,-181.35
Merger & Restructuring Charges,-,-,-,-,-,-89.65,-75.05,-75.21,-100.16,-,-15.5
Gain (Loss) on Sale of Assets,1.78,-1.3,3.57,1.36,-0.6,-7.28,-20.43,-,-10.49,398.08,-
Asset Writedown,-,-,-3.07,-0.14,-72.49,-351.97,-0.25,-,-4.43,-,-
Other Unusual Items,-0.03,-0.03,-,-,-77.94,-0.61,-22.6,-7.48,-8.39,-17.36,-1.26
Pretax Income,358.06,414.72,254.63,246.11,-137.51,-450.67,-119.44,-120.12,-76.62,367.18,-198.12
Income Tax Expense,152.78,118.98,137.6,185.39,145.57,-130.07,31.04,71.2,-92.99,34.44,117.73
Earnings From Continuing Operations,205.28,295.74,117.03,60.72,-283.08,-320.6,-150.48,-191.32,16.37,332.74,-315.85
Earnings From Discontinued Operations,0.54,0.65,-9.76,8.26,486.87,-298.1,"1,088",562.25,77.39,33.45,-
Net Income to Company,205.82,296.4,107.27,68.98,203.79,-618.7,937.66,370.93,93.76,366.19,-315.85
Minority Interest in Earnings,-2.11,0.08,0.32,0.6,-11.34,5.37,0.82,-0.86,-2.3,5.66,-0.4
Net Income,203.71,296.47,107.59,69.57,192.45,-613.33,938.48,370.07,91.47,371.85,-316.25
Preferred Dividends & Other Adjustments,-,-,-,-,0.09,-0.15,0.21,-11.29,298.5,1.54,6.17
Net Income to Common,203.71,296.47,107.59,69.57,192.36,-613.18,938.28,381.35,-207.03,370.31,-322.42
Net Income Growth,-16.75%,175.56%,54.64%,-63.85%,-,-,153.60%,304.60%,-75.40%,-,-
Shares Outstanding (Basic),149,153,157,168,190,210,222,213,172,133,133
Shares Outstanding (Diluted),150,154,158,168,190,210,222,213,172,134,133
Shares Change (YoY),-3.76%,-2.52%,-6.17%,-11.29%,-9.55%,-5.50%,4.30%,23.41%,28.27%,1.09%,0.25%
EPS (Basic),1.37,1.93,0.68,0.41,1.01,-2.92,4.23,1.79,-1.20,2.78,-2.43
EPS (Diluted),1.36,1.92,0.68,0.41,1.01,-2.93,4.23,1.74,-1.20,2.76,-2.44
EPS Growth,-13.39%,183.74%,65.77%,-59.36%,-,-,143.64%,-,-,-,-
Free Cash Flow,240.1,160.85,194.34,125.47,-206.53,184.93,184.13,158.81,-81.91,-48,-173.57
Free Cash Flow Per Share,1.60,1.04,1.23,0.75,-1.09,0.88,0.83,0.75,-0.47,-0.36,-1.31
Gross Margin,37.49%,37.65%,36.90%,37.54%,36.97%,41.66%,38.82%,32.18%,31.44%,27.43%,24.69%
Operating Margin,23.73%,23.87%,23.03%,21.75%,6.24%,10.96%,9.18%,4.23%,10.19%,8.79%,8.21%
Profit Margin,12.86%,18.92%,7.25%,5.60%,17.70%,-59.83%,77.41%,33.32%,-6.21%,11.21%,-7.51%
Free Cash Flow Margin,15.16%,10.27%,13.09%,10.10%,-19.00%,18.04%,15.19%,13.88%,-2.46%,-1.45%,-4.04%
EBITDA,445.31,442.22,411.51,329.29,169.02,195.45,193.3,132.99,540.9,490.02,635.4
EBITDA Margin,28.11%,28.23%,27.73%,26.51%,15.55%,19.07%,15.95%,11.62%,16.23%,14.84%,14.81%
D&A For EBITDA,69.48,68.24,69.62,59.13,101.18,83.14,81.98,84.57,201.13,199.81,282.95
EBIT,375.83,373.98,341.9,270.16,67.84,112.32,111.32,48.42,339.76,290.22,352.46
EBIT Margin,23.73%,23.87%,23.03%,21.75%,6.24%,10.96%,9.18%,4.23%,10.19%,8.79%,8.21%
Effective Tax Rate,42.67%,28.69%,54.04%,75.33%,-,-,-,-,-,9.38%,-
Advertising Expenses,-,88.48,75.93,61.87,53.63,45.32,53.82,52.54,222.68,221.48,278.3
