Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Interest Income on Loans,449.24,458.82,436.65,275.84,192.64,170.96,127.11,95.32,79.08,67.57,49.86
Interest Income on Investments,108.91,92.78,72.86,32.46,29.48,39.82,52.46,52.65,42.94,34.65,33.67
Total Interest Income,558.15,551.59,509.51,308.3,222.12,210.78,179.57,147.96,122.02,102.22,83.53
Interest Paid on Deposits,171.65,164.37,148.53,51.14,5.62,13.28,34.4,25.95,14.42,11.37,13.12
Interest Paid on Borrowings,8.77,10.98,6.93,8.32,5.62,2.64,3.88,1.17,0.92,0.88,0.48
Total Interest Expense,180.42,175.35,155.46,59.45,11.24,15.92,38.28,27.11,15.34,12.25,13.6
Net Interest Income,377.73,376.24,354.05,248.84,210.88,194.87,141.29,120.85,106.68,89.97,69.93
Net Interest Income Growth (YoY),0.97%,6.27%,42.28%,18.00%,8.22%,37.92%,16.91%,13.28%,18.58%,28.65%,17.68%
Gain (Loss) on Sale of Investments,-,-,-,-,-,-0.05,-,-3.65,2.21,-34.36,16.16
Other Non-Interest Income,310.87,154.78,108.35,92.15,89.86,88.54,80.06,68.32,65.53,69.17,65.82
Total Non-Interest Income,313.1,157.51,112.09,105.68,104.75,84.62,104.13,153.8,92.45,42.84,99.54
Non-Interest Income Growth (YoY),162.67%,40.52%,6.07%,0.89%,23.79%,-18.74%,-32.30%,66.36%,115.82%,-56.96%,17.03%
Revenues Before Loan Losses,690.83,533.76,466.15,354.52,315.63,279.48,245.42,274.64,199.13,132.8,169.47
Provision for Loan Losses,167.67,38.37,18.33,7.11,3.11,6.35,4.4,3.59,2.92,3.36,2.1
Revenue,523.16,495.38,447.82,347.42,312.52,273.13,241.02,271.06,196.21,129.44,167.37
Revenue Growth (YoY),10.84%,10.62%,28.90%,11.17%,14.42%,13.33%,-11.08%,38.15%,51.58%,-22.66%,16.82%
Salaries and Employee Benefits,123.03,116.61,109.66,97.78,97.37,95.31,88.57,76.37,72.59,79.19,66.42
Occupancy Expenses,4.51,4.16,3.07,2.9,2.9,3.2,3.7,4,4.45,4.98,4.75
Federal Deposit Insurance,4.12,3.58,2.96,3.27,5.59,9.81,7.03,8.82,10.1,10.09,11.32
Amortization of Goodwill & Intangibles,-,-,-,-,0.4,0.56,1.53,1.53,1.53,1.4,1.19
"Selling, General & Administrative",61.68,53.81,49.87,43.29,45.65,41.71,43.2,44.2,47.24,53.43,44.43
Other Non-Interest Expense,25.11,24.78,24.16,19.36,16.44,14.26,14.69,16.26,15.58,49.83,62.99
Total Non-Interest Expense,218.45,202.94,191.04,166.6,168.35,164.85,158.71,151.17,151.49,198.92,191.09
EBT Excluding Unusual Items,304.71,292.44,256.77,180.82,144.17,108.28,82.3,119.89,44.72,-69.48,-23.72
Legal Settlements,-0.28,-0.28,-,-1.15,-,-,-,-,-,-,-
Other Unusual Items,-,-,-,-1.75,-,-,-9.81,-0.11,-3.43,-,-3
Pretax Income,304.43,292.16,256.77,177.91,144.17,108.28,72.49,119.78,40.39,-69.48,6.81
Income Tax Expense,76.6,74.62,64.48,47.7,33.72,27.69,21.23,32.24,23.06,-12.66,1.45
Earnings From Continuing Operations,227.83,217.54,192.3,130.21,110.44,80.6,51.27,87.54,17.34,-56.82,5.36
Earnings From Discontinued Operations,-,-,-,-,0.21,-0.51,0.29,1.14,4.34,-39.68,8.07
Net Income,227.83,217.54,192.3,130.21,110.65,80.08,51.56,88.68,21.67,-96.49,13.43
Net Income to Common,227.83,217.54,192.3,130.21,110.65,80.08,51.56,88.68,21.67,-96.49,13.43
Net Income Growth,10.78%,13.13%,47.68%,17.68%,38.17%,55.33%,-41.86%,309.16%,-,-,-76.48%
Basic Shares Outstanding,47,50,55,57,57,57,57,56,56,45,38
Diluted Shares Outstanding,48,51,55,57,59,58,57,57,56,45,38
Shares Change (YoY),-8.59%,-7.88%,-3.87%,-2.65%,0.72%,1.87%,0.47%,1.59%,26.05%,17.05%,-0.67%
EPS (Basic),4.86,4.35,3.53,2.30,1.93,1.39,0.91,1.57,0.39,-2.17,0.36
EPS (Diluted),4.78,4.29,3.49,2.27,1.88,1.37,0.90,1.55,0.39,-2.17,0.35
EPS Growth,21.10%,22.92%,53.74%,20.51%,37.37%,53.20%,-42.25%,300.32%,-,-,-76.39%
Effective Tax Rate,25.16%,25.54%,25.11%,26.81%,23.39%,25.57%,29.28%,26.92%,57.08%,-,21.29%
