Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,10.16,6.06,4.82,24.06,5.38,345.52,629.77,260.1,579.92,676.76,888.36
Investment Securities,240.46,280.08,406.48,417.6,456.47,455.07,486.37,453.66,621,888.73,833.98
Trading Asset Securities,-,-,0.29,-,-,-,-,1.68,-,-,-
Mortgage-Backed Securities,"1,144","1,223",341.06,348.42,497.24,782.39,957.87,926.37,898.65,619.48,508.23
Total Investments,"1,384","1,503",747.82,766.02,953.71,"1,237","1,444","1,382","1,520","1,508","1,342"
Gross Loans,"6,673","6,114","5,361","5,487","3,747","2,652","1,824","1,502","1,392","1,223","1,078"
Allowance for Loan Losses,-64.15,-44.85,-27.38,-22.37,-17.81,-16.08,-10.24,-8.65,-7.1,-6.33,-4.4
Net Loans,"6,608","6,069","5,334","5,464","3,729","2,636","1,814","1,493","1,385","1,217","1,074"
"Property, Plant & Equipment",25.95,27.57,27.47,18.4,16.16,17.61,17.54,18.9,20.05,24.13,21.63
Goodwill,0.26,0.26,0.26,0.26,0.26,0.26,-,-,-,-,-
Other Intangible Assets,0.69,5.99,6.09,7.39,7.88,8.18,9.82,10.05,13.58,16.81,4.93
Loans Held for Sale,142.66,223.12,332.77,589.14,"1,388","1,811","1,181",688.47,503.32,663.14,489.94
Accrued Interest Receivable,43.83,41.71,37.53,32.01,17.87,20.46,13.62,12.75,10.9,10.59,9.47
Restricted Cash,74.52,564.06,"1,033",864.13,596.4,-,314.7,294.2,264.7,283.1,266.8
Other Current Assets,-,-,-,-,3.27,113.65,140.66,197.83,304.31,360.71,583.91
Long-Term Deferred Tax Assets,10.03,18.87,21.22,19.7,12.67,9.76,12.54,21.62,34.8,55.67,36.21
Other Real Estate Owned & Foreclosed,61.97,62.03,16.95,21.21,18.87,-,-,-,0.45,0.1,-
Other Long-Term Assets,211.36,190.6,128.14,83.58,91.27,75.53,74.2,57.85,70.34,40.71,47.63
Total Assets,"8,599","8,728","7,706","7,903","6,843","6,277","5,657","4,438","4,708","4,858","4,766"
Interest Bearing Deposits,"7,331","7,746","6,681","6,700","5,977","5,462","5,052","3,936","4,261","4,238","4,415"
Institutional Deposits,-,-,-,330,-,-,-,-,-,-,-
Total Deposits,"7,331","7,746","6,681","7,030","5,977","5,462","5,052","3,936","4,261","4,238","4,415"
Short-Term Borrowings,200,-,0.04,0.04,0.04,0.04,0.08,0.09,0.22,0.27,0.93
Current Portion of Long-Term Debt,-,96.21,-,-,-,-,-,-,-,-,-
Long-Term Debt,209.86,14.08,134.42,109.08,138.2,138.59,40.99,41.67,42.32,263.1,-
Trust Preferred Securities,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4,13.4
Other Long-Term Liabilities,67.21,68.02,69.64,56.34,62.23,81.58,65.96,40.25,67.22,44.07,16.74
Total Liabilities,"7,821","7,938","6,898","7,209","6,191","5,696","5,172","4,031","4,384","4,559","4,446"
Common Stock,48.4,47.71,53.2,55.69,57.37,57.55,56.94,56.45,55.86,55.42,37.86
Additional Paid-In Capital,19.4,3.23,212.43,299.28,349.69,377.45,371.63,366.18,363.2,360.56,300.55
Retained Earnings,951.08,779.16,561.62,369.32,239.11,128.45,50.74,-0.82,-89.49,-111.94,-15.45
Treasury Stock,-249.53,-22.68,-,-,-,-,-0.87,-0.87,-0.87,-0.87,-0.87
Comprehensive Income & Other,8.81,-17.64,-19.97,-30.26,6.29,17.71,6.05,-14.17,-4.56,-4.21,-2.09
Shareholders' Equity,778.16,789.78,807.28,694.03,652.45,581.16,484.5,406.78,324.15,298.96,320
Total Liabilities & Equity,"8,599","8,728","7,706","7,903","6,843","6,277","5,657","4,438","4,708","4,858","4,766"
Total Debt,423.26,123.7,147.86,122.52,151.65,152.03,54.47,55.17,55.94,276.77,14.33
Net Cash (Debt),-413.1,-117.63,-142.76,-98.46,-146.26,193.48,575.3,206.62,588.29,439.19,874.04
Net Cash Growth,-,-,-,-,-,-66.37%,178.44%,-64.88%,33.95%,-49.75%,9.12%
Net Cash Per Share,-8.68,-2.32,-2.59,-1.72,-2.49,3.31,10.03,3.62,10.47,9.85,22.96
Filing Date Shares Outstanding,43.92,47.31,52.75,55.59,57.4,57.24,57.3,56.47,56.15,55.65,37.88
Total Common Shares Outstanding,44.53,47.31,53.2,55.69,57.37,57.55,56.84,56.35,55.76,55.32,37.76
Book Value Per Share,17.48,16.69,15.17,12.46,11.37,10.10,8.52,7.22,5.81,5.40,8.47
Tangible Book Value,777.21,783.53,800.93,686.38,644.31,572.72,474.68,396.73,310.57,282.16,315.07
Tangible Book Value Per Share,17.45,16.56,15.05,12.33,11.23,9.95,8.35,7.04,5.57,5.10,8.34
