Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,579.5,666.3,693.52,565.69,283.39,168.92,230.21,227.57,61.04,5.22,-
Revenue Growth (YoY),-16.99%,-3.93%,22.60%,99.61%,67.77%,-26.63%,1.16%,272.85%,1070.17%,-,-
Cost of Revenue,482.41,533.29,493.79,332.96,195.41,145.5,162.47,176.56,60.52,4.4,-
Gross Profit,97.1,133,199.73,232.73,87.98,23.41,67.74,51.02,0.52,0.82,-
"Selling, General & Admin",65.01,53.19,48.83,40.03,21.63,21.02,18.18,14.01,12.59,7.45,1.32
Other Operating Expenses,1.61,1.47,1.4,1.12,0.62,0.57,0.51,0.49,0.66,0.65,1.01
Operating Expenses,135,120.27,104.49,82.34,48.45,42.51,38.21,26.92,16.41,8.35,2.33
Operating Income,-37.9,12.74,95.25,150.39,39.53,-19.09,29.53,24.1,-15.89,-7.53,-2.33
Interest Expense,-8.91,-6.12,-8.9,-6.83,-2.56,-1.22,-1.19,-1.43,-,-0.12,-0
Interest & Investment Income,-,-,-,-,-,-,-,-,0.27,0.14,-
Other Non Operating Income (Expenses),2.62,4.41,1.32,0.52,2.02,3.48,1.76,2.52,0.2,-,-
EBT Excluding Unusual Items,-44.19,11.02,87.66,144.08,39,-16.84,30.1,25.19,-15.42,-7.52,-2.34
Gain (Loss) on Sale of Assets,-,-,-,2.11,-,-,-,-,-,-,-
Legal Settlements,3.9,3.9,-,-,-,-,-,-,-,-,-
Other Unusual Items,-,-,-,-,5.41,8.44,-,-,-,-,-
Pretax Income,-40.29,14.92,104.66,146.2,44.41,-8.39,30.1,25.19,-15.42,-7.52,-2.34
Income Tax Expense,-7.41,3.73,22.35,30.15,4.65,-3.48,5.16,0.11,-,-,-
Net Income,-32.88,11.19,82.31,116.04,39.76,-4.91,24.93,25.07,-15.42,-7.52,-2.34
Preferred Dividends & Other Adjustments,-0.37,-,2.77,-,-,-,-,-,-,-,-
Net Income to Common,-32.51,11.19,79.54,116.04,39.76,-4.91,24.93,25.07,-15.42,-7.52,-2.34
Net Income Growth,-,-86.40%,-29.07%,191.86%,-,-,-0.56%,-,-,-,-
Shares Outstanding (Basic),55,52,48,44,44,42,41,40,38,39,-
Shares Outstanding (Diluted),55,54,49,45,44,42,41,40,38,39,-
Shares Change (YoY),11.78%,10.51%,8.60%,1.00%,4.23%,3.97%,1.43%,7.14%,-3.80%,-,-
EPS (Basic),-0.60,0.22,1.67,2.63,0.90,-0.12,0.61,0.63,-0.41,-0.19,-
EPS (Diluted),-0.60,0.21,1.64,2.60,0.90,-0.12,0.61,0.62,-0.41,-0.19,-
EPS Growth,-,-87.27%,-36.98%,188.89%,-,-,-1.61%,-,-,-,-
Free Cash Flow,-29.43,42.33,77,52.06,-6.27,-11.44,-3.34,-11.95,-83.51,-20.58,-6.77
Free Cash Flow Per Share,-0.54,0.79,1.59,1.17,-0.14,-0.27,-0.08,-0.30,-2.22,-0.53,-
Dividend Per Share,0.344,0.550,0.500,0.453,-,-,-,-,-,-,-
Dividend Growth,-36.05%,10.00%,10.38%,-,-,-,-,-,-,-,-
Gross Margin,16.75%,19.96%,28.80%,41.14%,31.05%,13.86%,29.43%,22.42%,0.84%,15.70%,-
Operating Margin,-6.54%,1.91%,13.73%,26.58%,13.95%,-11.30%,12.83%,10.59%,-26.04%,-144.36%,-
Profit Margin,-5.61%,1.68%,11.47%,20.51%,14.03%,-2.90%,10.83%,11.02%,-25.26%,-144.08%,-
Free Cash Flow Margin,-5.08%,6.35%,11.10%,9.20%,-2.21%,-6.77%,-1.45%,-5.25%,-136.82%,-394.63%,-
EBITDA,32.09,79.82,150.9,192.7,66.35,2.39,49.56,37.01,-12.33,-7.05,-2.26
EBITDA Margin,5.54%,11.98%,21.76%,34.06%,23.41%,1.41%,21.53%,16.26%,-20.21%,-135.14%,-
D&A For EBITDA,69.99,67.08,55.66,42.31,26.82,21.48,20.03,12.92,3.56,0.48,0.07
EBIT,-37.9,12.74,95.25,150.39,39.53,-19.09,29.53,24.1,-15.89,-7.53,-2.33
EBIT Margin,-6.54%,1.91%,13.73%,26.58%,13.95%,-11.30%,12.83%,10.59%,-26.04%,-144.36%,-
Effective Tax Rate,-,24.99%,21.35%,20.63%,10.46%,-,17.15%,0.45%,-,-,-
Revenue as Reported,-,-,-,-,-,-,-,-,-,5.22,-
