Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,193.85,33.01,41.96,35.61,21.89,5.3,5.53,6.95,5.93,5.2,0.99
Short-Term Investments,-,-,-,-,-,-,-,-,5.2,55.24,-
Cash & Short-Term Investments,193.85,33.01,41.96,35.61,21.89,5.3,5.53,6.95,11.13,60.43,0.99
Cash Growth,747.82%,-21.34%,17.83%,62.68%,313.04%,-4.19%,-20.41%,-37.57%,-81.58%,5982.23%,-
Accounts Receivable,43.61,73.58,96.87,41.17,44.45,20.3,19.26,10.73,7.17,0.91,-
Other Receivables,-,-,-,14.6,-,-,-,-,-,-,-
Receivables,43.61,73.58,96.87,55.77,44.45,20.3,19.26,10.73,7.17,0.91,-
Inventory,81.57,43.36,37.16,44.97,15.79,11.95,15.26,14.19,10.06,1.52,-
Prepaid Expenses,4.2,12.99,12.95,10.23,3.73,3.54,2.74,2.73,1.1,0.39,0.26
Restricted Cash,0.8,0.8,0.8,0.9,0.9,1.41,1.33,0.43,-,-,-
Other Current Assets,4.7,3.9,-,-,-,-,0.2,-,-,-,-
Total Current Assets,328.73,167.63,189.74,147.49,86.76,42.5,44.32,35.02,29.46,63.26,1.25
"Property, Plant & Equipment",508.98,495.78,469.91,443.44,236.23,180.64,178.2,149.21,115.45,46.43,13.96
Long-Term Investments,-,-,-,-,-,-,-,-,-,5.2,-
Long-Term Deferred Charges,-,-,-,-,-,-,-,-,-,2.25,3.09
Other Long-Term Assets,11.95,11.27,6.18,5.41,6.04,5.48,4.29,4.02,3.19,2.07,2.05
Total Assets,849.66,674.69,665.84,596.34,329.03,228.62,226.81,188.24,148.1,119.21,20.35
Accounts Payable,41.68,48.86,51.62,34.83,15.35,11.74,10.66,16.39,19.53,8.96,0.64
Accrued Expenses,58.47,61.37,52.09,41.68,19.67,12.37,12.3,8.38,2.82,1.3,0.27
Short-Term Debt,-,-,-,-,-,-,-,-,-,0.5,-
Current Portion of Long-Term Debt,0.14,0.36,56.53,75.64,7.67,4.87,3.33,5,-,-,-
Current Portion of Leases,8.97,6.51,5.59,6.09,3.49,0.08,0.1,-,-,-,-
Other Current Liabilities,1.32,5.34,4.15,4.61,0.49,0.05,0.02,0.07,0.07,4.6,-
Total Current Liabilities,110.57,122.43,169.99,162.85,46.66,29.11,26.41,29.85,22.43,15.36,0.91
Long-Term Debt,116.32,88.19,33.65,51.59,35.7,12.58,9.61,4.47,-,10.63,-
Long-Term Leases,10.96,8.61,5.37,5.5,4.6,0.03,0.1,-,-,-,-
Long-Term Deferred Tax Liabilities,46.39,56.03,54.35,35.64,6.41,1.76,5.27,0.11,-,-,-
Other Long-Term Liabilities,38.52,36.63,32.88,31.57,24.59,16.04,15.34,12.71,12.28,9.43,12.78
Total Liabilities,322.74,311.88,296.23,287.14,117.96,59.53,56.73,47.14,34.7,35.42,13.69
Common Stock,0.55,0.53,0.53,0.44,0.44,0.43,0.41,0.4,0.4,-,6.66
Additional Paid-In Capital,509.27,292.74,277.13,168.71,163.57,158.86,154.96,150.93,148.29,13.27,-
Retained Earnings,17.09,69.53,91.94,140.05,47.07,9.81,14.72,-10.22,-35.29,-18.25,-
Total Common Equity,526.91,362.81,369.61,309.2,211.07,169.1,170.08,141.11,113.4,-4.99,6.66
Shareholders' Equity,526.91,362.81,369.61,309.2,211.07,169.1,170.08,141.11,113.4,83.79,6.66
Total Liabilities & Equity,849.66,674.69,665.84,596.34,329.03,228.62,226.81,188.24,148.1,119.21,20.35
Total Debt,136.38,103.67,101.13,138.82,51.46,17.56,13.15,9.47,-,11.13,-
Net Cash (Debt),57.47,-70.66,-59.17,-103.21,-29.57,-12.26,-7.62,-2.52,11.13,49.31,0.99
Net Cash Growth,-,-,-,-,-,-,-,-,-77.42%,4862.16%,-
Net Cash Per Share,1.05,-1.32,-1.22,-2.31,-0.67,-0.29,-0.19,-0.06,0.30,1.26,-
Filing Date Shares Outstanding,66,54.11,53.41,44.45,44.27,42.64,40.95,40.84,40.08,39.06,-
Total Common Shares Outstanding,66.01,53.49,53.13,44.16,44.09,42.71,40.93,40.08,39.56,39.06,-
Working Capital,218.16,45.21,19.75,-15.36,40.1,13.39,17.91,5.17,7.04,47.9,0.34
Book Value Per Share,7.98,6.78,6.96,7.00,4.79,3.96,4.16,3.52,2.87,-0.13,-
Tangible Book Value,526.91,362.81,369.61,309.2,211.07,169.1,170.08,141.11,113.4,-4.99,6.66
Tangible Book Value Per Share,7.98,6.78,6.96,7.00,4.79,3.96,4.16,3.52,2.87,-0.13,-
Machinery,373.89,331.9,290.06,232.89,167.02,155.17,142.77,109.91,80.46,19.2,1.89
Construction In Progress,17.58,31.05,13.98,34.7,9.97,7.25,11.99,12.07,7.63,11.85,-
