Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"1,570","1,514","1,422","1,478","1,372","1,199","1,258","1,192","1,306","1,257","1,214"
Revenue Growth (YoY),4.90%,6.45%,-3.77%,7.69%,14.49%,-4.71%,5.53%,-8.70%,3.85%,3.54%,0.78%
Operations & Maintenance,243.61,227.84,220.52,221.43,208.3,202.99,209.05,-,-,-,-
"Selling, General & Admin",152.62,137.44,117.36,113.78,101.87,94.12,109.18,307.12,294.8,293.86,318.28
Depreciation & Amortization,244.62,227.64,210.47,195.02,187.47,179.64,172.92,174.48,166.14,159.34,144.7
Other Operating Expenses,571.77,594.53,576.9,676.06,605.19,485.37,497.51,443.93,583.04,549.07,506.31
Total Operating Expenses,"1,213","1,187","1,125","1,206","1,103",962.13,988.66,925.52,"1,044","1,002",969.28
Operating Income,357.16,326.47,296.89,271.56,269.48,236.54,269.25,266.49,261.67,254.98,245.02
Interest Expense,-146.55,-131.67,-114.62,-100.11,-93.67,-96.81,-95.07,-91.99,-92.26,-94.97,-92.15
Net Interest Expense,-146.55,-131.67,-114.62,-100.11,-93.67,-96.81,-95.07,-91.99,-92.26,-94.97,-92.15
Other Non-Operating Income (Expenses),11.01,19.88,19.4,10.96,14.45,4.52,8.01,3.75,6.67,-3.48,7.58
EBT Excluding Unusual Items,221.62,214.67,201.67,182.4,190.26,144.25,182.2,178.25,176.07,156.53,160.45
Insurance Settlements,-,-,-,-,-,-,-,-,-,-,20.8
Pretax Income,223.48,214.67,201.67,182.4,190.26,144.25,182.2,178.25,176.07,156.53,181.25
Income Tax Expense,6.53,-9.44,7.54,-0.61,3.42,-10.97,-19.93,-18.71,13.37,-7.65,30.04
Net Income,216.95,224.11,194.13,183.01,186.84,155.22,202.12,196.96,162.7,164.17,151.21
Net Income to Common,216.95,224.11,194.13,183.01,186.84,155.22,202.12,196.96,162.7,164.17,151.21
Net Income Growth,-4.30%,15.44%,6.08%,-2.05%,20.38%,-23.21%,2.62%,21.05%,-0.90%,8.57%,25.29%
Shares Outstanding (Basic),61,61,60,56,52,51,50,50,49,48,47
Shares Outstanding (Diluted),61,61,60,56,52,51,51,50,49,48,48
Shares Change (YoY),0.22%,1.68%,7.22%,8.52%,2.30%,-0.09%,1.02%,3.25%,0.37%,1.63%,18.18%
EPS (Basic),3.54,3.66,3.22,3.28,3.61,3.07,4.01,3.94,3.35,3.40,3.20
EPS (Diluted),3.53,3.65,3.22,3.25,3.60,3.06,3.98,3.92,3.34,3.39,3.17
EPS Growth,-4.57%,13.41%,-0.98%,-9.72%,17.65%,-23.12%,1.53%,17.36%,-1.47%,6.94%,6.02%
Free Cash Flow,-122.15,-142.5,-77.66,-207.9,-214.35,-53.61,-19.3,98.02,46.3,-1.1,56.11
Free Cash Flow Per Share,-1.99,-2.32,-1.29,-3.69,-4.13,-1.06,-0.38,1.95,0.95,-0.02,1.18
Dividend Per Share,2.630,2.600,2.560,2.520,2.480,2.400,2.300,2.200,2.100,2.000,1.920
Dividend Growth,1.54%,1.56%,1.59%,1.61%,3.33%,4.35%,4.54%,4.76%,5.00%,4.17%,20.00%
Profit Margin,13.82%,14.80%,13.65%,12.38%,13.61%,12.95%,16.07%,16.52%,12.46%,13.06%,12.45%
Free Cash Flow Margin,-7.78%,-9.41%,-5.46%,-14.07%,-15.62%,-4.47%,-1.53%,8.22%,3.55%,-0.09%,4.62%
EBITDA,601.77,554.1,507.36,466.58,456.95,416.19,442.17,440.96,427.81,414.31,389.72
EBITDA Margin,38.34%,36.60%,35.68%,31.57%,33.30%,34.72%,35.15%,36.99%,32.77%,32.95%,32.09%
D&A For EBITDA,244.62,227.64,210.47,195.02,187.47,179.64,172.92,174.48,166.14,159.34,144.7
EBIT,357.16,326.47,296.89,271.56,269.48,236.54,269.25,266.49,261.67,254.98,245.02
EBIT Margin,22.75%,21.56%,20.88%,18.38%,19.64%,19.73%,21.40%,22.36%,20.04%,20.28%,20.18%
Effective Tax Rate,2.92%,-,3.74%,-,1.80%,-,-,-,7.59%,-,16.57%
Revenue as Reported,"1,570","1,514","1,422","1,478","1,372","1,199","1,258","1,192","1,306","1,257","1,214"
