Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,6.2,4.28,9.16,8.49,2.82,5.81,5.15,7.86,8.47,5.08,11.98
Accounts Receivable,159.06,187.76,212.26,244.95,198.67,168.23,167.41,162.37,182.28,159.56,154.41
Inventory,135,122.94,114.54,107.36,80.61,61.01,53.93,50.82,52.43,49.21,53.46
Prepaid Expenses,46,38.61,25.4,28.04,24.21,17.37,13.9,-,-,-,-
Restricted Cash,24.27,24.73,16.02,13.97,15.94,11.29,6.93,7.45,3.56,4.43,6.63
Other Current Assets,73.36,39.85,29.63,136.01,115.54,44.97,54.43,49.19,49.62,61.93,60.18
Total Current Assets,443.9,418.19,407.01,538.82,437.8,308.68,301.73,277.69,296.36,280.2,286.66
"Property, Plant & Equipment","6,662","6,398","6,040","5,657","5,247","4,953","4,701","4,521","4,358","4,215","4,059"
Regulatory Assets,756.84,764.41,743.95,716.57,690.69,701.44,656.92,437.58,354.32,602.94,517.22
Goodwill,367.93,357.59,357.59,357.59,357.59,357.59,357.59,357.59,357.59,357.59,357.59
Other Long-Term Assets,68.56,59.06,52.31,47.32,47.14,68.8,66.33,50.21,54.39,43.71,43.73
Total Assets,"8,299","7,998","7,601","7,318","6,780","6,389","6,083","5,644","5,421","5,499","5,265"
Accounts Payable,93.54,111.79,124.34,201.5,115.24,100.39,96.69,87.04,85.16,79.31,74.51
Accrued Expenses,303.96,238.32,249.09,227.36,207.87,193.28,202.02,216.79,210.05,205.37,183.99
Short-Term Debt,150,100,-,-,-,100,-,-,319.56,300.81,229.87
Current Portion of Long-Term Debt,104.95,299.95,99.95,144.53,-,-,-,-,-,-,-
Current Portion of Leases,2.8,3.6,3.34,3.1,2.88,2.67,2.48,2.3,2.13,1.98,1.84
Other Current Liabilities,29.33,48.55,58.18,44.36,53.66,70.09,33.08,40.88,15.34,26.36,80.99
Total Current Liabilities,684.57,802.2,534.9,620.85,379.64,466.42,334.27,347.01,632.24,613.83,571.2
Long-Term Debt,"3,044","2,695","2,685","2,474","2,541","2,315","2,233","2,102","1,793","1,793","1,768"
Long-Term Leases,-,1.87,5.46,8.8,11.9,14.77,17.44,19.92,22.21,24.35,26.33
Pension & Post-Retirement Benefits,-,56.6,75.3,84.73,96.15,136.63,128.85,125.81,111.2,120.12,131.89
Long-Term Deferred Tax Liabilities,720.83,663.43,600.52,538.98,499.63,471.78,447.99,394.62,340.73,575.58,501.53
Other Long-Term Liabilities,969.17,920.38,914.52,924.89,911.93,905.49,882.57,712.3,722.2,695.87,665.39
Total Liabilities,"5,419","5,140","4,815","4,653","4,441","4,310","4,044","3,702","3,622","3,823","3,665"
Common Stock,0.65,0.65,0.65,0.63,0.58,0.54,0.54,0.54,0.53,0.52,0.52
Additional Paid-In Capital,"2,091","2,084","2,079","1,999","1,716","1,514","1,509","1,499","1,445","1,384","1,376"
Retained Earnings,892.4,877.02,811.5,771.41,728.47,670.11,635.25,548.25,458.35,396.92,325.91
Treasury Stock,-97.48,-97.39,-97.93,-98.39,-98.25,-98.08,-96.02,-95.55,-96.38,-95.77,-93.95
Comprehensive Income & Other,-6.36,-6.7,-7.66,-7.85,-7.31,-7.27,-9.65,-9.93,-8.77,-9.71,-8.6
Shareholders' Equity,"2,880","2,858","2,785","2,665","2,340","2,079","2,039","1,942","1,799","1,676","1,600"
Total Liabilities & Equity,"8,299","7,998","7,601","7,318","6,780","6,389","6,083","5,644","5,421","5,499","5,265"
Total Debt,"3,302","3,101","2,793","2,631","2,556","2,433","2,253","2,125","2,137","2,120","2,026"
Net Cash (Debt),"-3,296","-3,096","-2,784","-2,622","-2,553","-2,427","-2,248","-2,117","-2,129","-2,115","-2,014"
Net Cash Per Share,-53.61,-50.45,-46.13,-46.58,-49.23,-47.86,-44.29,-42.13,-43.75,-43.64,-42.23
Filing Date Shares Outstanding,61.41,61.33,61.26,59.77,54.08,50.62,50.48,50.35,49.4,48.35,48.18
Total Common Shares Outstanding,61.4,61.32,61.25,59.74,54.06,50.59,50.45,50.32,49.37,48.33,48.17
Working Capital,-240.67,-384.01,-127.89,-82.02,58.15,-157.74,-32.54,-69.32,-335.88,-333.64,-284.54
Book Value Per Share,46.90,46.60,45.48,44.61,43.28,41.10,40.42,38.60,36.44,34.68,33.22
Tangible Book Value,"2,512","2,500","2,428","2,308","1,982","1,722","1,682","1,585","1,441","1,319","1,243"
Tangible Book Value Per Share,40.91,40.77,39.64,38.62,36.67,34.03,33.33,31.49,29.19,27.28,25.79
Land,-,-,-,-,-,157.38,156.07,149.64,148.51,138.96,135.93
Buildings,-,-,-,-,-,303.1,278.16,264.21,242.04,225,219.91
Machinery,-,"8,613","7,923","7,532","7,023","5,710","5,478","5,220","5,036","4,787","4,626"
Construction In Progress,-,164.77,377.24,311.65,294.62,173.49,96.42,110.08,69.9,117,75.69
