Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Interest Income on Loans,"2,262","2,221","1,950","1,182",924.04,919.74,955.39,850.47,578.29,335.74,232.85
Interest Income on Investments,506.47,477.04,403,191.44,107.17,101.3,112.55,96.25,57.85,27.87,22.32
Total Interest Income,"2,769","2,698","2,353","1,374","1,031","1,021","1,068",946.72,636.14,363.61,255.17
Interest Paid on Deposits,"1,140","1,203",983.12,204.12,54.12,135.55,231.64,151.04,59.58,23.92,13.21
Interest Paid on Borrowings,124.24,129.05,108.13,40.52,44.7,63.71,70.15,59.33,33.25,14.7,5.33
Total Interest Expense,"1,264","1,333","1,091",244.64,98.81,199.25,301.79,210.38,92.83,38.62,18.54
Net Interest Income,"1,505","1,366","1,262","1,129",932.4,821.79,766.14,736.34,543.31,324.99,236.63
Net Interest Income Growth (YoY),14.07%,8.20%,11.76%,21.12%,13.46%,7.26%,4.05%,35.53%,67.17%,37.34%,22.62%
Trust Income,38.03,33.22,26.68,23.51,20.72,16.5,14.18,13.14,8.66,6.33,5.46
Gain (Loss) on Sale of Assets,0.45,2.26,86.05,0.46,0.02,-,-,-,-,-,-
Gain (Loss) on Sale of Investments,-0.29,-54.74,-10.94,16.26,23.87,2.06,-3.15,0.52,-7.9,0.93,0.55
Gain (Loss) on Sale of Equity Investments,99.12,63.17,85.4,145.47,122.27,83.54,90.11,51.22,37.96,31.4,20.59
Other Non-Interest Income,269.83,256.74,190.33,178.49,155.12,121.42,103.08,85.31,67.52,52.09,39.51
Total Non-Interest Income,483.37,371.18,433.25,416.12,395.73,317.84,265.33,200.85,144.9,121,86.53
Non-Interest Income Growth (YoY),42.70%,-14.33%,4.12%,5.15%,24.51%,19.79%,32.10%,38.61%,19.75%,39.84%,64.50%
Revenues Before Loan Losses,"1,988","1,737","1,695","1,545","1,328","1,140","1,031",937.19,688.21,446,323.16
Provision for Loan Losses,102.8,120.59,93.6,67.93,16.13,203.82,27.28,34.38,23.66,18.33,9.19
Revenue,"1,885","1,616","1,602","1,477","1,312",935.81,"1,004",902.82,664.55,427.67,313.97
Revenue Growth (YoY),21.58%,0.90%,8.41%,12.61%,40.20%,-6.81%,11.23%,35.85%,55.39%,36.21%,29.77%
Salaries and Employee Benefits,662.95,580.1,489.95,470.62,411.05,315.75,292.13,254.04,190.12,129.85,98.59
Amortization of Goodwill & Intangibles,5.76,6.25,7.09,7.81,8.52,9.79,9.91,10.55,8.82,4.28,1.97
"Selling, General & Administrative",274.59,245.65,215.92,180.47,141.29,125.72,127.2,111.44,87.69,56.51,42.67
Other Non-Interest Expense,175.54,202.75,174.5,120.82,99.96,89.47,71.68,67.86,47.01,33.51,23.15
Total Non-Interest Expense,"1,119","1,035",887.77,780,660.1,549.29,505.15,444.61,334.72,224.54,166.08
EBT Excluding Unusual Items,765.94,581.21,714.01,697.49,651.91,386.53,499.04,458.21,329.83,203.13,147.89
Other Unusual Items,-,-,-,-,-,-15.17,-,-,-,-,-
Pretax Income,758.22,581.21,714.01,697.49,651.91,371.36,497.54,449.95,297.99,191.38,143.1
Income Tax Expense,134.87,106.15,151.85,136.75,124.58,59.04,96.66,90.51,124.01,64.16,47.59
Net Income,623.34,475.06,562.15,560.74,527.32,312.32,400.88,359.44,173.98,127.23,95.51
Preferred Dividends & Other Adjustments,15.19,15.19,15.19,15.19,15.19,7.6,-,-,-,-,-
Net Income to Common,608.15,459.86,546.96,545.55,512.13,304.73,400.88,359.44,173.98,127.23,95.51
Net Income Growth,48.85%,-15.49%,0.25%,6.34%,68.84%,-22.09%,11.53%,106.60%,36.75%,33.21%,35.53%
Basic Shares Outstanding,77,76,76,76,75,75,76,77,64,43,37
Diluted Shares Outstanding,78,77,77,76,76,76,77,77,64,44,38
Shares Change (YoY),0.76%,0.63%,0.68%,0.27%,0.36%,-1.44%,-0.89%,20.40%,47.10%,15.16%,8.11%
EPS (Basic),7.92,6.01,7.20,7.20,6.79,4.04,5.25,4.66,2.73,2.96,2.58
EPS (Diluted),7.83,5.96,7.14,7.17,6.75,4.03,5.22,4.64,2.70,2.91,2.52
EPS Growth,49.26%,-16.53%,-0.42%,6.22%,67.49%,-22.80%,12.50%,71.85%,-7.22%,15.48%,25.37%
Dividend Per Share,0.940,0.880,0.880,0.880,0.720,0.640,0.640,0.580,0.560,0.560,0.480
Dividend Growth,6.82%,-,-,22.22%,12.50%,-,10.35%,3.57%,-,16.67%,50.00%
Effective Tax Rate,17.79%,18.26%,21.27%,19.61%,19.11%,15.90%,19.43%,20.11%,41.62%,33.52%,33.26%
