Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,441.63,398.99,266.72,215.04,144.31,48.96,12.99,0.13,-,-,-
Revenue Growth (YoY),24.14%,49.59%,24.03%,49.01%,194.77%,277.04%,9965.89%,-,-,-,-
Cost of Revenue,401.07,382.36,361.68,360.43,625.55,239.45,145.97,0.04,-,-,-
Gross Profit,40.56,16.62,-94.97,-145.39,-481.23,-190.49,-132.99,0.09,-,-,-
"Selling, General & Admin",287.18,298.74,281.61,258.97,218.83,111.31,70.21,21.58,12.05,6.38,2.76
Research & Development,-18.71,-,-,-,-,-,-,120.28,39.34,32.15,13.59
Operating Expenses,268.47,298.74,281.61,258.97,218.83,111.31,70.21,141.85,51.39,38.53,16.35
Operating Income,-227.92,-282.12,-376.57,-404.36,-700.06,-301.8,-203.2,-141.77,-51.39,-38.53,-16.35
Interest Expense,-4.75,-2.25,-,-,-,-0.18,-0.29,-0.04,-,-,-
Interest & Investment Income,34.88,37.11,39.8,14.58,2.19,5.12,8.23,3.26,0.53,0.4,0.01
Earnings From Equity Investments,-,-,-,-0.22,-1.06,-1.12,-0.75,-0.59,-0.25,-,-
Currency Exchange Gain (Loss),-13.51,-15.14,-14.85,-56.4,4.66,21.66,-,-,-,-,-
Other Non Operating Income (Expenses),6.44,11.41,4.22,12.07,4.42,7.42,0.94,0.06,0.73,0.61,-1.68
EBT Excluding Unusual Items,-204.86,-251,-347.41,-434.33,-689.85,-268.91,-195.07,-139.08,-50.38,-37.51,-18.02
Gain (Loss) on Sale of Investments,-1.95,-6.11,2.79,-8.95,-14.62,-,-,-,-,-,-
Gain (Loss) on Sale of Assets,-,-,10,-,-,-,-,-,-,-,-
Pretax Income,-206.81,-257.1,-334.62,-443.29,-704.47,-268.91,-195.07,-139.08,-50.38,-37.51,-18.02
Net Income,-206.81,-257.1,-334.62,-443.29,-704.47,-268.91,-195.07,-139.08,-50.38,-37.51,-18.02
Net Income to Common,-206.81,-257.1,-334.62,-443.29,-704.47,-268.91,-195.07,-139.08,-50.38,-37.51,-18.02
Shares Outstanding (Basic),108,99,97,96,93,78,64,53,22,9,9
Shares Outstanding (Diluted),108,99,97,96,93,78,64,53,22,9,9
Shares Change (YoY),10.28%,2.39%,0.87%,3.03%,19.73%,20.66%,22.35%,141.85%,130.46%,8.57%,-
EPS (Basic),-1.92,-2.60,-3.46,-4.63,-7.58,-3.46,-3.03,-2.64,-2.32,-3.97,-2.07
EPS (Diluted),-1.92,-2.60,-3.46,-4.63,-7.58,-3.46,-3.03,-2.64,-2.32,-3.97,-2.07
Free Cash Flow,-190.56,-220.53,-205.39,-392.23,-567.53,-226.19,-197.05,-107.55,-41.47,-34.38,-12.2
Free Cash Flow Per Share,-1.77,-2.23,-2.13,-4.09,-6.10,-2.91,-3.06,-2.04,-1.91,-3.64,-1.40
Gross Margin,9.18%,4.17%,-35.60%,-67.61%,-,-,-,66.67%,-,-,-
Operating Margin,-51.61%,-70.71%,-141.19%,-188.04%,-485.10%,-616.45%,-1564.85%,-109897.67%,-,-,-
Profit Margin,-46.83%,-64.44%,-125.46%,-206.14%,-488.16%,-549.26%,-1502.28%,-107810.08%,-,-,-
Free Cash Flow Margin,-43.15%,-55.27%,-77.01%,-182.40%,-393.26%,-462.00%,-1517.49%,-83374.42%,-,-,-
EBITDA,-213.79,-270.26,-367.54,-396.13,-693.58,-297.16,-199.43,-140.12,-50.84,-38.33,-16.22
EBITDA Margin,-48.41%,-67.74%,-137.80%,-184.21%,-,-,-,-,-,-,-
D&A For EBITDA,14.13,11.86,9.03,8.23,6.49,4.64,3.77,1.65,0.55,0.2,0.13
EBIT,-227.92,-282.12,-376.57,-404.36,-700.06,-301.8,-203.2,-141.77,-51.39,-38.53,-16.35
EBIT Margin,-51.61%,-70.71%,-141.19%,-188.04%,-,-,-,-,-,-,-
Revenue as Reported,441.63,398.99,266.72,215.04,144.31,48.96,12.99,-,-,-,-
