Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,225.47,94.86,113.02,65.58,112.67,82.99,36.43,42.26,125.21,66.87,65.08
Short-Term Investments,737.07,981.16,501.8,717,358.97,381.08,188.68,156.48,143.69,89.38,46.37
Cash & Short-Term Investments,962.54,"1,076",614.82,782.58,471.64,464.06,225.11,198.73,268.89,156.25,111.44
Cash Growth,-4.86%,75.01%,-21.44%,65.93%,1.63%,106.15%,13.28%,-26.09%,72.09%,40.21%,33.90%
Accounts Receivable,1.81,16.65,1.28,0.15,56.82,6.92,5.16,6.79,1.11,0.02,0.01
Other Receivables,-,-,-,-,-,-,-,-,-,-,0.2
Receivables,1.81,16.65,1.28,0.15,56.82,6.92,5.16,6.79,1.11,0.02,0.21
Prepaid Expenses,13.01,15.28,11.94,12.46,7.22,3.24,3.48,2.16,4.29,2.36,1.45
Total Current Assets,977.35,"1,108",628.05,795.19,535.67,474.22,233.75,207.67,274.3,158.63,113.11
"Property, Plant & Equipment",153.58,140.97,147.74,163.19,146.41,16.27,13.41,3.5,3.57,3.64,1.75
Long-Term Investments,288.82,145.06,40.53,46.71,152.05,36.95,42.65,-,16.52,7.67,0.18
Other Long-Term Assets,16.81,7.71,8,9.69,7.19,6.36,-,-,0.43,0.2,0.2
Total Assets,"1,437","1,402",824.32,"1,015",841.32,533.8,289.81,211.18,294.81,170.14,115.24
Accounts Payable,22.08,20.37,21.51,25.61,21.09,8.05,8.16,3.76,5.25,4.24,2.24
Accrued Expenses,61.63,55.32,42.64,44.1,34.37,19.32,12.12,15.76,17.39,17.38,8.42
Short-Term Debt,16.9,11.3,-,-,-,-,-,-,-,-,-
Current Portion of Long-Term Debt,17.28,11.52,10.08,0.96,-,-,-,2.61,-,2.5,-
Current Portion of Leases,20.65,19.18,17.89,12.83,14.86,2.79,4.62,-,-,-,-
Current Unearned Revenue,1.61,52.37,-,-,-,-,-,-,9.57,8.06,20.86
Other Current Liabilities,1.99,9.61,10.56,1.12,1.54,1.05,1.12,0.07,0.23,1.09,0.13
Total Current Liabilities,142.14,179.67,102.68,84.62,71.86,31.2,26.02,22.19,32.44,33.26,31.65
Long-Term Debt,"1,185",768.6,607.37,609.62,142.84,135.71,129.26,39.81,31.78,27.38,14.64
Long-Term Leases,110.66,112.58,120.43,126.9,112.23,0.44,2.2,0.77,-,-,-
Long-Term Unearned Revenue,504.5,462.19,379.98,300.5,266.07,253.07,143.28,122.47,119.65,15,-
Other Long-Term Liabilities,15.61,14,0.19,1.04,4.46,-,-,-,1.1,0.14,0.36
Total Liabilities,"1,958","1,537","1,211","1,123",597.46,420.42,300.75,185.24,184.97,75.78,46.65
Common Stock,0.12,0.12,0.1,0.09,0.08,0.07,0.06,0.06,0.05,0.04,0.04
Additional Paid-In Capital,"2,782","2,564","1,726","1,482","1,452","1,105",853.34,768.7,755.53,612.47,603.15
Retained Earnings,"-3,304","-2,702","-2,112","-1,586","-1,208",-992.31,-865.02,-743.32,-646.08,-518.29,-534.74
Comprehensive Income & Other,0.03,2.4,-0.01,-3.59,-0.87,0.15,0.68,0.5,0.34,0.14,0.15
Shareholders' Equity,-521.12,-135.37,-386.32,-107.9,243.86,113.38,-10.94,25.93,109.84,94.36,68.59
Total Liabilities & Equity,"1,437","1,402",824.32,"1,015",841.32,533.8,289.81,211.18,294.81,170.14,115.24
Total Debt,"1,350",923.18,755.77,750.3,269.93,138.94,136.07,43.18,31.78,29.88,14.64
Net Cash (Debt),-387.72,152.83,-140.95,32.28,201.71,325.12,89.04,155.55,237.11,126.37,96.8
Net Cash Growth,-,-,-,-84.00%,-37.96%,265.13%,-42.75%,-34.40%,87.64%,30.54%,16.31%
Net Cash Per Share,-3.26,1.36,-1.46,0.36,2.62,5.04,1.55,2.86,4.80,2.97,2.49
Filing Date Shares Outstanding,122.26,118.41,103,95.16,84.86,71.11,59.45,54.89,53.96,40.65,39.59
Total Common Shares Outstanding,122.26,118.21,101.64,94.83,84.8,71.02,59.17,54.72,53.96,40.65,39.58
Working Capital,835.21,928.27,525.37,710.57,463.81,443.02,207.73,185.48,241.85,125.38,81.46
Book Value Per Share,-4.26,-1.15,-3.80,-1.14,2.88,1.60,-0.18,0.47,2.04,2.32,1.73
Tangible Book Value,-521.12,-135.37,-386.32,-107.9,243.86,113.38,-10.94,25.93,109.84,94.36,68.59
Tangible Book Value Per Share,-4.26,-1.15,-3.80,-1.14,2.88,1.60,-0.18,0.47,2.04,2.32,1.73
Machinery,-,30.82,28.16,28.45,27.48,22.99,23.5,21.94,21.13,20.3,19.17
Construction In Progress,-,4.07,0.22,0.74,0.22,9.13,-,-,-,-,-
Leasehold Improvements,-,66.87,66.87,65.91,60.34,5.87,5.22,5.13,5.07,4.46,3.43
