Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Operating Revenue,87.21,18.47,7.53,7.59,70.43,55.83,26.87,31.5,13.37,106.41,28.66
Other Revenue,-,-,-,87,-,-,-,-,-,-,-
Revenue,87.21,18.47,7.53,94.59,70.43,55.83,26.87,31.5,13.37,106.41,28.66
Revenue Growth (YoY),2609.26%,145.34%,-92.04%,34.30%,26.15%,107.79%,-14.71%,135.64%,-87.44%,271.30%,-38.95%
Cost of Revenue,405.26,339.41,330.12,240.81,159.94,96.95,86.13,89.14,90.3,64.4,46.4
Gross Profit,-318.05,-320.93,-322.59,-146.23,-89.51,-41.12,-59.26,-57.63,-76.93,42.01,-17.74
"Selling, General & Admin",254.89,215.31,173.61,177.98,96.8,52.82,39.61,31.28,36.47,27.82,19.67
Operating Expenses,254.89,215.31,173.61,177.98,96.8,52.82,39.61,31.28,36.47,27.82,19.67
Operating Income,-572.93,-536.25,-496.21,-324.2,-186.31,-93.94,-98.87,-88.92,-113.4,14.19,-37.41
Interest Expense,-96.13,-86.51,-57.67,-51.16,-29.33,-38.68,-27.36,-21.56,-17,-2.7,-0.27
Interest & Investment Income,51.96,51.53,27.63,11.34,0.33,5.33,4.54,4.19,2.54,0.45,0.15
Other Non Operating Income (Expenses),-134.85,-18.3,-,-,-,-,-,-,-,-,-
EBT Excluding Unusual Items,-751.94,-589.53,-526.24,-364.02,-215.31,-127.29,-121.69,-106.29,-127.86,11.94,-37.52
Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,0
Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-,0.07,0.02,0.02
Legal Settlements,-,-,-,-,-,-,-,-,-,4.5,-
Other Unusual Items,-,-,-,-24.94,-,-,-,-,-,-,-
Pretax Income,-751.94,-589.53,-526.24,-388.96,-215.31,-127.29,-121.69,-106.29,-127.79,16.45,-37.5
Net Income,-751.94,-589.53,-526.24,-388.96,-215.31,-127.29,-121.69,-106.29,-127.79,16.45,-37.5
Net Income to Common,-751.94,-589.53,-526.24,-388.96,-215.31,-127.29,-121.69,-106.29,-127.79,16.45,-37.5
Shares Outstanding (Basic),119,112,97,90,77,65,58,54,49,40,39
Shares Outstanding (Diluted),119,112,97,90,77,65,58,54,49,43,39
Shares Change (YoY),11.00%,16.01%,7.46%,16.83%,19.16%,12.07%,5.80%,10.15%,16.08%,9.65%,8.70%
EPS (Basic),-6.32,-5.26,-5.45,-4.33,-2.80,-1.97,-2.11,-1.95,-2.59,0.41,-0.97
EPS (Diluted),-6.32,-5.26,-5.45,-4.33,-2.80,-1.97,-2.11,-1.95,-2.59,0.39,-0.97
Free Cash Flow,-453.38,-399.8,-415.75,-310.85,-191.39,-2.11,-93.53,-102.1,-104.64,35.39,4.32
Free Cash Flow Per Share,-3.81,-3.57,-4.31,-3.46,-2.49,-0.03,-1.62,-1.88,-2.12,0.83,0.11
Gross Margin,-,-,-,-154.59%,-127.09%,-73.66%,-220.55%,-182.96%,-,39.48%,-61.90%
Operating Margin,-656.95%,-2902.72%,-6589.71%,-342.75%,-264.54%,-168.27%,-367.97%,-282.26%,-848.26%,13.33%,-130.53%
Profit Margin,-862.21%,-3191.11%,-6988.63%,-411.21%,-305.72%,-228.00%,-452.93%,-337.42%,-955.94%,15.46%,-130.86%
Free Cash Flow Margin,-519.87%,-2164.10%,-5521.23%,-328.64%,-271.76%,-3.78%,-348.09%,-324.13%,-782.74%,33.26%,15.08%
EBITDA,-563.29,-526.72,-484.31,-318.39,-184.04,-92.11,-97.57,-87.68,-111.48,14.93,-36.82
EBITDA Margin,-,-,-,-,-261.31%,-164.99%,-,-278.33%,-,14.03%,-128.47%
D&A For EBITDA,9.65,9.53,11.89,5.81,2.28,1.83,1.29,1.24,1.92,0.74,0.59
EBIT,-572.93,-536.25,-496.21,-324.2,-186.31,-93.94,-98.87,-88.92,-113.4,14.19,-37.41
EBIT Margin,-,-,-,-,-264.54%,-168.27%,-,-282.26%,-,13.33%,-130.53%
Revenue as Reported,87.21,18.47,7.53,94.59,70.43,55.83,26.87,31.5,13.37,106.41,28.66
