Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"3,729","3,946","4,203","5,340","4,232","3,496","3,668","3,684","3,123","2,750","3,526"
Revenue Growth (YoY),-5.79%,-6.10%,-21.31%,26.18%,21.08%,-4.70%,-0.42%,17.95%,13.55%,-21.99%,-1.27%
Cost of Revenue,"3,305","3,508","3,699","4,580","3,762","3,070","3,147","3,238","2,785","2,419","3,113"
Gross Profit,424.25,438.36,503.66,760.98,470.26,425.44,521.07,445.6,337.63,331.32,412.7
"Selling, General & Admin",149.88,155.08,152.73,172.77,134.51,287.37,335.37,302.66,252.81,227.05,287.68
Operating Expenses,279.22,296.55,296.26,304.56,250.98,318.61,363.85,319.28,264.96,234.76,295.67
Operating Income,145.04,141.82,207.41,456.42,219.28,106.83,157.22,126.32,72.67,96.56,117.03
Interest Expense,-12.71,-14.46,-13.44,-7.51,-7.31,-9.34,-10.99,-9.61,-6.75,-3.63,-2.97
Interest & Investment Income,5.07,6.89,10.01,0.87,0.01,-,2.1,1.36,0.35,0.35,0.08
Currency Exchange Gain (Loss),-,-,-,-,-,-,-,-,-,-,-2.56
Other Non Operating Income (Expenses),1.85,-0.17,0.4,-0.13,-0.25,-0.38,0.34,0.06,0.67,0.75,-
EBT Excluding Unusual Items,139.25,134.07,204.38,449.66,211.74,97.1,148.67,118.13,66.93,94.03,111.58
Merger & Restructuring Charges,-2.8,-2.8,-,-,-,-1,-,-1.4,-,-,-
Gain (Loss) on Sale of Assets,0.42,1.27,6.84,24.18,19.17,-,-,-,-,-,-
Asset Writedown,-,-,-2.01,-5.87,-,-,-,-,-,-,-
Legal Settlements,-,-,-,-,-,-,-4.8,-,-,-,-
Pretax Income,136.86,132.55,209.2,467.96,230.91,96.1,143.87,116.73,66.93,94.03,111.58
Income Tax Expense,31.34,28.5,41.68,111.01,59.44,22.54,36.7,29.06,-53.08,36.38,40.63
Earnings From Continuing Operations,105.53,104.04,167.53,356.95,171.47,73.56,107.17,87.66,120.01,57.65,70.95
Earnings From Discontinued Operations,-,-,-,-,-,-,-,114.08,15.14,17.16,-
Net Income to Company,105.53,104.04,167.53,356.95,171.47,73.56,107.17,201.74,135.15,74.81,70.95
Minority Interest in Earnings,-0.56,-0.05,-,-,-,-,-,-,-,-,-
Net Income,104.97,103.99,167.53,356.95,171.47,73.56,107.17,201.74,135.15,74.81,70.95
Net Income to Common,104.97,103.99,167.53,356.95,171.47,73.56,107.17,201.74,135.15,74.81,70.95
Net Income Growth,-3.21%,-37.92%,-53.07%,108.17%,133.11%,-31.36%,-46.88%,49.27%,80.67%,5.44%,37.61%
Shares Outstanding (Basic),60,61,63,66,67,66,67,67,66,68,72
Shares Outstanding (Diluted),60,61,64,67,68,67,67,67,67,68,72
Shares Change (YoY),-1.88%,-4.46%,-4.71%,-0.98%,1.04%,0.19%,-0.24%,0.63%,-1.76%,-5.61%,-2.08%
EPS (Basic),1.75,1.72,2.65,5.37,2.56,1.11,1.61,3.02,2.03,1.11,0.99
EPS (Diluted),1.74,1.70,2.62,5.32,2.53,1.09,1.60,3.00,2.03,1.10,0.98
EPS Growth,-1.44%,-35.12%,-50.75%,110.28%,131.05%,-31.56%,-46.75%,48.23%,83.82%,11.95%,40.71%
Free Cash Flow,59.99,143.57,282.09,239.02,119.88,59.65,159.66,11.05,50.68,-4.94,88.66
Free Cash Flow Per Share,0.99,2.35,4.41,3.56,1.77,0.89,2.38,0.17,0.76,-0.07,1.23
Dividend Per Share,0.500,0.500,-,-,-,-,-,-,-,-,-
Gross Margin,11.38%,11.11%,11.98%,14.25%,11.11%,12.17%,14.21%,12.10%,10.81%,12.05%,11.71%
Operating Margin,3.89%,3.59%,4.93%,8.55%,5.18%,3.06%,4.29%,3.43%,2.33%,3.51%,3.32%
Profit Margin,2.81%,2.63%,3.99%,6.68%,4.05%,2.10%,2.92%,5.48%,4.33%,2.72%,2.01%
Free Cash Flow Margin,1.61%,3.64%,6.71%,4.48%,2.83%,1.71%,4.35%,0.30%,1.62%,-0.18%,2.51%
EBITDA,332.96,334.38,391.86,610.15,349.91,230.51,274.11,210.23,134.84,141.27,154.07
EBITDA Margin,8.93%,8.47%,9.32%,11.43%,8.27%,6.59%,7.47%,5.71%,4.32%,5.14%,4.37%
D&A For EBITDA,187.92,192.56,184.45,153.73,130.63,123.68,116.89,83.91,62.17,44.71,37.04
EBIT,145.04,141.82,207.41,456.42,219.28,106.83,157.22,126.32,72.67,96.56,117.03
EBIT Margin,3.89%,3.59%,4.93%,8.55%,5.18%,3.06%,4.29%,3.43%,2.33%,3.51%,3.32%
Effective Tax Rate,22.90%,21.50%,19.92%,23.72%,25.74%,23.46%,25.51%,24.90%,-,38.69%,36.41%
