Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,119.7,98.25,187.27,286.64,159.78,124.51,168.73,61.44,28.56,127.4,207.75
Cash & Short-Term Investments,119.7,98.25,187.27,286.64,159.78,124.51,168.73,61.44,28.56,127.4,207.75
Cash Growth,-35.69%,-47.54%,-34.67%,79.39%,28.33%,-26.21%,174.65%,115.13%,-77.59%,-38.67%,89.26%
Accounts Receivable,592.2,581.52,600.2,716.19,701.51,518.98,443.54,477.09,424.68,473.61,379.99
Other Receivables,13.58,10.88,3.36,3.97,3.02,1.27,3.24,22.02,5.7,4.33,10.34
Receivables,605.78,592.4,603.56,720.16,704.53,520.24,446.78,499.11,430.38,477.94,390.33
Prepaid Expenses,36.05,48.99,58.42,49.9,29.97,28.09,24.72,28.15,37.5,16.95,18.12
Restricted Cash,26.81,28.7,-,-,-,-,-,-,-,-,-
Other Current Assets,-,-,-,-,-,-,-,-,159.62,-,-
Total Current Assets,788.33,768.33,849.25,"1,057",894.29,672.84,640.22,588.69,656.06,622.29,624.61
"Property, Plant & Equipment",996.54,974.61,"1,005",886.99,726.74,718.23,704.58,681.86,561.21,438.59,374.85
Goodwill,818.15,814.31,733.7,629.4,576.91,508.56,484.46,483.58,319.27,262.38,262.59
Other Intangible Assets,251.89,280.56,316.61,208.79,209.07,177.85,135.37,144.89,64.75,11.84,13.14
Other Long-Term Assets,45.81,30.54,31.54,28.2,30.28,27.92,26.95,25.87,69.65,25.16,25.96
Total Assets,"2,901","2,868","2,936","2,810","2,437","2,105","1,992","1,925","1,671","1,360","1,301"
Accounts Payable,243.42,279.98,349.38,344.75,424.92,285.32,257.25,272.86,238.23,266.56,230.43
Accrued Expenses,120.18,124.27,142.98,198.99,139.77,125.66,132.23,138.44,80.18,82.24,71.75
Current Portion of Long-Term Debt,94.52,100,105.11,101.74,97.27,93.56,94.69,101.71,77.27,45.16,32.41
Current Portion of Leases,46.64,46.16,46.27,30.72,12.62,11.89,11.62,2.85,2.78,2.7,2.61
Other Current Liabilities,30.24,29.07,14.47,15.56,12.49,12.68,11.59,10.91,121.09,21.07,21.5
Total Current Liabilities,535,579.48,658.21,691.77,687.07,529.11,507.36,526.76,519.54,417.72,358.7
Long-Term Debt,160.48,164.36,245.57,240.72,177.48,176.8,186.93,229.07,214.81,115.53,100.9
Long-Term Leases,197.12,197.99,178.56,78.56,34.92,36.34,30.34,4.74,7.7,10.58,13.3
Long-Term Deferred Tax Liabilities,172.2,152.91,163.77,155.92,155.94,162.33,155.3,153.88,121.1,164.66,160.18
Other Long-Term Liabilities,80.37,81.64,55.29,43.51,41.57,42.91,36.36,29.62,37.93,23.6,20.23
Total Liabilities,"1,145","1,176","1,301","1,210","1,097",947.47,916.3,944.06,901.07,732.08,653.31
Common Stock,0.73,0.73,0.76,0.76,0.42,0.42,0.42,0.42,0.42,0.42,0.42
Additional Paid-In Capital,222.45,222.04,209.83,207.82,189.26,186.06,179.64,172.22,173.01,173.57,174.29
Retained Earnings,"2,080","2,022","1,949","1,782","1,425","1,253","1,180","1,072",870.72,735.56,660.76
Treasury Stock,-605.19,-598.58,-524.93,-374.89,-258.33,-266.07,-268.73,-248.62,-258.62,-265.64,-171.99
Comprehensive Income & Other,4.26,-1.45,-0.13,-15.67,-15.67,-15.65,-15.64,-15.64,-15.65,-15.73,-15.64
Total Common Equity,"1,702","1,645","1,635","1,600","1,340","1,158","1,075",980.83,769.87,628.18,647.84
Minority Interest,53.14,46.95,-,-,-,-,-,-,-,-,-
Shareholders' Equity,"1,756","1,692","1,635","1,600","1,340","1,158","1,075",980.83,769.87,628.18,647.84
Total Liabilities & Equity,"2,901","2,868","2,936","2,810","2,437","2,105","1,992","1,925","1,671","1,360","1,301"
Total Debt,498.76,508.51,575.52,451.74,322.28,318.58,323.58,338.37,302.55,173.97,149.21
Net Cash (Debt),-379.06,-410.26,-388.25,-165.1,-162.5,-194.08,-154.85,-276.93,-273.99,-46.56,58.54
Net Cash Per Share,-6.27,-6.71,-6.07,-2.46,-2.40,-2.89,-2.31,-4.13,-4.11,-0.69,0.81
Filing Date Shares Outstanding,61.15,61.5,63.4,66.76,69.38,68.87,68.5,69.55,68.76,68.27,71.3
Total Common Shares Outstanding,61.18,61.32,63.35,66.44,69.14,68.42,68.03,68.91,68.22,67.71,72.59
Working Capital,253.33,188.85,191.04,364.93,207.22,143.73,132.86,61.94,136.52,204.57,265.91
Book Value Per Share,27.83,26.83,25.80,24.07,19.39,16.92,15.81,14.23,11.29,9.28,8.92
Tangible Book Value,632.37,550.13,584.34,761.41,554.33,471.52,455.45,352.36,385.85,353.96,372.11
Tangible Book Value Per Share,10.34,8.97,9.22,11.46,8.02,6.89,6.69,5.11,5.66,5.23,5.13
Land,-,24.72,24.72,24.72,24.72,24.71,24.71,24.71,24.71,24.71,9.86
Buildings,-,91.11,90.26,90.23,36.62,36.65,36.6,36.64,36.46,36.27,35.27
Machinery,-,"1,232","1,237","1,169","1,035","1,022",946.77,920.33,738.96,577.79,496.47
Construction In Progress,-,-,-,0.9,45.25,33.47,18.33,1.5,1.46,0.45,-
Leasehold Improvements,-,15.54,14.26,9.85,7.96,7.69,7.3,7.25,6.23,5.02,4.42
