Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"2,432","2,313","2,299","1,919","1,731","1,688","1,859","1,834","1,795","1,679","1,544"
Revenue Growth (YoY),3.00%,0.61%,19.82%,10.85%,2.55%,-9.18%,1.35%,2.18%,6.91%,8.77%,12.22%
Cost of Revenue,"1,613","1,542","1,537","1,309","1,111","1,083","1,171","1,144","1,100","1,010",939.84
Gross Profit,818.42,771.09,762.63,609.81,619.71,605.44,688.31,690.47,694.53,668.45,603.78
"Selling, General & Admin",158.66,121.02,112.54,106.5,92.16,89.95,85.08,75.21,71.44,62.47,56.62
Research & Development,197.09,181.48,154.36,133.31,117.76,115.94,114.69,107.13,99.73,94.24,88.39
Operating Expenses,355.76,302.5,266.9,239.81,209.93,205.89,199.77,182.34,171.17,156.71,145.01
Operating Income,462.66,468.59,495.73,370.01,409.78,399.56,488.54,508.13,523.36,511.74,458.77
Interest Expense,-,-,-,-,-,-,-,0.12,-1.34,-2.14,-1.08
Interest & Investment Income,11.97,13.4,13.5,4.8,3.59,6.99,11.23,11.26,9.44,4.79,4.99
Other Non Operating Income (Expenses),-6.84,1.35,1.74,-3.37,1.91,3.17,0.16,0.53,-0.6,-4.15,-6.05
EBT Excluding Unusual Items,467.79,483.35,510.97,371.44,415.28,409.71,499.93,520.04,530.86,510.24,456.63
Gain (Loss) on Sale of Investments,-1.28,-2.27,-5.98,-1.71,1.07,2.1,0.48,2.01,0.93,0.32,6.96
Asset Writedown,-8.86,-8.86,-,-,-,-,-,-,-,-,-
Pretax Income,447.45,472.21,504.98,369.72,416.35,411.81,500.42,522.05,531.8,510.56,463.59
Income Tax Expense,68.37,67.73,76.58,50.97,55.55,64.25,75.73,84.16,125,162.97,145.12
Net Income,379.55,404.49,428.4,318.76,360.8,347.56,424.68,437.88,406.79,347.59,318.47
Preferred Dividends & Other Adjustments,5.47,5.61,6.35,4.88,5.59,4.96,5.03,-,-,-,-
Net Income to Common,374.08,398.87,422.05,313.88,355.21,342.6,419.66,437.88,406.79,347.59,318.47
Net Income Growth,-12.50%,-5.58%,34.40%,-11.65%,3.81%,-18.16%,-3.01%,7.64%,17.03%,9.14%,10.35%
Shares Outstanding (Basic),220,226,229,231,236,243,252,268,286,288,293
Shares Outstanding (Diluted),220,226,230,231,237,244,253,270,288,291,296
Shares Change (YoY),-3.11%,-1.61%,-0.65%,-2.28%,-2.90%,-3.79%,-6.15%,-6.37%,-0.98%,-1.74%,0.66%
EPS (Basic),1.70,1.77,1.84,1.36,1.51,1.41,1.67,1.64,1.42,1.21,1.09
EPS (Diluted),1.70,1.76,1.84,1.36,1.50,1.41,1.66,1.62,1.41,1.19,1.08
EPS Growth,-9.72%,-3.95%,35.34%,-9.58%,6.78%,-15.15%,2.12%,14.96%,18.61%,10.18%,10.20%
Free Cash Flow,470.9,353.54,353.57,191.77,293.33,412.79,421.39,466.43,396.96,356.09,256.47
Free Cash Flow Per Share,2.14,1.56,1.54,0.83,1.24,1.69,1.66,1.73,1.38,1.22,0.87
Dividend Per Share,0.480,0.480,0.480,0.480,0.480,0.480,0.460,0.440,0.390,0.355,0.335
Dividend Growth,-,-,-,-,-,4.35%,4.54%,12.82%,9.86%,5.97%,8.06%
Gross Margin,33.66%,33.33%,33.17%,31.78%,35.80%,35.86%,37.03%,37.65%,38.70%,39.81%,39.11%
Operating Margin,19.03%,20.26%,21.56%,19.28%,23.67%,23.67%,26.28%,27.71%,29.16%,30.48%,29.72%
Profit Margin,15.38%,17.24%,18.36%,16.36%,20.52%,20.29%,22.57%,23.88%,22.66%,20.70%,20.63%
Free Cash Flow Margin,19.37%,15.28%,15.38%,9.99%,16.94%,24.45%,22.67%,25.43%,22.12%,21.21%,16.61%
EBITDA,565.29,563.31,589.05,466.57,508.89,504.3,593.24,610.31,622.93,600.33,539.37
EBITDA Margin,23.25%,24.35%,25.62%,24.31%,29.40%,29.87%,31.91%,33.28%,34.71%,35.76%,34.94%
D&A For EBITDA,102.64,94.71,93.32,96.57,99.11,104.74,104.7,102.19,99.57,88.59,80.6
EBIT,462.66,468.59,495.73,370.01,409.78,399.56,488.54,508.13,523.36,511.74,458.77
EBIT Margin,19.03%,20.26%,21.56%,19.28%,23.67%,23.67%,26.28%,27.71%,29.16%,30.48%,29.72%
Effective Tax Rate,15.28%,14.34%,15.17%,13.79%,13.34%,15.60%,15.13%,16.12%,23.51%,31.92%,31.30%
Advertising Expenses,-,4.5,3.4,3.3,1.8,2,3,2.5,2.6,1.9,1.4
