Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"1,164",893.48,821.03,854.8,890.27,775.35,612.37,413.41,409.63,297.88,240.76
Revenue Growth (YoY),34.31%,8.82%,-3.95%,-3.98%,14.82%,26.61%,48.13%,0.92%,37.51%,23.72%,-
Cost of Revenue,501.4,377.36,365.05,388.84,409.31,371.66,324.81,240.56,245.97,193.72,143.71
Gross Profit,662.98,516.12,455.97,465.96,480.95,403.69,287.56,172.85,163.66,104.17,97.06
"Selling, General & Admin",75.44,56.69,56.29,52.37,53.72,43.14,42.32,29.7,33.26,25.49,21.95
Other Operating Expenses,-,-,-,-,-,-,-,-,-,1.14,1.01
Operating Expenses,134.21,86.87,97.93,95.57,72.56,59.52,66.19,52.98,63.17,57.03,50.25
Operating Income,528.77,429.25,358.04,370.39,408.39,344.18,221.37,119.87,100.49,47.13,46.81
Interest Expense,-54.08,-63.39,-60.74,-43.51,-24.28,-36.45,-40.12,-20.16,-47.41,-34.01,-25.79
Interest & Investment Income,2.49,-,-,-,5.07,4.06,4.19,-,1.8,1.08,0.06
Earnings From Equity Investments,-,-,-,-0.83,-0.33,-0.19,-0.22,-0.73,-0.43,-,-
Other Non Operating Income (Expenses),10.73,9.98,8.19,-2.05,0.89,-0.73,-0.83,-1.66,-0.93,-0.63,-0.26
EBT Excluding Unusual Items,487.9,375.84,305.49,324,389.73,310.86,184.39,97.32,53.52,13.57,20.82
Merger & Restructuring Charges,-83.14,0.96,-6.35,-11.88,-20.75,-10.08,-32.62,-6.09,-14.31,-23.03,-13.39
Gain (Loss) on Sale of Investments,0,0.02,0,-0.04,0.05,0.02,2.91,-,0.02,0,-0.01
Other Unusual Items,-9.51,-3.06,-23.24,37.95,-18.4,-22.25,-34,-6.32,-0.77,0.38,-0.19
Pretax Income,395.25,373.76,275.91,350.03,350.64,278.54,120.69,84.91,38.46,-9.07,7.22
Income Tax Expense,101.07,84.89,62.75,74.52,72.25,66.02,28.2,21.21,12.63,-3,3.42
Net Income,294.19,288.86,213.16,275.51,278.39,212.52,92.49,63.7,25.83,-6.07,3.8
Net Income to Common,258.91,288.86,213.16,275.51,278.39,212.52,92.49,63.7,25.83,-6.07,3.8
Net Income Growth,10.13%,35.52%,-22.63%,-1.03%,30.99%,129.78%,45.19%,146.67%,-,-,-
Shares Outstanding (Basic),65,65,66,68,68,68,68,66,55,50,46
Shares Outstanding (Diluted),66,66,68,72,74,74,73,71,60,50,48
Shares Change (YoY),0.14%,-3.35%,-5.61%,-2.54%,0.59%,0.34%,4.19%,18.35%,19.11%,4.01%,-
EPS (Basic),3.96,4.47,3.22,4.02,4.10,3.14,1.37,0.96,0.47,-0.12,0.08
EPS (Diluted),3.90,4.38,3.12,3.81,3.75,2.88,1.26,0.90,0.43,-0.12,0.08
EPS Growth,-3.15%,40.38%,-18.11%,1.60%,30.21%,128.57%,40.00%,109.30%,-,-,-
Free Cash Flow,328.51,338.7,325.12,329.97,363.52,242.56,222.15,131.8,91.06,38.38,38.73
Free Cash Flow Per Share,4.95,5.14,4.77,4.57,4.90,3.29,3.02,1.87,1.53,0.77,0.81
Dividend Per Share,1.890,1.555,1.280,1.000,0.530,0.230,0.100,-,-,-,-
Dividend Growth,31.71%,21.48%,28.00%,88.68%,130.44%,130.00%,-,-,-,-,-
Gross Margin,56.94%,57.77%,55.54%,54.51%,54.02%,52.07%,46.96%,41.81%,39.95%,34.97%,40.31%
Operating Margin,45.41%,48.04%,43.61%,43.33%,45.87%,44.39%,36.15%,29.00%,24.53%,15.82%,19.44%
Profit Margin,22.24%,32.33%,25.96%,32.23%,31.27%,27.41%,15.10%,15.41%,6.30%,-2.04%,1.58%
Free Cash Flow Margin,28.21%,37.91%,39.60%,38.60%,40.83%,31.28%,36.28%,31.88%,22.23%,12.88%,16.09%
EBITDA,587.54,459.43,399.69,413.59,427.23,360.56,245.24,143.15,130.4,77.54,74.1
EBITDA Margin,50.46%,51.42%,48.68%,48.38%,47.99%,46.50%,40.05%,34.63%,31.83%,26.03%,30.78%
D&A For EBITDA,58.77,30.18,41.65,43.2,18.84,16.38,23.87,23.28,29.91,30.41,27.29
EBIT,528.77,429.25,358.04,370.39,408.39,344.18,221.37,119.87,100.49,47.13,46.81
EBIT Margin,45.41%,48.04%,43.61%,43.33%,45.87%,44.39%,36.15%,29.00%,24.53%,15.82%,19.44%
Effective Tax Rate,25.57%,22.71%,22.74%,21.29%,20.61%,23.70%,23.36%,24.98%,32.85%,-,47.38%
Revenue as Reported,"1,164",893.48,821.03,854.8,890.27,775.35,612.37,413.41,409.63,297.88,240.76
