Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Revenue,"4,073","4,102","3,962","3,555","2,313","1,386","1,231","1,088","1,024","1,036","1,091"
Revenue Growth (YoY),0.01%,3.53%,11.46%,53.67%,66.92%,12.63%,13.08%,6.32%,-1.23%,-4.98%,-8.98%
Cost of Revenue,"1,666","1,692","1,752","1,695",893.2,636,613.54,528.05,506.29,536.11,579.83
Gross Profit,"2,406","2,410","2,210","1,860","1,420",749.95,617.06,560.15,517.22,500.16,510.81
"Selling, General & Admin","1,392","1,291","1,110",929.16,715.89,494.57,457.64,447.78,455.7,463.61,515.31
Research & Development,25.6,25.6,21.4,18.7,-,-,11.8,14.1,13.4,11.9,14
Amortization of Goodwill & Intangibles,20.54,20.54,19.54,17.22,12.26,11.81,11.93,12.76,13.58,13.85,13.85
Operating Expenses,"1,464","1,363","1,164",974.68,736.86,514.29,488.54,485.82,495.4,502.67,557.7
Operating Income,942.15,"1,047","1,046",885.6,683.36,235.66,128.52,74.34,21.82,-2.51,-46.89
Interest Expense,-90.34,-109.26,-161.35,-136.16,-21.65,-6.74,-8.64,-0.96,-0.87,-0.84,-0.97
Interest & Investment Income,1.81,3.48,2.41,1.02,0.78,0.22,0.6,1.28,0.87,0.69,0.97
Currency Exchange Gain (Loss),5.42,-6.78,-1.24,-4.92,-0.14,-1.29,-1.39,-3.09,0.56,-2.45,-3.33
Other Non Operating Income (Expenses),1.07,1.23,-0.33,-0.34,1.8,0.51,0.03,0.79,0.24,1.59,0.91
EBT Excluding Unusual Items,860.11,935.67,885.96,745.21,664.15,228.35,119.12,72.36,22.62,-3.52,-49.31
Merger & Restructuring Charges,-,-,-,-25.7,-,-,-,-1.28,-,-,-8.73
Impairment of Goodwill,-307,-,-,-,-,-,-,-,-,-0.43,-
Gain (Loss) on Sale of Assets,-1,-1,-0.4,-1,-0.3,-0.3,0.2,-5.02,0.84,-0.55,-7.1
Asset Writedown,-431.12,-24.08,-9.29,-,-,-21.07,-,-0.9,-5.28,-2.71,-9.61
Pretax Income,120.99,910.59,876.27,718.51,663.85,206.98,119.32,65.16,18.18,-7.21,-74.74
Income Tax Expense,-61.55,-39.49,83.71,178.35,-61.85,-105.88,-0.18,14.72,7.94,9.28,8.45
Net Income,182.55,950.07,792.57,540.16,725.69,312.86,119.5,50.44,10.24,-16.49,-83.2
Preferred Dividends & Other Adjustments,-,-,-,-,-,-,-,119.65,15.53,15.24,14.81
Net Income to Common,182.55,950.07,792.57,540.16,725.69,312.86,119.5,-69.22,-5.29,-31.74,-98.01
Net Income Growth,-78.13%,19.87%,46.73%,-25.57%,131.95%,161.81%,136.92%,392.64%,-,-,-
Shares Outstanding (Basic),56,59,61,61,62,67,70,68,72,73,76
Shares Outstanding (Diluted),56,60,62,62,64,69,72,68,72,73,76
Shares Change (YoY),-7.74%,-3.42%,-0.09%,-2.69%,-7.04%,-4.50%,4.90%,-5.31%,-1.52%,-2.95%,-11.20%
EPS (Basic),3.27,16.00,12.91,8.82,11.62,4.64,1.70,-1.01,-0.07,-0.43,-1.30
EPS (Diluted),3.26,15.88,12.79,8.71,11.39,4.56,1.66,-1.01,-0.07,-0.43,-1.30
EPS Growth,-76.34%,24.16%,46.84%,-23.53%,149.78%,174.70%,-,-,-,-,-
Free Cash Flow,716.23,923.14,814.82,498.95,511.25,224.87,53.38,102.18,85.15,17.56,-8.79
Free Cash Flow Per Share,12.82,15.43,13.15,8.05,8.02,3.28,0.74,1.49,1.18,0.24,-0.12
Gross Margin,59.08%,58.76%,55.77%,52.33%,61.39%,54.11%,50.14%,51.48%,50.53%,48.27%,46.84%
Operating Margin,23.13%,25.52%,26.41%,24.91%,29.54%,17.00%,10.44%,6.83%,2.13%,-0.24%,-4.30%
Profit Margin,4.48%,23.16%,20.00%,15.19%,31.37%,22.57%,9.71%,-6.36%,-0.52%,-3.06%,-8.99%
Free Cash Flow Margin,17.59%,22.50%,20.56%,14.04%,22.10%,16.23%,4.34%,9.39%,8.32%,1.70%,-0.81%
EBITDA,"1,018","1,117","1,101",924.83,715.34,263.28,152.73,103.59,54.95,31.53,-10.9
EBITDA Margin,25.01%,27.23%,27.78%,26.02%,30.92%,19.00%,12.41%,9.52%,5.37%,3.04%,-1.00%
D&A For EBITDA,76.29,69.84,54.3,39.23,31.98,27.62,24.21,29.25,33.13,34.04,35.99
EBIT,942.15,"1,047","1,046",885.6,683.36,235.66,128.52,74.34,21.82,-2.51,-46.89
EBIT Margin,23.13%,25.52%,26.41%,24.91%,29.54%,17.00%,10.44%,6.83%,2.13%,-0.24%,-4.30%
Effective Tax Rate,-,-,9.55%,24.82%,-,-,-,22.59%,43.69%,-,-
