Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,153.97,180.49,149.29,191.63,213.2,135.8,108.25,123.37,172.13,147.57,143.34
Cash & Short-Term Investments,153.97,180.49,149.29,191.63,213.2,135.8,108.25,123.37,172.13,147.57,143.34
Cash Growth,-17.27%,20.90%,-22.10%,-10.12%,56.99%,25.45%,-12.25%,-28.33%,16.65%,2.95%,-46.42%
Accounts Receivable,335.32,257.66,305.75,295.59,182.63,149.85,108.2,97.63,83.52,78.3,83.62
Other Receivables,23.67,26.25,25.48,33.59,34.55,12.67,10.05,10.74,14.32,17.64,24.47
Receivables,358.99,283.91,331.23,329.19,217.18,162.52,118.25,108.37,97.83,95.93,108.08
Inventory,397.07,356.25,385.05,471.55,213.52,175.12,172.03,124.49,130.35,147.03,168.19
Prepaid Expenses,60.76,50.45,43.68,33.26,22.61,17.86,25.24,22.12,22.6,32.41,23.78
Restricted Cash,-,-,0,0,0.07,1.54,1.5,1.95,2.14,2.53,2.55
Other Current Assets,0.4,1.17,1.45,0.35,-,-,0.11,-,-,-,-
Total Current Assets,971.19,872.27,910.7,"1,026",666.57,492.84,425.38,380.3,425.05,425.48,445.95
"Property, Plant & Equipment",585.24,551.56,525.76,421.43,269.17,224.89,229.63,22.21,35.03,44.09,47.9
Goodwill,404.69,711.49,711.59,714.81,1.6,1.72,1.58,1.61,1.69,1.48,1.97
Other Intangible Assets,"1,331","1,777","1,793","1,800",28.8,37.64,47.1,45.69,56.43,72.7,82.3
Long-Term Deferred Tax Assets,964.4,872.35,667.97,528.28,567.2,350.78,24.75,8.66,10.17,6.83,6.61
Other Long-Term Assets,43.74,27.4,35.25,11.13,11.73,10.86,10.37,10.43,15.33,15.82,23.3
Total Assets,"4,300","4,812","4,644","4,502","1,545","1,119",738.8,468.9,543.7,566.39,608.02
Accounts Payable,217.27,264.9,260.98,230.82,162.15,112.78,95.75,77.23,66.38,61.93,63.34
Accrued Expenses,189.92,202.03,197.27,191.82,140.38,107.07,90,81.64,69.65,66.16,65.43
Current Portion of Long-Term Debt,-,-,23.33,24.36,-,-,-,-,0.66,2.33,4.77
Current Portion of Leases,84.33,68.55,62.27,57.46,42.93,47.06,48.59,-,-,0.01,-
Current Income Taxes Payable,114.74,108.69,65.95,89.21,16.28,5.04,4.21,5.09,5.52,6.59,6.42
Current Unearned Revenue,-,-,-,6.8,0.1,0.7,1.2,1.6,1.3,-,1.43
Other Current Liabilities,85.48,96.04,88.5,40.8,26.41,18.94,17.48,18.93,13.51,12.12,25.72
Total Current Liabilities,691.74,740.21,698.3,641.27,388.24,291.58,257.22,184.49,157.02,149.14,167.1
Long-Term Debt,"1,318","1,349","1,641","2,298",771.39,180,205,120,-,-,1.63
Long-Term Leases,303.06,283.41,269.77,215.12,149.24,146.4,140.15,-,-,0.04,-
Long-Term Deferred Tax Liabilities,1.04,4.09,12.91,302.03,0.18,-,-,-,-,-,-
Other Long-Term Liabilities,622.3,599.38,567.94,227.42,221.94,210.11,4.53,14.1,18.38,17.93,17.67
Total Liabilities,"2,937","2,976","3,190","3,684","1,531",828.09,606.9,318.59,175.4,167.11,186.39
Common Stock,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.09,0.09
Additional Paid-In Capital,888.42,859.9,826.69,797.61,496.04,482.39,495.9,481.13,373.05,364.4,353.24
Retained Earnings,"3,375","3,562","2,612","1,819","1,279",553.35,240.49,121.22,190.43,195.73,227.46
Treasury Stock,"-2,858","-2,453","-1,889","-1,696","-1,684",-688.85,-546.21,-397.49,-334.31,-284.24,-283.91
Comprehensive Income & Other,-42.45,-132.65,-95.77,-103.49,-76.84,-56.35,-58.38,-54.65,-43.39,-55.6,-50.91
Total Common Equity,"1,363","1,836","1,454",817.93,14.08,290.63,131.91,150.31,185.87,220.38,245.97
Shareholders' Equity,"1,363","1,836","1,454",817.93,14.08,290.63,131.91,150.31,368.3,399.28,421.63
Total Liabilities & Equity,"4,300","4,812","4,644","4,502","1,545","1,119",738.8,468.9,543.7,566.39,608.02
Total Debt,"1,706","1,701","1,996","2,595",963.56,373.47,393.73,120,0.66,2.38,6.4
Net Cash (Debt),"-1,552","-1,521","-1,847","-2,403",-750.36,-237.66,-285.48,3.37,171.47,145.19,136.94
Net Cash Growth,-,-,-,-,-,-,-,-98.04%,18.10%,6.02%,-46.47%
Net Cash Per Share,-27.77,-25.42,-29.81,-38.76,-11.78,-3.47,-3.98,0.05,2.37,1.98,1.81
Filing Date Shares Outstanding,51.92,56.06,60.5,61.75,58.35,65.44,68.27,73.34,68.83,73.69,73.01
Total Common Shares Outstanding,52.37,56.5,60.5,61.75,58.33,65.86,68.23,73.31,68.79,73.6,72.85
Working Capital,279.46,132.06,212.41,384.7,278.33,201.26,168.16,195.81,268.03,276.34,278.85
Book Value Per Share,26.03,32.49,24.03,13.25,0.24,4.41,1.93,2.05,2.70,2.99,3.38
Tangible Book Value,-372.06,-652.84,"-1,050","-1,697",-16.32,251.28,83.23,103,127.75,146.2,161.7
Tangible Book Value Per Share,-7.10,-11.55,-17.36,-27.48,-0.28,3.82,1.22,1.41,1.86,1.99,2.22
Machinery,-,230.84,196.28,173.6,74.19,68.92,58.77,36.83,52.89,52.52,60.44
Construction In Progress,-,10.86,13.42,28.7,53.33,8.19,3.7,2.63,0.99,6.81,3.51
Leasehold Improvements,-,156.09,149.13,76.36,64.63,66.66,64.54,63.7,72.96,73.36,81.59
