Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,758.6,722.09,"1,045",458.82,544.37,480.37,346.44,349.3,407.28,281.95,158.44
Short-Term Investments,0.2,0.21,0.16,2.13,2.3,2.65,2.61,2.47,3.1,4.74,11.99
Cash & Short-Term Investments,758.8,722.3,"1,045",460.95,546.67,483.02,349.06,351.77,410.39,286.69,170.43
Cash Growth,15.42%,-30.86%,126.65%,-15.68%,13.18%,38.38%,-0.77%,-14.28%,43.15%,68.22%,36.91%
Accounts Receivable,299.5,265.32,282.43,300.68,237.23,235.18,246.56,100.44,87.43,75.67,54.96
Other Receivables,-,-,-,-,-,4.8,4.25,2.22,1.3,1.48,9.04
Receivables,299.5,265.32,282.43,300.68,237.23,239.98,250.81,102.66,88.72,77.15,64
Inventory,399.7,360.41,336.14,376.01,338.41,221.35,230.02,97.99,78.45,55.77,52.57
Other Current Assets,44.7,41.3,48.61,50.87,39.93,35.9,36.86,16.03,17.66,18.73,35.48
Total Current Assets,"1,503","1,389","1,712","1,189","1,162",980.25,866.74,568.45,595.23,438.33,322.48
"Property, Plant & Equipment",342.4,281.91,263.1,248.64,216.6,218.59,213.51,31.27,17.8,13.34,9.65
Long-Term Investments,13,9.9,12.95,15.31,2.74,-,-,-,-,-,-
Goodwill,300.7,296,283.84,281.43,212.19,209.98,202.93,101.9,53.81,42.13,42.73
Other Intangible Assets,123.1,139.39,161.48,189.53,159.41,168.94,184.01,54.91,33.5,28.07,34.14
Long-Term Deferred Tax Assets,-,121.4,107.9,48.1,47.2,50.8,42.66,47.1,18.84,32.2,36.22
Other Long-Term Assets,156.2,23.97,15.6,20.65,16.97,19.1,22.56,12.86,14.14,17.47,17.29
Total Assets,"2,438","2,262","2,557","1,992","1,817","1,648","1,532",816.48,733.31,571.53,462.5
Accounts Payable,194.7,143.5,141.85,170.47,193.71,125.22,170.67,39.65,48.18,46.26,27.25
Accrued Expenses,125.1,111.56,136.25,146.57,105.89,97.63,86.82,42.69,36.01,25.49,21.43
Current Portion of Long-Term Debt,-,-,20,20,20,17.5,17.5,-,-,-,-
Current Portion of Leases,17.9,17.83,17.74,16.77,15.84,16.59,18.31,-,-,-,-
Current Income Taxes Payable,-,-,-,-,-,11.85,9.69,13.26,5.37,1.78,13.97
Current Unearned Revenue,12.7,11.47,16,26.32,22.14,12.18,10.93,7.35,6.4,5.77,3.21
Other Current Liabilities,16.1,29.86,4.01,12.91,12.61,15.42,6.41,7.37,10.16,15.75,38.11
Total Current Liabilities,366.5,314.22,335.85,393.04,370.2,296.4,320.33,110.31,106.12,95.05,103.97
Long-Term Debt,566.8,564.7,895.68,353.26,372.73,304.55,321.53,-,-,-,-
Long-Term Leases,98.1,89.18,89.33,94.46,95.18,95.99,90.54,-,-,-,-
Long-Term Unearned Revenue,6.9,3.54,-,-,-,7.35,8.01,29.11,33.4,39.17,45.58
Pension & Post-Retirement Benefits,53.9,49.56,49.14,44.03,67.26,80.45,68.17,19.41,19.8,18.84,17.79
Long-Term Deferred Tax Liabilities,11.6,0.6,7.4,9.4,9.9,10.09,9.95,6.99,4.56,1.01,1.11
Other Long-Term Liabilities,27.1,36.93,35.18,31.71,30.58,37.5,36.62,43.37,48.79,25.4,30.47
Total Liabilities,"1,131","1,059","1,413",925.9,945.84,832.32,855.15,209.18,212.67,179.46,198.92
Common Stock,-,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
Additional Paid-In Capital,217.2,189.14,148.3,134.64,115.71,105.01,104.85,97.42,184.84,203.6,195.1
Retained Earnings,"1,087","1,027",989.73,915.27,756.32,712.3,577.72,512.78,333.23,195.36,67.91
Comprehensive Income & Other,2.7,-12.7,6.11,16.32,-1.22,-2.61,-5.9,-3.45,2.53,-6.93,0.53
Total Common Equity,"1,307","1,203","1,144","1,066",870.85,814.74,676.71,606.79,520.64,392.07,263.58
Minority Interest,-,-,-,-,0.65,0.6,0.55,0.51,-,-,-
Shareholders' Equity,"1,307","1,203","1,144","1,066",871.5,815.34,677.26,607.3,520.64,392.07,263.58
Total Liabilities & Equity,"2,438","2,262","2,557","1,992","1,817","1,648","1,532",816.48,733.31,571.53,462.5
Total Debt,682.8,671.7,"1,023",484.49,503.76,434.63,447.88,-,-,-,-
Net Cash (Debt),76,50.6,21.97,-23.55,42.91,48.39,-98.82,351.77,410.39,286.69,170.43
Net Cash Growth,-,130.35%,-,-,-11.32%,-,-,-14.28%,43.15%,68.22%,36.91%
Net Cash Per Share,2.00,1.34,0.58,-0.62,1.12,1.26,-2.57,8.94,10.21,7.16,4.15
Filing Date Shares Outstanding,37.75,37.72,37.32,37.47,37.56,38.3,38.41,38.2,39.63,39.73,39.85
Total Common Shares Outstanding,37.7,37.71,37.32,37.43,37.59,38.29,38.36,38.16,39.6,39.71,39.76
Working Capital,"1,136","1,075","1,376",795.47,792.04,683.85,546.41,458.14,489.11,343.29,218.51
Book Value Per Share,34.67,31.91,30.66,28.49,23.17,21.28,17.64,15.90,13.15,9.87,6.63
Tangible Book Value,883.4,767.78,698.86,595.31,499.26,435.82,289.77,449.98,433.33,321.88,186.71
