Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,"3,539","4,700","4,150","4,616","4,335","4,455","5,564","2,559","1,534","1,919","2,416"
Long-Term Investments,"1,893","2,046","2,503","2,437","2,658","2,077",572.09,231.8,244.09,208.6,195.39
Trading Asset Securities,51.96,53.26,54.48,56.31,38.78,17.48,0.2,0.06,-,-,6.04
Loans & Lease Receivables,"21,615","20,902","20,306","19,627","20,341","19,183","24,668","22,271","18,568","15,138","11,631"
Other Receivables,"2,095","1,972","1,746","1,585","1,453","1,781","1,509","1,273","1,135","1,026",750.57
"Property, Plant & Equipment",119.29,119.35,129.5,140.73,150.52,154.67,134.75,105.5,89.75,87.06,81.27
Goodwill,56.1,56.1,56.1,50.65,-,-,-,-,-,-,-
Other Intangible Assets,4.66,7.43,12.61,67.62,-,-,-,-,-,-,-
Restricted Cash,193.98,178.77,158.9,167.88,220.4,197.29,209.45,149.95,123.42,102.83,27.98
Other Long-Term Assets,36.84,36.85,52.34,33.67,25.03,18.98,29.2,48.08,84.85,52.15,106.04
Total Assets,"29,605","30,072","29,169","28,811","29,222","30,770","32,686","26,638","21,780","18,533","15,214"
Interest Bearing Deposits,"20,012","21,067","21,652","21,447","20,827","22,665","24,283","18,942","15,504","13,435","11,487"
Non-Interest Bearing Deposits,-,1.82,1.53,1.42,1.43,1.14,1.08,1.08,1.05,0.68,0.7
Total Deposits,"20,012","21,069","21,653","21,448","20,828","22,666","24,284","18,943","15,505","13,436","11,488"
Short-Term Debt,0.03,0.04,0.37,-,0.25,0.11,289.88,0.64,1.77,18.13,521.39
Long-Term Debt,"6,839","6,440","5,228","5,235","5,931","5,189","4,354","4,284","3,275","2,168",579.1
Current Income Taxes Payable,-,-,-,-,-,-,-,-,102.29,184.32,166.66
Other Current Liabilities,-,-,-,-,-,-,-,-,-,1,1.1
Other Long-Term Liabilities,412.99,403.24,407.6,400.87,312.83,352.22,446.75,437.41,420.62,378.85,361.81
Total Liabilities,"27,264","27,912","27,289","27,084","27,072","28,208","29,375","23,666","19,305","16,186","13,118"
Common Stock,88.64,88.12,87.65,87.03,86.4,91.35,90.72,89.97,88.69,87.33,86.14
Additional Paid-In Capital,"1,231","1,194","1,149","1,109","1,074","1,331","1,308","1,275","1,222","1,176","1,136"
Retained Earnings,"4,531","4,114","3,625","3,164","2,817","1,722","1,851","1,340",868.18,595.32,366.61
Comprehensive Income & Other,-45.17,-65.86,-75.1,-93.87,-17.9,-34.2,-12.37,10.62,2.75,-8.67,-16.06
Total Common Equity,"2,090","1,909","1,630","1,476","1,899","2,312","2,912","2,573","2,074","1,782","1,531"
Shareholders' Equity,"2,341","2,160","1,881","1,727","2,150","2,563","3,312","2,973","2,474","2,347","2,096"
Total Liabilities & Equity,"29,605","30,072","29,169","28,811","29,222","30,770","32,686","26,638","21,780","18,533","15,214"
Total Debt,"6,839","6,440","5,228","5,235","5,931","5,189","4,644","4,285","3,277","2,186","1,100"
Net Cash (Debt),"-3,248","-1,687","-1,024",-562.69,"-1,558",-716.56,920.16,"-1,726","-1,743",-267.32,"1,322"
Net Cash Growth,-,-,-,-,-,-,-,-,-,-,-43.43%
Net Cash Per Share,-15.21,-7.67,-4.37,-2.15,-4.87,-1.85,2.14,-3.93,-3.97,-0.62,3.06
Filing Date Shares Outstanding,203.04,210.42,220.35,241.19,279.39,363.67,422.62,436.8,433.55,429.1,426.32
Total Common Shares Outstanding,203.04,210.38,220.34,240.68,278.96,375.29,421.09,435.68,432.38,428.9,426.3
Working Capital,"7,483","6,738","4,762","4,633","5,560","5,853","7,377","7,309","5,751","4,546","2,655"
Book Value Per Share,10.29,9.07,7.40,6.13,6.81,6.16,6.91,5.90,4.80,4.15,3.59
Tangible Book Value,"2,029","1,845","1,561","1,358","1,899","2,312","2,912","2,573","2,074","1,782","1,531"
Tangible Book Value Per Share,10.00,8.77,7.08,5.64,6.81,6.16,6.91,5.90,4.80,4.15,3.59
