Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Cash & Equivalents,7.26,0.81,0.88,0.96,1.49,1.24,2.34,1.51,2.5,0.85,1.1
Cash & Short-Term Investments,7.26,0.81,0.88,0.96,1.49,1.24,2.34,1.51,2.5,0.85,1.1
Cash Growth,78.90%,-7.98%,-8.36%,-35.82%,20.44%,-47.14%,55.31%,-39.70%,193.54%,-22.76%,-5.48%
Accounts Receivable,241.35,219.34,227.37,169.94,159.5,123.32,128.1,121.02,105.87,96.88,95.02
Other Receivables,-,-,-,-,-,-,-,-,-,-,11
Receivables,241.35,219.34,227.37,169.94,159.5,123.32,128.1,121.02,105.87,96.88,106.02
Inventory,13.42,14.3,15.43,-,-,-,-,-,-,-,-
Prepaid Expenses,82.36,67.88,72.56,-,43.95,33.25,35.46,31.82,22.46,25.58,28.8
Other Current Assets,-,-,-,196.25,-,-,-,-,-,-,-
Total Current Assets,344.39,302.33,316.23,367.14,204.94,157.8,165.9,154.34,130.83,123.31,135.92
"Property, Plant & Equipment",224.88,210.04,183.91,150.31,146.33,144.51,140.95,126.9,119.17,112.19,109.75
Goodwill,332.37,323.22,323.22,106.4,132.39,28.2,28.2,27.81,27.81,27.81,27.81
Other Intangible Assets,49.26,54.33,64.59,35.43,47.05,7.12,7.33,7.25,7.72,8.6,9.47
Other Long-Term Assets,"1,400","1,388","1,329","1,049","1,065",938.12,967.5,901.02,862.32,856.37,869.6
Total Assets,"2,351","2,278","2,217","1,708","1,596","1,276","1,310","1,217","1,148","1,128","1,153"
Accounts Payable,55.13,60.08,58.76,139.61,136.31,108.33,99.27,90.84,86.41,78.21,71.94
Accrued Expenses,113.92,101.34,93.96,-,-,-,-,-,-,-,-
Current Portion of Leases,-,5.74,-,-,-,-,-,-,-,-,-
Total Current Liabilities,169.05,167.16,152.72,139.61,136.31,108.33,99.27,90.84,86.41,78.21,71.94
Long-Term Debt,551.8,590.21,762.98,413.74,426.45,222.75,293.43,298.56,303.41,326.27,381.28
Long-Term Leases,-,6.88,14.8,11.6,-,-,9.9,-,-,-,-
Long-Term Unearned Revenue,130.77,109.84,111.43,82.42,58.72,45.98,54.96,49.71,39.22,37.5,36.29
Long-Term Deferred Tax Liabilities,303.05,280.13,241.56,203.36,242.43,216.08,218.27,206.66,194.63,292.02,283.35
Other Long-Term Liabilities,-,-,-,53.17,-,-,-,-,-,-,-
Total Liabilities,"1,155","1,154","1,283",903.9,863.91,593.14,675.84,645.78,623.67,733.99,772.86
Common Stock,118.65,116.25,111.12,110.08,108.61,106.29,106.36,103.8,102.95,101.82,101.05
Retained Earnings,"1,078","1,007",822.8,693.94,623.47,576.42,527.75,467.78,421.41,292.52,278.71
Comprehensive Income & Other,-,-,-0.12,-0.08,-0.05,-0.1,-0.07,-0.05,-0.17,-0.06,-0.07
Shareholders' Equity,"1,196","1,123",933.8,803.95,732.02,682.6,634.04,571.54,524.18,394.29,379.69
Total Liabilities & Equity,"2,351","2,278","2,217","1,708","1,596","1,276","1,310","1,217","1,148","1,128","1,153"
Total Debt,551.8,602.83,777.78,425.34,426.45,222.75,303.33,298.56,303.41,326.27,381.28
Net Cash (Debt),-544.54,-602.02,-776.9,-424.39,-424.96,-221.52,-300.99,-297.06,-300.91,-325.41,-380.18
Net Cash Per Share,-22.12,-24.50,-31.67,-17.31,-17.33,-9.03,-12.22,-12.10,-12.40,-13.57,-14.93
Filing Date Shares Outstanding,24.61,24.55,24.5,24.39,24.26,24.13,24.3,24.18,24.05,23.95,23.85
Total Common Shares Outstanding,24.61,24.55,24.5,24.39,24.26,24.13,24.3,24.18,24.05,23.95,23.85
Working Capital,175.34,135.17,163.51,227.54,68.62,49.47,66.62,63.5,44.42,45.11,63.98
Book Value Per Share,48.60,45.76,38.12,32.96,30.17,28.29,26.10,23.63,21.79,16.46,15.92
Tangible Book Value,814.57,745.81,545.99,662.11,552.58,647.29,598.51,536.47,488.65,357.88,342.41
Tangible Book Value Per Share,33.10,30.38,22.29,27.15,22.78,26.83,24.63,22.18,20.32,14.94,14.36
Land,-,88.61,75.14,61.49,54.43,54.43,54.42,50.69,50.69,45.93,40.38
Buildings,-,40.22,35.36,34.06,33.78,32.31,29.85,29.36,26.86,26.11,25.52
Machinery,-,67.33,65.27,61.26,82.53,79.98,78.49,71.28,66.72,65.63,62.7
Construction In Progress,-,15.1,14.81,0.9,3.29,1.76,0.27,2.63,1.6,0.7,0.57
