Period Ending,"Sep '25Sep 30, 2025","Dec '24Dec 31, 2024","Dec '23Dec 31, 2023","Dec '22Dec 31, 2022","Dec '21Dec 31, 2021","Dec '20Dec 31, 2020","Dec '19Dec 31, 2019","Dec '18Dec 31, 2018","Dec '17Dec 31, 2017","Dec '16Dec 31, 2016","Dec '15Dec 31, 2015"
Operating Revenue,921.74,900.72,819.66,632.35,531.5,568.79,565.16,494.3,458.99,421.66,402.4
Other Revenue,9.48,10.23,12.18,3.32,3.09,3.77,5.07,4.03,3.05,2.42,2.15
Revenue,931.22,910.94,831.84,635.67,534.59,572.55,570.23,498.33,462.03,424.08,404.54
Revenue Growth (YoY),4.78%,9.51%,30.86%,18.91%,-6.63%,0.41%,14.43%,7.86%,8.95%,4.83%,-0.88%
Cost of Revenue,490.06,475.53,438.21,345.46,287.27,308.81,304.07,265.04,254.05,239.91,227.64
Gross Profit,441.16,435.42,393.63,290.21,247.32,263.75,266.17,233.29,207.98,184.17,176.91
"Selling, General & Admin",99.27,91.08,81.14,48.62,34.59,121.69,123.79,115.17,111.61,104.91,99.95
Operating Expenses,208.62,200.43,191.66,142.91,123.06,122.99,124.79,115.77,111.61,104.91,99.95
Operating Income,232.54,234.98,201.97,147.29,124.26,140.75,141.37,117.52,96.38,79.26,76.96
Interest Expense,-32.99,-47.24,-40.56,-12.23,-8.24,-8.79,-12.33,-12.3,-11.62,-12.21,-10.09
Currency Exchange Gain (Loss),-0.21,-0.22,0.31,-0.38,-0.21,0.08,0.08,-0.49,0.33,-0.12,-0.49
EBT Excluding Unusual Items,199.34,187.53,161.72,134.69,115.81,132.04,129.13,104.73,85.09,66.93,66.38
Merger & Restructuring Charges,-2,-63.16,-15.88,-,-,-,-,-,-,-,-
Gain (Loss) on Sale of Assets,-,9.28,3.62,-,-,-,-,-,-,-,-
Asset Writedown,-,-,-,-,-,-,-,-0.04,-1.64,-,-
Other Unusual Items,-,180,-,-,-,-,-,-,-,-,-
Pretax Income,197.34,313.65,149.46,134.69,115.81,132.04,129.13,104.7,83.45,66.93,66.38
Income Tax Expense,51.91,81.92,37.61,31.38,30.73,30.06,32.32,25.29,-70.47,28.68,25.91
Earnings From Continuing Operations,145.43,231.73,111.85,103.31,85.09,101.98,96.81,79.41,153.92,38.25,40.47
Earnings From Discontinued Operations,-,-,62.77,11.83,4.62,-,-,-,-,-,-
Net Income,145.43,231.73,174.62,115.14,89.71,101.98,96.81,79.41,153.92,38.25,40.47
Net Income to Common,145.43,231.73,174.62,115.14,89.71,101.98,96.81,79.41,153.92,38.25,40.47
Net Income Growth,-35.31%,32.70%,51.66%,28.35%,-12.04%,5.35%,21.91%,-48.41%,302.40%,-5.48%,-11.46%
Shares Outstanding (Basic),25,25,24,24,24,24,24,24,24,24,25
Shares Outstanding (Diluted),25,25,25,25,25,25,25,25,24,24,25
Shares Change (YoY),0.25%,0.17%,0.04%,0.02%,-0.07%,-0.37%,0.34%,1.12%,1.22%,-5.82%,-2.74%
EPS (Basic),5.92,9.44,7.14,4.73,3.70,4.22,3.99,3.29,6.41,1.60,1.60
EPS (Diluted),5.90,9.43,7.12,4.69,3.66,4.16,3.93,3.24,6.34,1.60,1.59
EPS Growth,-35.52%,32.46%,51.71%,28.26%,-12.06%,5.85%,21.30%,-48.90%,296.25%,0.63%,-9.14%
Free Cash Flow,135.5,211.37,-112.16,63.01,136.26,127.5,52.66,45.72,51.54,80.52,30.12
Free Cash Flow Per Share,5.50,8.60,-4.57,2.57,5.56,5.20,2.14,1.86,2.12,3.36,1.18
Dividend Per Share,1.930,1.900,1.860,1.820,1.740,1.680,1.500,1.360,1.040,1.020,1.000
Dividend Growth,2.12%,2.15%,2.20%,4.60%,3.57%,12.00%,10.29%,30.77%,1.96%,2.00%,2.04%
Gross Margin,47.37%,47.80%,47.32%,45.65%,46.26%,46.06%,46.68%,46.81%,45.02%,43.43%,43.73%
Operating Margin,24.97%,25.80%,24.28%,23.17%,23.24%,24.58%,24.79%,23.58%,20.86%,18.69%,19.02%
Profit Margin,15.62%,25.44%,20.99%,18.11%,16.78%,17.81%,16.98%,15.93%,33.31%,9.02%,10.00%
Free Cash Flow Margin,14.55%,23.20%,-13.48%,9.91%,25.49%,22.27%,9.23%,9.17%,11.15%,18.99%,7.44%
EBITDA,252.34,254.17,222.43,178.21,155.51,149.53,150.46,126.36,104.89,88.24,86.02
EBITDA Margin,27.10%,27.90%,26.74%,28.04%,29.09%,26.12%,26.38%,25.36%,22.70%,20.81%,21.26%
D&A For EBITDA,19.79,19.19,20.46,30.92,31.25,8.78,9.09,8.84,8.51,8.98,9.07
EBIT,232.54,234.98,201.97,147.29,124.26,140.75,141.37,117.52,96.38,79.26,76.96
EBIT Margin,24.97%,25.80%,24.28%,23.17%,23.24%,24.58%,24.79%,23.58%,20.86%,18.69%,19.02%
Effective Tax Rate,26.30%,26.12%,25.16%,23.30%,26.53%,22.77%,25.03%,24.15%,-,42.85%,39.03%
Revenue as Reported,931.22,910.94,831.84,635.67,534.59,572.55,570.23,498.33,462.03,424.08,404.54
Advertising Expenses,-,6.2,5.9,5,5.1,3.9,3.6,3.2,2.9,2.9,2.8
