Period Ending,"Sep '25Sep 27, 2025","Dec '24Dec 28, 2024","Dec '23Dec 30, 2023","Dec '22Dec 31, 2022","Dec '21Dec 25, 2021","Dec '20Dec 26, 2020","Dec '19Dec 28, 2019","Dec '18Dec 29, 2018","Dec '17Dec 30, 2017","Dec '16Dec 31, 2016","Dec '15Dec 26, 2015"
Cash & Equivalents,375.19,515.02,481.04,339.58,215.52,249.35,319.52,199.74,242.42,178.9,114.52
Short-Term Investments,59.23,51.62,59.66,53.96,35.78,41.38,32.9,40.06,48.93,66.56,48.82
Cash & Short-Term Investments,434.42,566.64,540.7,393.54,251.3,290.73,352.42,239.79,291.34,245.46,163.34
Cash Growth,-18.23%,4.80%,37.40%,56.60%,-13.56%,-17.50%,46.97%,-17.69%,18.70%,50.27%,-18.71%
Accounts Receivable,695.98,683.84,743.76,967.79,"1,154",764.17,588.55,691.6,631.16,463.1,462.7
Other Receivables,56.44,47.16,43.34,56.24,101.12,134.76,35.55,23.74,24.3,18.57,18.47
Receivables,752.42,731,787.1,"1,024","1,255",898.93,624.1,715.35,655.47,481.67,481.17
Other Current Assets,58.27,22.23,24.94,21.83,16.16,18.52,21.37,16.29,14.39,10.28,11.6
Total Current Assets,"1,245","1,320","1,353","1,439","1,523","1,208",997.89,971.43,961.2,737.41,656.12
"Property, Plant & Equipment",263.15,312.41,284.3,314.99,317.39,297,285.86,284.03,276.01,272.84,225.93
Long-Term Investments,10.81,92.25,-,-,-,-,-,-,-,-,-
Goodwill,34.01,40.93,42.28,41.22,40.77,40.95,38.51,38.23,39.07,31.13,31.13
Other Long-Term Assets,109.13,47.86,122.53,136.28,164.41,107.68,105.46,86.87,76.18,55.21,78.34
Total Assets,"1,662","1,813","1,802","1,932","2,045","1,654","1,428","1,381","1,352","1,097",991.52
Accounts Payable,402.75,383.63,395.98,527.37,604.13,380.51,272,314.13,285.13,219.41,223.71
Accrued Expenses,43.89,40.51,41.83,50.84,46.9,149.77,44.53,69.67,69.02,33.89,19.76
Short-Term Debt,47.99,61.03,61.54,92.95,116.48,74.75,53.88,55.34,42.24,36.25,35.61
Current Portion of Leases,29.72,33.64,27.88,36.18,36.56,35.42,42.63,43.56,42.05,45.05,42.5
Other Current Liabilities,94.73,154.35,148,170.8,205.92,165.7,139.87,53.12,110.2,45.71,47.96
Total Current Liabilities,619.08,673.15,675.22,878.14,"1,010",806.14,552.9,535.82,548.64,380.31,369.54
Long-Term Leases,48.1,69.73,43.26,67.23,75.24,65.36,70.21,84.86,83.06,93.26,81.79
Long-Term Deferred Tax Liabilities,38.75,17.6,23.99,31.43,48.72,51.6,49.55,40.32,36.74,53.58,52.47
Other Long-Term Liabilities,67.57,80.38,75.45,67.86,49.51,38.87,33.58,30.43,30.14,26.88,21.48
Total Liabilities,773.49,840.87,817.92,"1,045","1,183",961.96,706.24,691.43,698.58,554.03,525.28
Common Stock,0.69,0.69,0.69,0.68,0.68,0.68,0.68,0.68,0.68,0.68,0.67
Additional Paid-In Capital,260.5,255.26,254.64,258.49,255.15,228.88,226.12,226.85,209.6,199.41,195.84
Retained Earnings,"2,911","2,860","2,784","2,636","2,317","2,046","1,962","1,841","1,611","1,513","1,390"
Treasury Stock,"-2,276","-2,131","-2,048","-1,993","-1,706","-1,582","-1,465","-1,376","-1,168","-1,167","-1,117"
Comprehensive Income & Other,-6.75,-12.01,-6.87,-15.02,-5.4,-2,-2.21,-5.88,-3.16,-3.09,-3.49
Total Common Equity,888.7,972.44,983.92,887.22,862.01,691.84,721.47,686.82,650.67,542.56,466.24
Minority Interest,-,-,-,-,-,-,-,2.31,3.21,-,-
Shareholders' Equity,888.7,972.44,983.92,887.22,862.01,691.84,721.47,689.13,653.88,542.56,466.24
Total Liabilities & Equity,"1,662","1,813","1,802","1,932","2,045","1,654","1,428","1,381","1,352","1,097",991.52
Total Debt,125.8,164.4,132.68,196.35,228.28,175.52,166.72,183.76,167.36,174.56,159.9
Net Cash (Debt),308.61,402.24,408.02,197.18,23.02,115.21,185.69,56.03,123.99,70.9,3.44
Net Cash Growth,-24.16%,-1.42%,106.93%,756.65%,-80.02%,-37.96%,231.42%,-54.81%,74.87%,1959.91%,-93.74%
Net Cash Per Share,8.82,11.32,11.36,5.38,0.60,2.98,4.67,1.36,2.95,1.68,0.08
Filing Date Shares Outstanding,34.34,35.32,35.72,35.93,37.29,38.39,39.48,40.12,41.99,41.84,42.42
Total Common Shares Outstanding,34.34,35.32,35.72,35.93,37.69,38.39,39.47,40.12,41.99,41.84,42.42
Working Capital,626.03,646.71,677.52,561.26,512.92,402.04,444.98,435.61,412.56,357.1,286.58
Book Value Per Share,25.88,27.54,27.55,24.69,22.87,18.02,18.28,17.12,15.50,12.97,10.99
Tangible Book Value,854.7,931.51,941.65,846,821.24,650.89,682.96,648.59,611.61,511.42,435.1
Tangible Book Value Per Share,24.89,26.38,26.36,23.55,21.79,16.96,17.30,16.17,14.57,12.22,10.26
Land,-,17.39,16.33,16.33,16.33,16.33,15.83,15.26,15.26,15.26,9.15
Buildings,-,80.72,71.16,69.16,65.03,64.31,58.48,58.02,57.76,56.41,39.53
Machinery,-,669.78,633.5,622.78,580.12,515.76,492.39,460.91,421.69,391.55,359.84
