Period Ending,"Sep '25Sep 27, 2025","Dec '24Dec 28, 2024","Dec '23Dec 30, 2023","Dec '22Dec 31, 2022","Dec '21Dec 25, 2021","Dec '20Dec 26, 2020","Dec '19Dec 28, 2019","Dec '18Dec 29, 2018","Dec '17Dec 30, 2017","Dec '16Dec 31, 2016","Dec '15Dec 26, 2015"
Operating Revenue,"4,719","4,756","5,231","7,358","6,466","4,077","4,028","4,563","3,599","3,121","3,277"
Other Revenue,73.76,78.05,82.62,81.72,74.71,59.86,61.28,56.16,49.48,47.93,45.81
Revenue,"4,793","4,834","5,313","7,440","6,540","4,136","4,090","4,619","3,649","3,169","3,322"
Revenue Growth (YoY),-0.74%,-9.02%,-28.58%,13.75%,58.12%,1.14%,-11.46%,26.59%,15.14%,-4.62%,4.28%
Cost of Revenue,"3,722","3,745","4,068","5,804","5,115","3,193","3,127","3,570","2,805","2,416","2,551"
Gross Profit,939.09,974.89,"1,131","1,510","1,320",855.76,881.83,973.32,781.21,696.19,722.39
"Selling, General & Admin",618.93,610.46,674.47,836.14,728.49,495.82,501.18,566.21,467.99,407.44,420.28
Other Operating Expenses,63.7,60.38,58.77,48.14,38.36,33.04,38.29,32.78,29.46,33.18,31.52
Operating Expenses,731.25,727.58,791.39,941.73,816.46,574.71,583.94,642.57,538.01,476.42,480.9
Operating Income,207.84,247.31,339.58,568.14,503.84,281.04,297.89,330.76,243.19,219.77,241.49
Interest Expense,-0.76,-,-,-3.62,-3.98,-3.95,-3.14,-3.35,-3.17,-3.79,-2.95
Interest & Investment Income,0.96,5.42,3.95,-,-,-,-,-,-,-,-
EBT Excluding Unusual Items,208.05,252.73,343.52,564.52,499.86,277.09,294.75,327.4,240.03,215.98,238.54
Gain (Loss) on Sale of Assets,2.06,1.6,4.57,2.94,1.83,2.58,1.02,0.98,0.77,3.48,0.22
Asset Writedown,-17.58,-,-,-,-,-2.58,-,-,-,-,-
Other Unusual Items,-,-,-,-,-,-28.09,-,-,-,-,-
Pretax Income,180,254.33,348.1,567.46,501.69,249,295.76,328.38,240.8,219.46,238.76
Income Tax Expense,42.75,58.38,83.7,136.55,120.17,56.89,68.06,73.17,63.81,82.11,91.07
Earnings From Continuing Operations,137.26,195.95,264.39,430.91,381.52,192.11,227.7,255.21,177,137.35,147.69
Minority Interest in Earnings,-,-,-,-,-,-,0.02,0.07,0.09,-,-
Net Income,137.26,195.95,264.39,430.91,381.52,192.11,227.72,255.28,177.09,137.35,147.69
Net Income to Common,137.26,195.95,264.39,430.91,381.52,192.11,227.72,255.28,177.09,137.35,147.69
Net Income Growth,-33.93%,-25.89%,-38.64%,12.95%,98.60%,-15.64%,-10.80%,44.16%,28.93%,-7.00%,6.40%
Shares Outstanding (Basic),35,36,36,37,38,39,40,41,42,42,44
Shares Outstanding (Diluted),35,36,36,37,38,39,40,41,42,42,44
Shares Change (YoY),-1.86%,-1.06%,-1.95%,-4.19%,-0.95%,-2.98%,-3.69%,-1.70%,-0.50%,-3.60%,-3.00%
EPS (Basic),3.92,5.51,7.36,11.76,9.98,4.98,5.72,6.19,4.22,3.26,3.38
EPS (Diluted),3.92,5.51,7.36,11.76,9.98,4.98,5.72,6.18,4.21,3.25,3.37
EPS Growth,-32.68%,-25.09%,-37.43%,17.89%,100.51%,-13.00%,-7.44%,46.79%,29.54%,-3.56%,9.77%
Free Cash Flow,198.88,255.56,367.96,596.65,253.48,180.09,288.42,288.15,123.38,167.6,211.22
Free Cash Flow Per Share,5.68,7.19,10.24,16.29,6.63,4.67,7.25,6.97,2.94,3.97,4.82
Dividend Per Share,1.520,1.380,1.260,1.100,0.920,0.790,0.700,0.630,0.380,0.340,0.300
Dividend Growth,12.59%,9.52%,14.54%,19.56%,16.46%,12.86%,11.11%,65.79%,11.77%,13.33%,15.38%
Gross Margin,19.59%,20.17%,21.29%,20.29%,20.19%,20.69%,21.56%,21.07%,21.41%,21.97%,21.74%
Operating Margin,4.34%,5.12%,6.39%,7.64%,7.70%,6.79%,7.28%,7.16%,6.67%,6.93%,7.27%
Profit Margin,2.86%,4.05%,4.98%,5.79%,5.83%,4.64%,5.57%,5.53%,4.85%,4.33%,4.45%
Free Cash Flow Margin,4.15%,5.29%,6.93%,8.02%,3.88%,4.35%,7.05%,6.24%,3.38%,5.29%,6.36%
EBITDA,256.46,304.05,397.73,625.59,553.45,326.9,342.36,374.33,283.75,255.57,270.59
EBITDA Margin,5.35%,6.29%,7.49%,8.41%,8.46%,7.90%,8.37%,8.10%,7.78%,8.06%,8.14%
D&A For EBITDA,48.62,56.74,58.15,57.45,49.61,45.86,44.47,43.57,40.56,35.8,29.1
EBIT,207.84,247.31,339.58,568.14,503.84,281.04,297.89,330.76,243.19,219.77,241.49
EBIT Margin,4.34%,5.12%,6.39%,7.64%,7.70%,6.79%,7.28%,7.16%,6.67%,6.93%,7.27%
Effective Tax Rate,23.75%,22.96%,24.04%,24.06%,23.95%,22.85%,23.01%,22.28%,26.50%,37.41%,38.14%
